id,categoryCodeFrom,categoryCodeTo,fromOrg,toOrg,orgLevel,canClose,isActive,dependentOn
10215,3483,3483,DRPTG,PDDA2,2,Y,Y,
10216,3484,3484,DOURD,DRPTG,1,Y,Y,
10217,3484,3484,DRPTG,PDDA1,2,Y,Y,
10218,3485,3485,DOURD,DRPTG,1,Y,Y,
10219,3485,3485,DRPTG,PDDA2,2,Y,Y,
10220,3486,3486,DOURD,DRPTG,1,Y,Y,
10221,3486,3486,DRPTG,PDDA1,2,Y,Y,
10222,3487,3487,DOURD,DRPTG,1,Y,Y,
10223,3487,3487,DRPTG,PDDA2,2,Y,Y,
10224,403,406,DOSEL,EEDU1,1,Y,Y,
10225,403,406,EEDU1,DREE1,2,Y,Y,
10226,403,406,DREE1,USMDM,3,Y,Y,
10227,403,406,USMDM,SOMDM,4,Y,Y,
10228,602,602,DOSEL,JSFAH,1,Y,Y,
10229,602,602,JSFAH,DRFIN,2,Y,Y,
10230,414,414,DOSEL,SEDU2,1,Y,Y,
10231,414,414,SEDU2,DSUNT,2,Y,Y,
10232,414,414,DSUNT,UT0II,3,Y,Y,
10233,414,414,UT0II,SOUT2,4,Y,Y,
10234,415,415,DOSEL,SEDU2,1,Y,Y,
10235,415,415,SEDU2,DSUNT,2,Y,Y,
10236,415,415,DSUNT,UTIII,3,Y,Y,
10241,415,415,UTIII,SOUT3,4,Y,Y,
10242,416,416,DOSEL,SEDU2,1,Y,Y,
10243,416,416,SEDU2,DSINS,2,Y,Y,
10244,416,416,DSINS,SCH03,3,Y,Y,
10246,416,416,SCH03,SOINS,4,Y,Y,
10247,417,417,DOSEL,SEDU2,1,Y,Y,
10248,417,417,SEDU2,DSINS,2,Y,Y,
10249,417,417,DSINS,SCH03,3,Y,Y,
10250,417,417,SCH03,SOINS,4,Y,Y,
10251,418,418,DOSEL,SEDU2,1,Y,Y,
10252,418,418,SEDU2,SCH04,2,Y,Y,
10253,418,418,SCH04,SCH03,3,Y,Y,
10254,418,418,SCH03,SOINS,4,Y,Y,
10255,419,419,DOSEL,SEDU2,1,Y,Y,
10256,419,419,SEDU2,DSINS,2,Y,Y,
10257,419,419,DSINS,SCH03,3,Y,Y,
10258,419,419,SCH03,SOINS,4,Y,Y,
10259,420,420,DOSEL,SEDU2,1,Y,Y,
10260,420,420,SEDU2,DSINS,2,Y,Y,
10261,420,420,DSINS,SCH03,3,Y,Y,
10262,420,420,SCH03,SOINS,4,Y,Y,
10263,421,421,DOSEL,SEDU2,1,Y,Y,
10264,421,421,SEDU2,DSSPV,2,Y,Y,
10265,421,421,DSSPV,UT001,3,Y,Y,
10266,421,421,UT001,SO1UT,4,Y,Y,
10267,422,425,DOSEL,SEDU2,1,Y,Y,
10268,422,425,SEDU2,DSINS,2,Y,Y,
10269,422,425,DSINS,SCH03,3,Y,Y,
10270,422,425,SCH03,SOINS,4,Y,Y,
10271,434,434,DOSEL,SEDU2,1,Y,Y,
10272,434,434,SEDU2,DSINS,2,Y,Y,
10273,434,434,DSINS,SCH03,3,Y,Y,
10274,434,434,SCH03,SOINS,4,Y,Y,
10275,442,442,DOSEL,SEDU2,1,Y,Y,
10276,442,442,SEDU2,DSINS,2,Y,Y,
10277,442,442,DSINS,SCH03,3,Y,Y,
10278,442,442,SCH03,SOINS,4,Y,Y,
10279,450,450,DOSEL,SEDU2,1,Y,Y,
10280,450,450,SEDU2,DSINS,2,Y,Y,
10281,450,450,DSINS,SCH03,3,Y,Y,
10282,450,450,SCH03,SOINS,4,Y,Y,
10283,458,458,DOSEL,SEDU2,1,Y,Y,
10284,458,458,SEDU2,DSINS,2,Y,Y,
10285,458,458,DSINS,SCH03,3,Y,Y,
10286,458,458,SCH03,SOINS,4,Y,Y,
10287,466,466,DOSEL,SEDU2,1,Y,Y,
10288,466,466,SEDU2,DSINS,2,Y,Y,
10289,466,466,DSINS,SCH03,3,Y,Y,
10290,466,466,SCH03,SOINS,4,Y,Y,
10291,474,474,DOSEL,SEDU2,1,Y,Y,
10292,474,474,SEDU2,DSINS,2,Y,Y,
10293,474,474,DSINS,SCH03,3,Y,Y,
10294,474,474,SCH03,SOINS,4,Y,Y,
10295,482,482,DOSEL,SEDU2,1,Y,Y,
10296,482,482,SEDU2,DSINS,2,Y,Y,
10297,482,482,DSINS,SCH03,3,Y,Y,
10298,482,482,SCH03,SOINS,4,Y,Y,
10299,1199,1199,DOSEL,SEDU2,1,Y,Y,
10300,1199,1199,SEDU2,DSINS,2,Y,Y,
10301,1199,1199,DSINS,SCH03,3,Y,Y,
10302,1199,1199,SCH03,SOINS,4,Y,Y,
10303,435,435,DOSEL,SEDU2,1,Y,Y,
10304,435,435,SEDU2,DSUNT,2,Y,Y,
10305,435,435,DSUNT,UT0II,3,Y,Y,
10306,435,435,UT0II,SOUT2,4,Y,Y,
10307,443,443,DOSEL,SEDU2,1,Y,Y,
10308,443,443,SEDU2,DSUNT,2,Y,Y,
10309,443,443,DSUNT,UT0II,3,Y,Y,
10310,443,443,UT0II,SOUT2,4,Y,Y,
10311,451,451,DOSEL,SEDU2,1,Y,Y,
10312,451,451,SEDU2,DSUNT,2,Y,Y,
10313,451,451,DSUNT,UT0II,3,Y,Y,
10314,451,451,UT0II,SOUT2,4,Y,Y,
10315,459,459,DOSEL,SEDU2,1,Y,Y,
10316,459,459,SEDU2,DSUNT,2,Y,Y,
10317,459,459,DSUNT,UT0II,3,Y,Y,
10318,459,459,UT0II,SOUT2,4,Y,Y,
10319,467,467,DOSEL,SEDU2,1,Y,Y,
10320,467,467,SEDU2,DSUNT,2,Y,Y,
10321,467,467,DSUNT,UT0II,3,Y,Y,
10322,467,467,UT0II,SOUT2,4,Y,Y,
10323,475,475,DOSEL,SEDU2,1,Y,Y,
10324,475,475,SEDU2,DSUNT,2,Y,Y,
10325,475,475,DSUNT,UT0II,3,Y,Y,
10326,475,475,UT0II,SOUT2,4,Y,Y,
10327,483,483,DOSEL,SEDU2,1,Y,Y,
10328,483,483,SEDU2,DSUNT,2,Y,Y,
10329,483,483,DSUNT,UT0II,3,Y,Y,
10330,483,483,UT0II,SOUT2,4,Y,Y,
10331,1200,1200,DOSEL,SEDU2,1,Y,Y,
10332,1200,1200,SEDU2,DSUNT,2,Y,Y,
10333,1200,1200,DSUNT,UT0II,3,Y,Y,
10334,1200,1200,UT0II,SOUT2,4,Y,Y,
10335,436,436,DOSEL,SEDU2,1,Y,Y,
10336,436,436,SEDU2,DSINS,2,Y,Y,
10337,436,436,DSINS,SCH03,3,Y,Y,
10338,436,436,SCH03,SOINS,4,Y,Y,
10339,444,444,DOSEL,SEDU2,1,Y,Y,
10340,444,444,SEDU2,DSINS,2,Y,Y,
10341,444,444,DSINS,SCH03,3,Y,Y,
10342,444,444,SCH03,SOINS,4,Y,Y,
10343,452,452,DOSEL,SEDU2,1,Y,Y,
10344,452,452,SEDU2,DSINS,2,Y,Y,
10345,452,452,DSINS,SCH03,3,Y,Y,
10346,452,452,SCH03,SOINS,4,Y,Y,
10347,460,460,DOSEL,SEDU2,1,Y,Y,
10348,460,460,SEDU2,DSINS,2,Y,Y,
10349,460,460,DSINS,SCH03,3,Y,Y,
10350,460,460,SCH03,SOINS,4,Y,Y,
10351,468,468,DOSEL,SEDU2,1,Y,Y,
10352,468,468,SEDU2,DSINS,2,Y,Y,
10353,468,468,DSINS,SCH03,3,Y,Y,
10354,468,468,SCH03,SOINS,4,Y,Y,
10355,476,476,DOSEL,SEDU2,1,Y,Y,
10356,476,476,SEDU2,DSINS,2,Y,Y,
10357,476,476,DSINS,SCH03,3,Y,Y,
10358,476,476,SCH03,SOINS,4,Y,Y,
10359,484,484,DOSEL,SEDU2,1,Y,Y,
10360,484,484,SEDU2,DSINS,2,Y,Y,
10361,484,484,DSINS,SCH03,3,Y,Y,
10362,484,484,SCH03,SOINS,4,Y,Y,
10363,1201,1201,DOSEL,SEDU2,1,Y,Y,
10364,1201,1201,SEDU2,DSINS,2,Y,Y,
10365,1201,1201,DSINS,SCH03,3,Y,Y,
10366,1201,1201,SCH03,SOINS,4,Y,Y,
10367,437,437,DOSEL,SEDU2,1,Y,Y,
10368,437,437,SEDU2,DSUNT,2,Y,Y,
10369,437,437,DSUNT,UTIII,3,Y,Y,
10370,437,437,UTIII,SOUT3,4,Y,Y,
10371,445,445,DOSEL,SEDU2,1,Y,Y,
10372,445,445,SEDU2,DSUNT,2,Y,Y,
10373,445,445,DSUNT,UTIII,3,Y,Y,
10374,445,445,UTIII,SOUT3,4,Y,Y,
10375,453,453,DOSEL,SEDU2,1,Y,Y,
10376,453,453,SEDU2,DSUNT,2,Y,Y,
10377,453,453,DSUNT,UTIII,3,Y,Y,
10378,453,453,UTIII,SOUT3,4,Y,Y,
10379,461,461,DOSEL,SEDU2,1,Y,Y,
10380,461,461,SEDU2,DSUNT,2,Y,Y,
10381,461,461,DSUNT,UTIII,3,Y,Y,
10382,461,461,UTIII,SOUT3,4,Y,Y,
10383,469,469,DOSEL,SEDU2,1,Y,Y,
10384,469,469,SEDU2,DSUNT,2,Y,Y,
10385,469,469,DSUNT,UTIII,3,Y,Y,
10386,469,469,UTIII,SOUT3,4,Y,Y,
10387,477,477,DOSEL,SEDU2,1,Y,Y,
10388,477,477,SEDU2,DSUNT,2,Y,Y,
10389,477,477,DSUNT,UTIII,3,Y,Y,
10390,477,477,UTIII,SOUT3,4,Y,Y,
10391,485,485,DOSEL,SEDU2,1,Y,Y,
10392,485,485,SEDU2,DSUNT,2,Y,Y,
10393,485,485,DSUNT,UTIII,3,Y,Y,
10394,485,485,UTIII,SOUT3,4,Y,Y,
10395,1202,1202,DOSEL,SEDU2,1,Y,Y,
10396,1202,1202,SEDU2,DSUNT,2,Y,Y,
10397,1202,1202,DSUNT,UTIII,3,Y,Y,
10398,1202,1202,UTIII,SOUT3,4,Y,Y,
10399,438,439,DOSEL,SEDU2,1,Y,Y,
10400,438,439,SEDU2,DSINS,2,Y,Y,
10401,438,439,DSINS,SCH03,3,Y,Y,
10402,446,447,DOSEL,SEDU2,1,Y,Y,
10403,446,447,SEDU2,DSINS,2,Y,Y,
10404,446,447,DSINS,SCH03,3,Y,Y,
10405,454,455,DOSEL,SEDU2,1,Y,Y,
10406,454,455,SEDU2,DSINS,2,Y,Y,
10407,454,455,DSINS,SCH03,3,Y,Y,
10408,462,462,DOSEL,SEDU2,1,Y,Y,
10409,462,462,SEDU2,DSINS,2,Y,Y,
10410,462,462,DSINS,SCH03,3,Y,Y,
10411,470,471,DOSEL,SEDU2,1,Y,Y,
10412,470,471,SEDU2,DSINS,2,Y,Y,
10413,470,471,DSINS,SCH03,3,Y,Y,
10414,478,479,DOSEL,SEDU2,1,Y,Y,
10415,478,479,SEDU2,DSINS,2,Y,Y,
10416,478,479,DSINS,SCH03,3,Y,Y,
10417,486,487,DOSEL,SEDU2,1,Y,Y,
10418,486,487,SEDU2,DSINS,2,Y,Y,
10419,486,487,DSINS,SCH03,3,Y,Y,
10420,1203,1204,DOSEL,SEDU2,1,Y,Y,
10421,1203,1204,SEDU2,DSINS,2,Y,Y,
10422,1203,1204,DSINS,SCH03,3,Y,Y,
10423,441,441,DOSEL,SEDU2,1,Y,Y,
10424,441,441,SEDU2,DSINS,2,Y,Y,
10425,441,441,DSINS,SCH03,3,Y,Y,
10426,449,449,DOSEL,SEDU2,1,Y,Y,
10427,449,449,SEDU2,DSINS,2,Y,Y,
10428,449,449,DSINS,SCH03,3,Y,Y,
10429,457,457,DOSEL,SEDU2,1,Y,Y,
10430,457,457,SEDU2,DSINS,2,Y,Y,
10431,457,457,DSINS,SCH03,3,Y,Y,
10432,464,464,DOSEL,SEDU2,1,Y,Y,
10433,464,464,SEDU2,DSINS,2,Y,Y,
10434,464,464,DSINS,SCH03,3,Y,Y,
10435,473,473,DOSEL,SEDU2,1,Y,Y,
10436,473,473,SEDU2,DSINS,2,Y,Y,
10437,473,473,DSINS,SCH03,3,Y,Y,
10438,481,481,DOSEL,SEDU2,1,Y,Y,
10439,481,481,SEDU2,DSINS,2,Y,Y,
10440,481,481,DSINS,SCH03,3,Y,Y,
10441,489,489,DOSEL,SEDU2,1,Y,Y,
10442,489,489,SEDU2,DSINS,2,Y,Y,
10443,489,489,DSINS,SCH03,3,Y,Y,
10444,1206,1206,DOSEL,SEDU2,1,Y,Y,
10445,1206,1206,SEDU2,DSINS,2,Y,Y,
10446,1206,1206,DSINS,SCH03,3,Y,Y,
10447,440,440,DOSEL,SEDU2,1,Y,Y,
10448,440,440,SEDU2,SCH04,2,Y,Y,
10449,440,440,SCH04,SCH06,3,Y,Y,
10450,440,440,SCH06,SOSC4,4,Y,Y,
10451,448,448,DOSEL,SEDU2,1,Y,Y,
10452,448,448,SEDU2,SCH04,2,Y,Y,
10453,448,448,SCH04,SCH06,3,Y,Y,
10454,448,448,SCH06,SOSC4,4,Y,Y,
10455,456,456,DOSEL,SEDU2,1,Y,Y,
10456,456,456,SEDU2,SCH04,2,Y,Y,
10457,456,456,SCH04,SCH06,3,Y,Y,
10458,456,456,SCH06,SOSC4,4,Y,Y,
10459,463,463,DOSEL,SEDU2,1,Y,Y,
10460,463,463,SEDU2,SCH04,2,Y,Y,
10461,463,463,SCH04,SCH06,3,Y,Y,
10462,463,463,SCH06,SOSC4,4,Y,Y,
10463,472,472,DOSEL,SEDU2,1,Y,Y,
10464,472,472,SEDU2,SCH04,2,Y,Y,
10465,472,472,SCH04,SCH06,3,Y,Y,
10466,472,472,SCH06,SOSC4,4,Y,Y,
10467,480,480,DOSEL,SEDU2,1,Y,Y,
10468,480,480,SEDU2,SCH04,2,Y,Y,
10469,480,480,SCH04,SCH06,3,Y,Y,
10470,480,480,SCH06,SOSC4,4,Y,Y,
10471,488,488,DOSEL,SEDU2,1,Y,Y,
10472,488,488,SEDU2,SCH04,2,Y,Y,
10473,488,488,SCH04,SCH06,3,Y,Y,
10474,488,488,SCH06,SOSC4,4,Y,Y,
10475,1205,1205,DOSEL,SEDU2,1,Y,Y,
10476,1205,1205,SEDU2,SCH04,2,Y,Y,
10477,1205,1205,SCH04,SCH06,3,Y,Y,
10478,1205,1205,SCH06,SOSC4,4,Y,Y,
10479,494,494,DOSEL,SEDU2,1,Y,Y,
10480,494,494,SEDU2,DSINS,2,Y,Y,
10481,494,494,DSINS,SCH03,3,Y,Y,
10482,494,494,SCH03,SOINS,4,Y,Y,
10483,501,501,DOSEL,SEDU2,1,Y,Y,
10484,501,501,SEDU2,DSINS,2,Y,Y,
10485,501,501,DSINS,SCH03,3,Y,Y,
10486,501,501,SCH03,SOINS,4,Y,Y,
10487,508,508,DOSEL,SEDU2,1,Y,Y,
10488,508,508,SEDU2,DSINS,2,Y,Y,
10489,508,508,DSINS,SCH03,3,Y,Y,
10490,508,508,SCH03,SOINS,4,Y,Y,
10491,1207,1207,DOSEL,SEDU2,1,Y,Y,
10492,1207,1207,SEDU2,DSINS,2,Y,Y,
10493,1207,1207,DSINS,SCH03,3,Y,Y,
10494,1207,1207,SCH03,SOINS,4,Y,Y,
10495,495,495,DOSEL,SEDU2,1,Y,Y,
10496,495,495,SEDU2,DSUNT,2,Y,Y,
10497,495,495,DSUNT,UT0II,3,Y,Y,
10498,495,495,UT0II,SOUT2,4,Y,Y,
10499,502,502,DOSEL,SEDU2,1,Y,Y,
