OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
,,,2023-01-06T00:00:00.000+0000,,"Dear sir
On further enquiry it came into notice that person who is doing illegal activity is Sh Dasaundhi Ram S/O Sh Babu Ram resident of vill Naya nagar Hamirpur pin 177001 , I have written letter regarding this to municipal council Hamirpur but I think no one is concerned and damage to the public property is still going on ."
,,,2023-02-11T00:00:00.000+0000,,no response recieved even after months passed.
,,,2023-01-03T00:00:00.000+0000,,
Assistant2 (Asstt.),,,2023-01-03T00:00:00.000+0000,0.0,For necessary action
,,,2023-01-05T00:00:00.000+0000,,INCOME UPDATE
,,,2023-01-07T00:00:00.000+0000,,INCOME update
,,,2023-01-09T00:00:00.000+0000,,income update
,,,2023-01-12T00:00:00.000+0000,,income update
,,,2023-01-03T00:00:00.000+0000,,
Assisant1 (Asstt.),,,2023-01-04T00:00:00.000+0000,0.0, Please take necessary action in this matter and upload ATR.
SP Law and Order (SP Law and Order),,,2023-01-04T00:00:00.000+0000,0.0, Please enquire into the matter and take necessary action & also attach report.
SP Karnal (Superintendent of Police),,,2023-01-05T00:00:00.000+0000,1.0, Please enquire into the matter and take necessary action & also attach report.
SH SAT PARKASH (INSPECTOR),,,2023-01-25T00:00:00.000+0000,20.0, Sir already report send.
SH SAT PARKASH (INSPECTOR),,"Repeat of sl 5
 of (25-1-2023)",2023-01-25T00:00:00.000+0000,0.0, Sir already report send.
SP Karnal (Superintendent of Police),,,2023-01-25T00:00:00.000+0000,0.0, sir report attached
SP Law and Order (SP Law and Order),,,2023-01-30T00:00:00.000+0000,5.0, sir report attached
Jarnail Singh (Supervisor),,,2023-03-23T00:00:00.000+0000,52.0, As per report of the Department.
,,,2023-01-03T00:00:00.000+0000,,
Clerk2 (Clerk),,,2023-01-04T00:00:00.000+0000,0.0, Please take necessary action in this matter and upload ATR.
Nodal Officer of the deptt (ACS),,,2023-01-05T00:00:00.000+0000,1.0," Please take necessary action in this matter and upload ATR.
"
Sh. Om Parkash (DDPO MAHENDRAGARH),,,2023-01-05T00:00:00.000+0000,0.0," Please take necessary action in this matter and upload ATR.
"
PARMOD (BDPO NARNAUL),,,2023-01-10T00:00:00.000+0000,5.0, Complainant has not mentioned any work or scheme name or attached any document regarding his complaint. 
Sh. Om Parkash (DDPO MAHENDRAGARH),,,2023-01-11T00:00:00.000+0000,1.0, Complainant has not mentioned any work or scheme name or attached any document regarding his complaint. 
Sh. Om Parkash (DDPO MAHENDRAGARH),,"Repeat of sl 6
 of (11-1-2023)",2023-01-11T00:00:00.000+0000,0.0, Complainant has not mentioned any work or scheme name or attached any document regarding his complaint. 
Nodal Officer of the deptt (ACS),,,2023-01-16T00:00:00.000+0000,5.0,MARK TO DISPOSED OFF
,,,2023-01-19T00:00:00.000+0000,,please take action immediate
,,,2023-01-29T00:00:00.000+0000,,please take immediate action
,,,2023-02-12T00:00:00.000+0000,,please take immediate action
,,,2023-02-20T00:00:00.000+0000,,take immediate action
,,,2023-03-15T00:00:00.000+0000,,please take action sir or madam
Jarnail Singh (Supervisor),,,2023-03-23T00:00:00.000+0000,66.0, As per report of the Department. 	Complainant has not mentioned any work or scheme name or attached any document regarding his complaint.
,,,2023-01-03T00:00:00.000+0000,,
Assistant2 (Asstt.),,,2023-01-05T00:00:00.000+0000,0.0, Forwarded for necessary action and upload ATR
Nodal officer of the Deptt (ACS),,,2023-01-05T00:00:00.000+0000,0.0," Dwarka expressway is under the jurisdiction of NHAI. Hence, it is requested to send it to concerned please."
Jarnail Singh (Supervisor),,,2023-01-08T00:00:00.000+0000,3.0, Take appropriate/necessary action (NHAI).
Shri Kamlesh Chaturvedi (Joint Secretary),,,2023-01-09T00:00:00.000+0000,1.0, May please see and take necessary action to redress the grievance under intimation to the applicant.
Sh. Chandan Vatsa (CGM Coord),,,2023-01-10T00:00:00.000+0000,1.0, Please examine the matter and give a suitable reply directly to the Petitioner. In case it pertains to any other Department kindly forward it to them under intimation to the Petitioner and attach the copy of the letter/mail for online disposal on PG portal.
Sh. Udeep K Singhal (GM Tech),,,2023-01-10T00:00:00.000+0000,0.0, 
NIRMAN KISHAN JAMBHULKAR (General Manager),,,2023-01-10T00:00:00.000+0000,0.0, Reply letter is attached.
NIRMAN KISHAN JAMBHULKAR (General Manager),,"Repeat of sl 8
 of (10-1-2023)",2023-01-10T00:00:00.000+0000,0.0, Reply letter is attached.
Sh. Udeep K Singhal (GM Tech),,,2023-01-10T00:00:00.000+0000,0.0, Reply letter is attached.
Sh. Chandan Vatsa (CGM Coord),,,2023-01-10T00:00:00.000+0000,0.0, Reply copy attached.
,,,2023-01-03T00:00:00.000+0000,,
Assistant2 (Asstt.),,,2023-01-06T00:00:00.000+0000,0.0,duplicate copies. matter already sent to concerned department
,,,2023-01-03T00:00:00.000+0000,,
Assistant2 (Asstt.),,,2023-01-06T00:00:00.000+0000,0.0,duplicate copies. matter already sent to concerned department
,,,2023-01-03T00:00:00.000+0000,,
,,,2023-01-03T00:00:00.000+0000,,hlo
Clerk2 (Clerk),,,2023-01-04T00:00:00.000+0000,0.0, Please take necessary action in this matter and upload ATR.
Nodal Officer of the deptt (ACS),,,2023-01-05T00:00:00.000+0000,1.0," Please take necessary action in this matter and upload ATR.
"
,,,2023-01-07T00:00:00.000+0000,,hlo
DDPO BHIWANI (DDPO BHIWANI),,,2023-02-09T00:00:00.000+0000,35.0, Resolve the matter and send ATR.
Section Officer PG-MH (SO),,,2023-01-06T00:00:00.000+0000,0.0,For necessary action.
Ankita (DEO),,,2023-01-06T00:00:00.000+0000,0.0, 
Nidhi Singh (RPFC I),,,2023-01-06T00:00:00.000+0000,0.0," With reference to the grievance, it is to inform that as per record, you applied six times claim and all the claim of form 31 in your PF number GNRTK00216860000013704 and the same has been approved. No claim request in your PF number GNRTK00216860000013704 has been rejected by PF office rohtak. As per record, you have three PF account and other two PF number pertains to other PF office. Please check in which PF number your claim was rejected. "
,,,2023-01-03T00:00:00.000+0000,,
Assistant2 (Asstt.),,,2023-01-06T00:00:00.000+0000,0.0, Kindly take necessary action 
Daya Singh (section officer),,,2023-01-09T00:00:00.000+0000,3.0," With reference to the grievance, it is to inform that as per record, you applied six times claim and all the claim of form 31 in your PF number GNRTK00216860000013704 and the same has been approved. No claim request in your PF number GNRTK00216860000013704 has been rejected by PF office rohtak. As per record, you have three PF account and other two PF number pertains to other PF office. Please check in which PF number your claim was rejected.	Nidhi Singh (RPFC I)"
,,,2023-01-03T00:00:00.000+0000,,
Assistant2 (Asstt.),,,2023-01-06T00:00:00.000+0000,0.0, matter not clear
Ankita Jadeja (U.S.),,,2023-01-10T00:00:00.000+0000,4.0, This mater Pertain Govt.of India. 
Jarnail Singh (Supervisor),,,2023-01-11T00:00:00.000+0000,1.0," Take appropriate/necessary action(EPFO Ahmedabad, Gujrat)."
Section Officer PG-MH (SO),,,2023-01-11T00:00:00.000+0000,0.0,For necessary action.
Daya Singh (SO),,,2023-01-12T00:00:00.000+0000,1.0,.
AWADHESH KUMAR SINGH (RPFC I),,,2023-01-12T00:00:00.000+0000,0.0, Please find attached herewith copy of reply vide letter number GJ/AHD/ENF-II/Cir-02/50375/4409 dated 23/11/2022. This is for kind information please.
AWADHESH KUMAR SINGH (RPFC I),,"Repeat of sl 7
 of (12-1-2023)",2023-01-12T00:00:00.000+0000,0.0, Please find attached herewith copy of reply vide letter number GJ/AHD/ENF-II/Cir-02/50375/4409 dated 23/11/2022. This is for kind information please.
AWADHESH KUMAR SINGH (RPFC I),,"Repeat of sl 7
 of (12-1-2023)",2023-01-12T00:00:00.000+0000,0.0, Please find attached herewith copy of reply vide letter number GJ/AHD/ENF-II/Cir-02/50375/4409 dated 23/11/2022. This is for kind information please.
Daya Singh (section officer),,,2023-01-12T00:00:00.000+0000,0.0, Please find attached herewith copy of reply vide letter number GJ/AHD/ENF-II/Cir-02/50375/4409 dated 23/11/2022. This is for kind information please.	AWADHESH KUMAR SINGH (RPFC I)	
,,,2023-01-03T00:00:00.000+0000,,
Assistant2 (Asstt.),,,2023-01-06T00:00:00.000+0000,0.0, 
,,,2023-01-03T00:00:00.000+0000,,
,,,2023-01-03T00:00:00.000+0000,,please take necessary action
Assisant1 (Asstt.),,,2023-01-04T00:00:00.000+0000,0.0, Please take necessary action in this matter and upload ATR.
,,,2023-01-03T00:00:00.000+0000,,
Public Grievance-4 (Data Entry Operator),,,2023-01-03T00:00:00.000+0000,0.0, 
VIMALANAND MISHRA (UNDER SECRETARY),,,2023-01-18T00:00:00.000+0000,15.0, Places reading to attachment 
,,,2023-01-03T00:00:00.000+0000,,
Pushpa (DATA ENTRY OPERATOR),,,2023-01-03T00:00:00.000+0000,0.0, 
Dr. Raj Shekhar Prasad (Assistant Director),,,2023-01-04T00:00:00.000+0000,1.0, Please take necessary action.
,,,2023-01-10T00:00:00.000+0000,,"Sir, please ask them to send the requested document. I have paid money for that , then also they all are taking too much time to deliver. Atleast ask them to send my degree certificate. If they are not saying the reason for being late."
Suresh Choudhary (Nodal officer),,,2023-01-16T00:00:00.000+0000,12.0, Please take necessary action.
,,,2023-01-29T00:00:00.000+0000,,I request you to look into this matter. It&#39;s urgent. It need for documents verification. Please ask them to send my B.Tech degree that i have applied for.
DR. INDRAJEET KUMAR (ASSOCIATE PROFESSOR),,,2023-02-15T00:00:00.000+0000,30.0, send to Controller Examination
DR. INDRAJEET KUMAR (ASSOCIATE PROFESSOR),,,2023-02-23T00:00:00.000+0000,8.0, Degree Certificate has been sent to applicant through tracking no. EJ816748711IN
Suresh Choudhary (Nodal officer),,,2023-02-23T00:00:00.000+0000,0.0, Degree Certificate has been sent to applicant through tracking no. EJ816748711IN
Dr. Raj Shekhar Prasad (Assistant Director),,,2023-02-23T00:00:00.000+0000,0.0, Degree Certificate has been sent to applicant through tracking no. EJ816748711IN
,,,2023-01-03T00:00:00.000+0000,,
Pushpa (DATA ENTRY OPERATOR),,,2023-01-04T00:00:00.000+0000,0.0, 
PRADIP KUMAR GUPTA (DEPUTY SECRETARY MANAGEMENT),,,2023-01-17T00:00:00.000+0000,13.0,this grievance already registered with grievance no GOVJH/E/2022/02986 and GOVJH/E/2022/03328 
,,,2023-01-03T00:00:00.000+0000,,
Pushpa (DATA ENTRY OPERATOR),,,2023-01-04T00:00:00.000+0000,0.0, 
PANKAJ KUMAR SINGH (DISTRICT NODAL OFFICER),,,2023-02-17T00:00:00.000+0000,44.0, Correction pending at state Agriculture dept.
,,,2023-01-03T00:00:00.000+0000,,
Pushpa (DATA ENTRY OPERATOR),,,2023-01-04T00:00:00.000+0000,0.0, 
VIMALANAND MISHRA (UNDER SECRETARY),,,2023-01-18T00:00:00.000+0000,14.0, Places reading to attachment 
,,,2023-01-03T00:00:00.000+0000,,
,,,2023-01-26T00:00:00.000+0000,,no update from last 20Days
,,,2023-02-15T00:00:00.000+0000,,no action
"JKGrievance, JKClerk",,,2023-05-11T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"SHRI AJAZ HUSSAIN, NotAvailable",,,2023-05-23T00:00:00.000+0000,12.0,"On perusal of the grievance , it has been found that the matter doesnt pertains to CID as it is related to Airtel Franchise verification for Term Code which was dealt by local police through SSP office ."
,,,2023-01-03T00:00:00.000+0000,,
"JKGrievance, JKClerk",,,2023-05-11T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Dr. Nasir Ahmad Lone, NotAvailable",,,2023-05-23T00:00:00.000+0000,12.0,As reported by concerned AEE we have spoked to the applicant over phone and confirmed that the water related issue has been redressed. so he has no grievance with the department now.
,,,2023-01-03T00:00:00.000+0000,,
"Janaspandana Kosha, Janaspandana Kosha",,,2023-01-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Rural Development and Panchayath Raj Department, Rural Development and Panchayath Raj Department",,,2023-01-17T00:00:00.000+0000,11.0,ಈ ದೂರು ಅರ್ಜಿಯು ರಾಮನಗರ ಜಿಲ್ಲೆಗೆ ಒಳಪಡುವುದಿಲ್ಲ.
,,,2023-01-03T00:00:00.000+0000,,
"Janaspandana Kosha, Janaspandana Kosha",,,2023-01-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-03T00:00:00.000+0000,,
"Janaspandana Kosha, Janaspandana Kosha",,,2023-01-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-02-28T00:00:00.000+0000,,"Dear Sir

pls pls look into this"
,,,2023-01-03T00:00:00.000+0000,,
"Janaspandana Kosha, Janaspandana Kosha",,,2023-01-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-19T00:00:00.000+0000,,Can this be considered at the earliest possible Because my cibil is getting affected also Bajaj people are requesting me to pay back the loan
,,,2023-01-03T00:00:00.000+0000,,
AK Bhatti (Nodal Officer for CPGRMS),,,2023-01-03T00:00:00.000+0000,0.0, Kindly look in to the matter.
Ghulam Mohi-ud-Din Wani (Additional Deputy Commissioner),,,2023-02-05T00:00:00.000+0000,33.0, Correction has been allowed 
AK Bhatti (Nodal Officer for CPGRMS),,,2023-02-08T00:00:00.000+0000,3.0, Grievance has been addressed and correction window is allowed till 12.02-2023.(copy attached).
,,,2023-01-03T00:00:00.000+0000,,
Govind Mainkar (U S Retired),,,2023-01-10T00:00:00.000+0000,0.0,land matter
Raviraj Phalle (Deputy Secretary Est Proper),,,2023-01-11T00:00:00.000+0000,1.0, FOR N A J 8
Nitin Kareer (Add.Chief Secretary),,,2023-01-13T00:00:00.000+0000,2.0, NA
Dr. Madhav Veer (JOINT SECRETARY),,,2023-01-18T00:00:00.000+0000,5.0," पुढील उचित कार्यवाहीसाठी जिल्हाधिकारी, चंद्रपूर यांच्याकडे पाठविण्यात आले आहे."
Dr. Madhav Veer (JOINT SECRETARY),,,2023-01-18T00:00:00.000+0000,0.0," पुढील उचित कार्यवाहीसाठी जिल्हाधिकारी, चंद्रपूर यांच्याकडे पाठविण्यात आले आहे."
,,,2023-01-03T00:00:00.000+0000,,
Govind Mainkar (U S Retired),,,2023-02-09T00:00:00.000+0000,0.0, 
Raviraj Phalle (Deputy Secretary Est Proper),,,2023-02-10T00:00:00.000+0000,1.0, FOR N A J 5
Nitin Kareer (Add.Chief Secretary),,,2023-02-27T00:00:00.000+0000,17.0, NA
SHRI PATANKAR (JOINT SECRETARY),,,2023-03-16T00:00:00.000+0000,17.0," Since the subject matter of the said grievance pertains to the Collector office Pune, the said reference has been transferred to Collector office Pune for necessary action. The applicant is requested to contact Collector office Pune"
,,,2023-01-03T00:00:00.000+0000,,
Govind Mainkar (U S Retired),,,2023-02-09T00:00:00.000+0000,0.0, 
Govind Mainkar (U S Retired),,"Repeat of sl 2
 of (9-2-2023)",2023-02-09T00:00:00.000+0000,0.0, 
,,,2023-02-13T00:00:00.000+0000,,please send me reminder
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-02-14T00:00:00.000+0000,5.0," 30 दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है, तो शिकायत पर एक कार्यवाही रिपोर्ट सीपीजीआरएएमएस पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।	
 The grievance should be redressed within the time limit of 30 days. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance. 

"
Sh.Pravin Kumar (Pr. CCIT),,,2023-02-21T00:00:00.000+0000,7.0," The PAN DYOPK6345D pertains to Ward-3, Amrawati."
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-02-28T00:00:00.000+0000,7.0, कृपया इस मामले को देखें और जल्द से जल्द स्टेटस रिपोर्ट अपलोड करें। Kindly look into the matter and upload the status report at the earliest.
Sh.Pravin Kumar (Pr. CCIT),,,2023-02-28T00:00:00.000+0000,0.0," The PAN DYOPK6345D pertains to Ward-3, Amrawati."
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-03-02T00:00:00.000+0000,2.0, Kindly look into the matter and upload the status report at the earliest.
TAX PAYER SERVICES (ITO TPS-1 Pune),,,2023-03-03T00:00:00.000+0000,1.0," The PAN DYOPK6345D pertains to Ward-3, Amrawati (Pr.CCIT, Nagpur). Kindly transfer the grievance to concerned official."
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-03-14T00:00:00.000+0000,11.0," The PAN DYOPK6345D pertains to Ward-3, Amrawati (Pr.CCIT, Nagpur). Kindly transfer the grievance to concerned official.
"
Sandeep Bandhu (CIT Admn and TPS),,,2023-03-15T00:00:00.000+0000,1.0, Kindly direct the subordinate office to resolve the grievance at the earliest.
Nausheen J. Ansari (Pr. CIT 1 Nagpur),,,2023-03-15T00:00:00.000+0000,0.0, Please look into the matter and resolve the grievance at the earliest.
Brajabandhu Nahak (Addl CIT Amravati Range Amrava),,,2023-03-16T00:00:00.000+0000,1.0, Forwarded for necessary action and early compliance.
Swati Deshmukh (ITO Ward 3 Amravati),,,2023-03-17T00:00:00.000+0000,1.0," The NOC for transfer of the PAN DYOPK6345D to the ITO, Ward-1(1), Kalyan (letter attached) has already been sent from this office on 23.01.2023."
Brajabandhu Nahak (Addl CIT Amravati Range Amrava),,,2023-03-17T00:00:00.000+0000,0.0, kindly attached the proper documents for resolve the grievances.
Swati Deshmukh (ITO Ward 3 Amravati),,,2023-03-17T00:00:00.000+0000,0.0,"The NOC for transfer of the PAN DYOPK6345D to the ITO, Ward-1(1), Kalyan (letter attached) has already been sent from this office on 23.01.2023."
Brajabandhu Nahak (Addl CIT Amravati Range Amrava),,,2023-03-17T00:00:00.000+0000,0.0," The letter for NOC as received from ITO-Ward-3,Amravati has already been forwarded from this office on 31/01/2023 over an e-mail. ( copy attached)"
Nausheen J. Ansari (Pr. CIT 1 Nagpur),,,2023-03-17T00:00:00.000+0000,0.0," In this regard, the JAO stated that she has sent the NOC for transfer of PAN to ITO Ward-1(1), Kalyan. The Jt. CIT, Range-Akola has endorsed the views of the JAO and he has further forwarded the NOC to this office. Accordingly this office has transferred the PAN bearing No. DYOPK6345D to ITO Ward-1(1), Kalyan from ITO Ward-3, Amravati. In view of the above, the grievance filed by the assessee may kindly be treated as disposed off for this office as there is no action pending with this office."
Sandeep Bandhu (CIT Admn and TPS),,,2023-03-21T00:00:00.000+0000,4.0," In this regard, the JAO stated that the NOC for transfer of PAN to ITO Ward-1(1), Kalyan. The Jt. CIT, Range-Akola has endorsed the views of the JAO and has further forwarded the NOC to Pr.CIT-1, Nagpur. Accordingly the PAN bearing No. DYOPK6345D has been transferred to ITO Ward-1(1), Kalyan from ITO Ward-3, Amravati. In view of the above, the grievance filed by the assessee may kindly treated as disposed off for this office as there is no action pending with this office."
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-03-22T00:00:00.000+0000,1.0,"In this regard, the JAO stated that the NOC for transfer of PAN to ITO Ward-1(1), Kalyan. The Jt. CIT, Range-Akola has endorsed the views of the JAO and has further forwarded the NOC to Pr.CIT-1, Nagpur. Accordingly the PAN bearing No. DYOPK6345D has been transferred to ITO Ward-1(1), Kalyan from ITO Ward-3, Amravati. In view of the above, the grievance filed by the assessee may kindly treated as disposed off for this office as there is no action pending with this office. Hence, the instant grievance is treated as settled.

"
,,,2023-01-03T00:00:00.000+0000,,
Govind Mainkar (U S Retired),,,2023-01-10T00:00:00.000+0000,0.0,land matter
Raviraj Phalle (Deputy Secretary Est Proper),,,2023-01-11T00:00:00.000+0000,1.0, FOR N A M 1
