OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-11T00:00:00.000+0000,41.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित शिकायतकर्ता द्वारा शिकायत में वांछित धारागढ़ी से रामस्वरूप महाशय के अड्डे एवं मोहम्मदपुर उर्फ नगला अमर सिंह गद्दारगढ़ी के संरेखण पर स्थित रास्ते पर मार्ग बनाने हेतु माँग की गई है जो कि पखोदना से नगला अमर सिंह गद्दारगढ़ी तक निर्मित मार्ग में ही मिलता है तथा यहाँ यह भी अवगत कराना है कि रामस्वरूप महाशय के अड्डे पर केवल एक घर बना है और कोई आबादी की वसावट नहीं है तथा गाँव शाहपुर यमुना नदी के दूसरी तरफ स्थित है जो कि जनपद मथुरा के अन्तर्गत आता है एवं रामस्वरूप महाशय के अड्डे से गाँव शाहपुर तक जाने हेतु कोई रास्ता नहीं है, बीच में यमुना नदी है जहाँ यमुना नदी पर कोई पुल अथवा पाॅन्टून पुल स्थित नहीं है तथा गाँव शाहपुर जनपद मथुरा में स्थित क्षेत्रीय पक्के मार्ग से जुड़ा हुआ है नगला अमर सिंह गद्दारगढ़ी उर्फ मोहम्मदपुर के समीप यमुना नदी पर हरियाणा राज्य सरकार द्वारा संचालित पान्टून पुल तक लगभग 300 मी0 लम्बाई का कच्चा रास्ता जाता है जो कि पान्टून पुल से होकर यमुना नदी के दूसरी तरफ गाँवमाहौली, तहसील होडल, जिला पलवल हरियाणा एवं गाँव शाहपुर, जिला मथुरा उ0प्र0 को जोड़ता है शिकायतकर्ता द्वारा धारागढ़ी से नगला अमर सिंह गद्दारगढ़ी उर्फ मोहम्मदपुर को जोड़ने वाले दूसरे रास्ते को पक्का लेपित मार्ग बनाकर जोड़ने की मांग की गई है जो केवल खेतों को
जाने वाला रास्ता है शासन द्वारा निर्गत नीति के अनुसार किसी गाँव को दोहरी कनेक्टिविटी से जोड़ने की कोई योजना विभाग में प्रचलित नहीं है अतः शिकायतकर्ता द्वारा वांछित कच्चे रास्ते के संरेखण पर जोकि केवल खेतों को
जाता है, पर मार्ग का नव निर्माण शासन की नीति के अनुसार लोक निर्माण विभाग द्वारा नहीं कराया जा सकता है उक्त शिकायतकर्ताओं से पूर्व में दूरभाष पर वार्ता की गयीं हैं तथा उनके द्वारा पूर्व में की गई शिकायतों के समय समय पर जबाव प्रेषित किए गए हैं परन्तु शिकायतकर्ता विगत लगभग 3 वर्ष से लगातार प्रार्थी का नाम बदलबदल कर उक्त शिकायत की पुनरावृत्ति करते रहते हैं तथा एक ही शिकायत को बारबार प्रेषित कर सरकारी तंत्र को
भ्रमित किया जा रहा है जो कि अनुचित है आख्या सादर सूचनार्थ प्रेषित"
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
Ravinder (DEO),,,2023-01-16T00:00:00.000+0000,0.0, mcd
Ravinder Kumar (From PGC),,,2023-01-16T00:00:00.000+0000,0.0," This complaint is forwarded on behalf of Govt. of NCT Delhi for taking suitable action to address the grievance. It shall be resolved promptly as per time line and instructions issued vide OM No. S-15/21/2021-O/O DS(PG)-DARPG(7085) dated 27/07/2022 issued by Govt. of India, Ministry of Personnel, Public Grievance and Pensions, Department of Administrative Reforms and Public Grievance(PG division). Upload an action taken report on this website, immediately thereafter. While addressing the grievances, may adhere to the standard practice which includes the following: (i) Grievances be addressed in accordance with the provisions of applicable laws /rules and procedures. (ii) May adopt fair and transparent approach to redress the grievances. (iii) A self-contained redressal report needs to be uploaded. (iv) If the grievance cannot be redressed, a well-reasoned explanatory report be uploaded. (v) If the grievance falls beyond the functional / geographical jurisdiction of the Department, the same may be brought out in explanatory report to be up-linked. Further while disposing grievances if report or any supporting document is to be attached and required to be shown to the complainant, in that case ‘yes’ option should be selected."
commissioner (commissioner),,,2023-01-17T00:00:00.000+0000,1.0, please take necessary action
SH. AWANISH KUMAR (DY. COMMISSIONER),,,2023-01-20T00:00:00.000+0000,3.0, pl. take n.a. and upload report
EE Building II (EE Building II),,,2023-01-30T00:00:00.000+0000,10.0," The complainant has lodged many complaints pertaining to areas of West Zone, MCD. He usually several complaints weekly in different portals. His intention does not seems to be in public interest and he is a habitual complainant. However, the reply regarding this complainant is as below: 
In this context, it is submitted that the unauthorized construction carried out in unauthorized colonies are booked u/s 343/344 of the DMC Act and in approved colonies, construction carried out after getting online sanctioned building plan. Further action against the properties will be taken as per priority vide circular No. D/845/EE(B)/HQ dated 22.11.2000 issued by the Building Department(HQ), Town Hall. 
It is made clear that the complainant is a habitual complainant and through voluminous complaints, he wants to fulfill some certain motives/intention. He has lodged many complaints and redundant online complaints in this office but this office has replied all of his complaints. His intention is not in public interest and these accounts may be restrained to lodge this type of complaints that waste precious time of government official.
"
SH. AWANISH KUMAR (DY. COMMISSIONER),,,2023-02-01T00:00:00.000+0000,2.0," The complainant has lodged many complaints pertaining to areas of West Zone, MCD. He usually several complaints weekly in different portals. His intention does not seems to be in public interest and he is a habitual complainant. However, the reply regarding this complainant is as below: 
In this context, it is submitted that the unauthorized construction carried out in unauthorized colonies are booked u/s 343/344 of the DMC Act and in approved colonies, construction carried out after getting online sanctioned building plan. Further action against the properties will be taken as per priority vide circular No. D/845/EE(B)/HQ dated 22.11.2000 issued by the Building Department(HQ), Town Hall. 
It is made clear that the complainant is a habitual complainant and through voluminous complaints, he wants to fulfill some certain motives/intention. He has lodged many complaints and redundant online complaints in this office but this office has replied all of his complaints. His intention is not in public interest and these accounts may be restrained to lodge this type of complaints that waste precious time of government official.
"
commissioner (commissioner),,,2023-02-06T00:00:00.000+0000,5.0," The complainant has lodged many complaints pertaining to areas of West Zone, MCD. He usually several complaints weekly in different portals. His intention does not seems to be in public interest and he is a habitual complainant. However, the reply regarding this complainant is as below:
In this context, it is submitted that the unauthorized construction carried out in unauthorized colonies are booked u/s 343/344 of the DMC Act and in approved colonies, construction carried out after getting online sanctioned building plan. Further action against the properties will be taken as per priority vide circular No. D/845/EE(B)/HQ dated 22.11.2000 issued by the Building Department(HQ), Town Hall.
It is made clear that the complainant is a habitual complainant and through voluminous complaints, he wants to fulfill some certain motives/intention. He has lodged many complaints and redundant online complaints in this office but this office has replied all of his complaints. His intention is not in public interest and these accounts may be restrained to lodge this type of complaints that waste precious time of government official."
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
Vimal Anand (Director),,,2023-01-16T00:00:00.000+0000,0.0, Appropriate reply may please be given within the prescribed time limit.
Raj Kumar Gupta (Under Secretary),,,2023-01-17T00:00:00.000+0000,1.0,"Please take appropriate action within prescribed timke limit.

Regards"
D K Mittal (Director),,,2023-01-24T00:00:00.000+0000,7.0, 
Director - Pers. (Director Director),,,2023-02-15T00:00:00.000+0000,22.0, The matter has been taken up and presently it is under consideration. 
Raj Kumar Gupta (Under Secretary),,,2023-02-16T00:00:00.000+0000,30.0,The case is being resolved at local level.
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-19T00:00:00.000+0000,3.0, Sent to concern department for necessary action
K.S. Rana (Deputy Secretary Coordination),,,2023-01-19T00:00:00.000+0000,0.0, 
R.C. JADEJA (Deputy Secretary Employment),,,2023-01-20T00:00:00.000+0000,1.0, 
Shri Lalit Narayan Singh Sandu (Director),,,2023-01-24T00:00:00.000+0000,4.0, 
Shri N.G.Kubaji (Assistant Director Employment),,,2023-01-27T00:00:00.000+0000,3.0, અરજદારની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
Shri N.G.Kubaji (Assistant Director Employment),,"Repeat of sl 7
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0, અરજદારની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
Shri N.G.Kubaji (Assistant Director Employment),,,2023-01-27T00:00:00.000+0000,0.0," અરજદારની રોજગારી અંગેની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
"
Shri Lalit Narayan Singh Sandu (Director),,,2023-01-30T00:00:00.000+0000,3.0," અરજદારની રોજગારી અંગેની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
"
Shri Lalit Narayan Singh Sandu (Director),,"Repeat of sl 10
 of (30-1-2023)",2023-01-30T00:00:00.000+0000,0.0," અરજદારની રોજગારી અંગેની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
"
Shri Lalit Narayan Singh Sandu (Director),,"Repeat of sl 10
 of (30-1-2023)",2023-01-30T00:00:00.000+0000,0.0," અરજદારની રોજગારી અંગેની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
"
Shri Lalit Narayan Singh Sandu (Director),,"Repeat of sl 10
 of (30-1-2023)",2023-01-30T00:00:00.000+0000,0.0," અરજદારની રોજગારી અંગેની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
"
R.C. JADEJA (Deputy Secretary Employment),,,2023-01-30T00:00:00.000+0000,0.0," અરજદારની રોજગારી અંગેની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
"
R.C. JADEJA (Deputy Secretary Employment),,"Repeat of sl 14
 of (30-1-2023)",2023-01-30T00:00:00.000+0000,0.0," અરજદારની રોજગારી અંગેની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
"
K.S. Rana (Deputy Secretary Coordination),,,2023-02-04T00:00:00.000+0000,5.0, અરજદારની રોજગારી અંગેની રજૂઆત અન્વયે આ કચેરીના તા. ૨૭/૦૧/૨૦૨૩ના પત્રક્માંક રોતાનિ/મીસે-૬/ફરદ/ફા.નં.૧.૨૩/૧૭૯(૧)/૨૦૨૩થી પ્રત્યુત્તર પાઠવેલ છે.
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,
"PGRS, Operator",,,2023-02-27T00:00:00.000+0000,45.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
Section Officer PG-AR (SO),,,2023-01-16T00:00:00.000+0000,0.0, 
S S (DA),,,2023-01-19T00:00:00.000+0000,3.0, 
Animesh Mishra (ACC Pension),,,2023-01-20T00:00:00.000+0000,1.0," न्यूनतम पेंशन में वृद्धि के संबंध में यह सूचित किया जाता है कि कर्मचारी पेंशन योजना 1995 एक स्व-वित्तपोषित योजना है जिसमें नियोक्ता द्वारा वेतन का 8.33 प्रतिशत और केंद्र सरकार द्वारा वेतन का 1.16 प्रतिशत अंशदान दिया जाता है। योजना के अंतर्गत सभी लाभों का भुगतान इस संग्रह से किया जाता है। निधि का वार्षिक मूल्यांकन किया जाता है और यदि निधि की स्थिति अनुमति देती है तो अतिरिक्त राहत का भुगतान किया जाता है। वर्ष 2000 से (2015 को छोड़कर), निधि घाटे में चली गई और किसी अतिरिक्त राहत का भुगतान नहीं किया जा सका। इसके बावजूद, केंद्र सरकार ने व्यापक मांग को ध्यान में रखते हुए, बजटीय सहायता प्रदान करके न्यूनतम पेंशन को बढ़ाकर रु. 1000/- प्रतिमाह कर दिया है जबकि योजना में इस तरह की बजटीय सहायता का कोई प्रावधान नहीं है। इसके अतिरिक्त , सरकार द्वारा गठित उच्च स्त रीय मॉनीटरिंग समिति द्वारा की गई सिफारिशों के अनुसार, अतिरिक्तव बजटीय सहायता उपलब्ध कराकर कर्मचारी पेंशन योजना के अंतर्गत न्यूनतम पेंशन को 1000/- रूपये से बढ़ाकर 2000/- रूपये प्रतिमाह करने का प्रस्तातव वित्त मंत्रालय भेजा गया था। कर्मचारी भविष्यइ निधि संगठन के पत्र दिनांक 12.03.2020 के प्रस्ताव को वित्त मंत्रालय को अग्रेषित करने से पहले मंत्रालय द्वारा भी प्रस्ताव पर विचार किया गया था। तथापि, मुख्य रूप से वित्तीय बाधाओं के कारण, वित्त मंत्रालय सहमत नहीं हुआ था।"
Animesh Mishra (ACC Pension),,"Repeat of sl 5
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0," न्यूनतम पेंशन में वृद्धि के संबंध में यह सूचित किया जाता है कि कर्मचारी पेंशन योजना 1995 एक स्व-वित्तपोषित योजना है जिसमें नियोक्ता द्वारा वेतन का 8.33 प्रतिशत और केंद्र सरकार द्वारा वेतन का 1.16 प्रतिशत अंशदान दिया जाता है। योजना के अंतर्गत सभी लाभों का भुगतान इस संग्रह से किया जाता है। निधि का वार्षिक मूल्यांकन किया जाता है और यदि निधि की स्थिति अनुमति देती है तो अतिरिक्त राहत का भुगतान किया जाता है। वर्ष 2000 से (2015 को छोड़कर), निधि घाटे में चली गई और किसी अतिरिक्त राहत का भुगतान नहीं किया जा सका। इसके बावजूद, केंद्र सरकार ने व्यापक मांग को ध्यान में रखते हुए, बजटीय सहायता प्रदान करके न्यूनतम पेंशन को बढ़ाकर रु. 1000/- प्रतिमाह कर दिया है जबकि योजना में इस तरह की बजटीय सहायता का कोई प्रावधान नहीं है। इसके अतिरिक्त , सरकार द्वारा गठित उच्च स्त रीय मॉनीटरिंग समिति द्वारा की गई सिफारिशों के अनुसार, अतिरिक्तव बजटीय सहायता उपलब्ध कराकर कर्मचारी पेंशन योजना के अंतर्गत न्यूनतम पेंशन को 1000/- रूपये से बढ़ाकर 2000/- रूपये प्रतिमाह करने का प्रस्तातव वित्त मंत्रालय भेजा गया था। कर्मचारी भविष्यइ निधि संगठन के पत्र दिनांक 12.03.2020 के प्रस्ताव को वित्त मंत्रालय को अग्रेषित करने से पहले मंत्रालय द्वारा भी प्रस्ताव पर विचार किया गया था। तथापि, मुख्य रूप से वित्तीय बाधाओं के कारण, वित्त मंत्रालय सहमत नहीं हुआ था।"
Makhan Lal (Section Officer),,,2023-01-20T00:00:00.000+0000,0.0," न्यूनतम पेंशन में वृद्धि के संबंध में यह सूचित किया जाता है कि कर्मचारी पेंशन योजना 1995 एक स्व-वित्तपोषित योजना है जिसमें नियोक्ता द्वारा वेतन का 8.33 प्रतिशत और केंद्र सरकार द्वारा वेतन का 1.16 प्रतिशत अंशदान दिया जाता है। योजना के अंतर्गत सभी लाभों का भुगतान इस संग्रह से किया जाता है। निधि का वार्षिक मूल्यांकन किया जाता है और यदि निधि की स्थिति अनुमति देती है तो अतिरिक्त राहत का भुगतान किया जाता है। वर्ष 2000 से (2015 को छोड़कर), निधि घाटे में चली गई और किसी अतिरिक्त राहत का भुगतान नहीं किया जा सका। इसके बावजूद, केंद्र सरकार ने व्यापक मांग को ध्यान में रखते हुए, बजटीय सहायता प्रदान करके न्यूनतम पेंशन को बढ़ाकर रु. 1000/- प्रतिमाह कर दिया है जबकि योजना में इस तरह की बजटीय सहायता का कोई प्रावधान नहीं है। इसके अतिरिक्त , सरकार द्वारा गठित उच्च स्त रीय मॉनीटरिंग समिति द्वारा की गई सिफारिशों के अनुसार, अतिरिक्तव बजटीय सहायता उपलब्ध कराकर कर्मचारी पेंशन योजना के अंतर्गत न्यूनतम पेंशन को 1000/- रूपये से बढ़ाकर 2000/- रूपये प्रतिमाह करने का प्रस्तातव वित्त मंत्रालय भेजा गया था। कर्मचारी भविष्यइ निधि संगठन के पत्र दिनांक 12.03.2020 के प्रस्ताव को वित्त मंत्रालय को अग्रेषित करने से पहले मंत्रालय द्वारा भी प्रस्ताव पर विचार किया गया था। तथापि, मुख्य रूप से वित्तीय बाधाओं के कारण, वित्त मंत्रालय सहमत नहीं हुआ था।	Animesh Mishra (ACC Pension)	
"
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,GRIEVANCE NOT CLEAR
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
Dinakar Sansare (ASO retired),,,2023-03-30T00:00:00.000+0000,73.0, Suggestion
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,
"Online PGRO, Online PGRO",,,2023-01-13T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"ED014, ED014",,,2023-04-26T00:00:00.000+0000,103.0,FAVOURABLY REDRESSING THE GRIEVANCE - Case Disposed
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,NO ADDRESS
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,GEN. COMMENTS NOT CONTAINING SPECIFIC GRIEVANCE
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,REPORT
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,GEN. COMMENTS NOT CONTAINING SPECIFIC GRIEVANCE
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,PETITIONS NOT ADDRESSED TO PM / PMO
,,,2023-01-13T00:00:00.000+0000,0.0,ROUTINE REQUEST FOR AWARD
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,GEN. COMMENTS NOT CONTAINING SPECIFIC GRIEVANCE
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-28T00:00:00.000+0000,15.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-27T00:00:00.000+0000,30.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित श्रीमान जांच आख्या अवलोकनार्थ सादर सेवा में प्रेषित है श्रीमान जी जांच आख्या सादरअवलोकनार्थ प्रेषित है
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,ROUTINE REQUEST FOR AWARD
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-28T00:00:00.000+0000,15.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-04T00:00:00.000+0000,35.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित आवेदक द्वारा दिये गये प्रा0पत्र से सम्बन्धित आख्या संलग्न कर प्रेषित है
,,,2023-01-14T00:00:00.000+0000,,
,,,2023-01-14T00:00:00.000+0000,0.0,
Sh. Bherav Dutt (DS),,,2023-01-16T00:00:00.000+0000,2.0," Forwarded to CU3 Division for necessary action please. 
"
Shri Vishwajeet Kumar (Director CU-3),,,2023-01-17T00:00:00.000+0000,1.0, Please send a suitable reply to the applicant. 
Prof. H.B. Patel (Registrar Offg.),,,2023-03-02T00:00:00.000+0000,44.0,"(a)	The complainant appeared as a Ph.D. candidate in the Entrance Test and the Interview held on the 17th and 18th of December 2022.
(b)	The candidate scored 61 (out of 100) in her written examinations and scored 24 (out of 30) in her interview. This took her percentage to 66.7.
(c)	Subsequently, the merit list for Ph.D. was submitted from the Centre on 20.12.2022 where the complainant was placed in the waiting list of candidates as she could not secure sufficient marks to warrant admittance in the fire merit list.
(d)	Since all candidates in the open category who appeared in the first merit list took admissions, there was no vacancy for the second merit list to be operationalised.
(e)	As for the other allegations levelled in the complaint letter, they Are unsubstantiated and without any evidence and, cannot be commented upon. The irregularities mentioned in the letter cannot be responded to since the interviews were held in strict accordance to the guidelines laid down by the University with observes (including VC nominees) present during the interviews."
Shri Vishwajeet Kumar (Director CU-3),,,2023-03-03T00:00:00.000+0000,1.0, University reply is attached. 
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-29T00:00:00.000+0000,13.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-26T00:00:00.000+0000,28.0,महोदय उक्त संदर्भ का निस्तारण करा दिया गया है निस्तारित आख्या अपलोड है महोदय उक्त आख्या सादर सेवा मै प्रेषित है निस्तारित आख्या अपलोड है
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,GEN. COMMENTS NOT CONTAINING SPECIFIC GRIEVANCE
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,UNSIGNED PETITIONS
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
"Aarti Balodi, Nodal Officer",,,2023-01-16T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Aarti Balodi, Nodal Officer",,,2023-01-17T00:00:00.000+0000,1.0,Matter does not pertain with Govt. of Uttarakhand. Pertain to Govt. of Uttar Pradesh.
,,,2023-04-25T00:00:00.000+0000,98.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-04-25T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-05-16T00:00:00.000+0000,21.0,महोदय वर्णित प्रकरण की आख्या सादर अवलोकनार्थ प्रेषित है sir pd drda v bdo kharkhoda ki akhiya sadar anumodan hetu preshit he sir shikayat ki janch akhiya sadar anumodan hetu preshit he avas ke deva ra pakhe ha chat kche ha avas hato apatr ha
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
Pushpa (DATA ENTRY OPERATOR),,,2023-01-16T00:00:00.000+0000,0.0, 
Mr. Arshad Jamal (Under Secretary),,,2023-01-24T00:00:00.000+0000,8.0, Kindly take necessary action in this grievance.
Ms Sukarmani Linda (Assistant Director),,,2023-01-25T00:00:00.000+0000,1.0, Plz action taken reports for grievance
Shrshit Samad Bage (Clerk),,,2023-01-27T00:00:00.000+0000,2.0," शिकायतकर्ता के पेंशन स्वीकृति हेतु दस्तावेज एवं मोबाइल नंबर की आवश्यकता है, कृपया उपलब्ध कराया जाय "
