OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
T.R. Sathish Chandran (Joint Director),,,2023-02-06T00:00:00.000+0000,27.0," The grievance has already been taken up with the company by NCH vide INGRAM docket no 3981465 dtd.01/11/2022 and,4021007 dtd.15/11/2022. you may track https://consumerhelpline.gov.in/user/track-complaint.php) but the company has not responded to the grievance. In the absence of redressal by the company, you may file a case at the designated Consumer Commission online. Please visit https://edaakhil.nic.in/edaakhil/faces/login.xhtml. The facility of hearing over video-conferencing is also available as per provision Section 38 (6) of the Consumer Protection Act, 2019 provided that the District Commission may, on sufficient cause being shown, and after recording its reasons in writing, allow the same. Complaints filed in the Consumer Commissions are attempted to be disposed off within a period of three months from the date of receipt of notice by the opposite party. In case you wish to file a case offline, you may it at the designated Consumer Commission from a place of your convenience. For more information, please visit http://www.ncdrc.nic.in/districtlist.html"
,,,2023-01-04T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,
Public Grievance-4 (Data Entry Operator),,,2023-01-06T00:00:00.000+0000,1.0, 
VIMALANAND MISHRA (UNDER SECRETARY),,,2023-02-06T00:00:00.000+0000,31.0, Places reading to attachment 
,,,2023-01-04T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,
R. Rampradeepan (Special Officer),,,2023-01-09T00:00:00.000+0000,4.0, 
HOD DGP (HOD DGP),,,2023-01-18T00:00:00.000+0000,9.0," The Commissioner of Police, Avadi for taking necessary action on this petition and send action taken report to the petitioner concerned with an endorsement and also send an report to the portal through online."
User2 (ASO),,,2023-01-19T00:00:00.000+0000,1.0, 
Administrative Officer (AO),,,2023-04-20T00:00:00.000+0000,91.0, This petition belong to chennai city
User2 (ASO),,,2023-05-03T00:00:00.000+0000,13.0, 
PA to COP (PA to COP),,,2023-05-25T00:00:00.000+0000,22.0," Transferred, It is informed that the original petition is transferred to The Deputy Commissioner of Police, Mount District for taking necessary action on this petition and send action taken report to the petitioner concerned with an endorsement and also send a report to the Government of Inida portal “ through online."
User2 (ASO),,,2023-05-25T00:00:00.000+0000,0.0, 
SAO (SAO),,,2023-05-26T00:00:00.000+0000,1.0,"Transferred. It is submitted that the allegations of the petitioner comes under the jurisdiction of the N4 Muthialpet Police Station and hence this petition may be transferred to the Joint Commissioner of Police, North Zone Chennai for further action."
User2 (ASO),,,2023-05-29T00:00:00.000+0000,3.0, 
,,,2023-01-04T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,
Pankaj Kumar (DOTEL13 DDG-PG),,,2023-01-05T00:00:00.000+0000,0.0, The case is forwarded for taking needful action.A reply may be given to the complainant and also upload the copy at P G Portal for disposal of grievance.PG WING DOT HEAD QUARTER.
DM CDN (DM),,,2023-01-05T00:00:00.000+0000,0.0, 
Shri Rohit Sharma (CGMT),,,2023-01-05T00:00:00.000+0000,0.0," Ensure the disposal within three days. Duly approved reply, by unit head concerned, be sent to the complainant directly and uploaded in the portal also."
Shri Vikas Mohan Devalikar (AGM Comm),,,2023-01-06T00:00:00.000+0000,1.0," Complaint regarding Telephone Number 02367-255755 fault at Nadhavade Gaothan, Taluka-Vaibhavwadi, Dist- Sindhudurg was provided to SDE Kankavali for early restoration and as per the Telephonic report received from him- the Telephone Number 02367-255755 is showing Inactive status in system and permanently closed from 26.07.2022, now forreconnection, it is requested to provide application at SDE Kankavali please. "
Shri Rohit Sharma (CGMT),,,2023-01-07T00:00:00.000+0000,1.0," Complaint regarding Telephone Number 02367-255755 fault at Nadhavade Gaothan, Taluka-Vaibhavwadi, Dist- Sindhudurg was provided to SDE Kankavali for early restoration and as per the Telephonic report received from him- the Telephone Number 02367-255755 is showing Inactive status in system and permanently closed from 26.07.2022, now forreconnection, it is requested to provide application at SDE Kankavali please. "
Rajeev Kaushik (GM- CDN),,,2023-01-08T00:00:00.000+0000,1.0," REDRESSED
"
,,,2023-01-04T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,
Shri Vedveer Arya (Addl. Financial Advisor and Joint Secretary),,,2023-01-06T00:00:00.000+0000,1.0," कृपया सम्बंधित शिकायत का संज्ञान लें तथा इस शिकायत का समाधान, शिकायत के प्राप्ति के 30 दिन के अंदर करें। यदि यह संभव न हो तो अंतरिम प्रत्युत्तर शिकायतकर्ता को कारण सहित दें। शिकायत की समाप्ति के लिये, कार्यालय द्वारा की गई कार्यवाही को शिकायतकर्ता को सूचित करे। कृपया इसे अत्यावश्यक समझें।"
Shalu Mehra (Senior Auditor),,,2023-01-06T00:00:00.000+0000,0.0," कृपया सम्बंधित शिकायत का संज्ञान लें तथा इस शिकायत का समाधान, शिकायत के प्राप्ति के 30 दिन के अंदर करें। यदि यह संभव न हो तो अंतरिम प्रत्युत्तर शिकायतकर्ता को कारण सहित दें। शिकायत की समाप्ति के लिये, कार्यालय द्वारा की गई कार्यवाही को शिकायतकर्ता को सूचित करे। कृपया इसे अत्यावश्यक समझें।"
anil kumar (Sr.Adr.),,,2023-01-09T00:00:00.000+0000,3.0," कृपया उचित कार्रवाई कर इस मुख्यालय सहित शिकायतकर्ता को सुचित करे।


"
DEEPAK KUMAR (Sr. AUDITOR),,,2023-01-12T00:00:00.000+0000,3.0, 
Dr. Km. Gurpreet Kaur (CDA),,,2023-02-02T00:00:00.000+0000,21.0,A copy of reply furnished by this office is attached.	
anil kumar (Sr.Adr.),,,2023-02-03T00:00:00.000+0000,1.0, कृपया रक्षा लेखा प्रधान नियंत्रक (पें) इलाहाबाद के पत्र दिनांक 25.01.23. की प्रति संलग्न है । मामले को बन्द करने की संस्तुति की जाती है ।
GYANENDRA SINGH (SENIOR AUDITOR),,,2023-02-03T00:00:00.000+0000,0.0, कृपया रक्षा लेखा प्रधान नियंत्रक (पें) इलाहाबाद के पत्र दिनांक 25.01.23. की प्रति संलग्न है । मामले को बन्द करने की संस्तुति की जाती है ।
Shri Vedveer Arya (Addl. Financial Advisor and Joint Secretary),,,2023-02-03T00:00:00.000+0000,0.0, The case has been examined and the suitable reply has been furnished to the complainant. (copy enclosed)
,,,2023-01-04T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-20T00:00:00.000+0000,15.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-04T00:00:00.000+0000,15.0,अनुमोदित janch akhya preshit hai
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-04-23T00:00:00.000+0000,13.0, Kindly look into the matter and upload the status report at the earliest.
Chaitali Panmei (PR. CCIT KTK AND GOA),,,2023-04-24T00:00:00.000+0000,1.0," The matter pertains to ITO WARD 6(2)(1), Banglore charge"
SANJAI KUMAR VERMA (CCIT 1),,,2023-04-24T00:00:00.000+0000,0.0,"As per time limits prescribed by the DARPG vide its OM in No.S-15/21/2021- O/o DS(PG)-DARPG(7085) dated 22.06.2021, grievance should be redressed within the time limit of 30 days. In case redressal is not possible within 30 days, an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay to be sent to the petitioner."
VANDANA SAGAR (PCIT BANGALORE 1),,,2023-05-01T00:00:00.000+0000,7.0,"JAO, Kindly look into the matter and upload the status report at the earliest."
Shahnawaz Rahman (ADDL.CIT-RANGE-61 BENGALURU),,,2023-05-01T00:00:00.000+0000,0.0,"There is no grievance made out from the contentions made by the assessee. Assessee has only one PAN which is linked to his Adhaar. The same being a single PAN cannot be deleted as it does not require de-duplication. In case, assessee wants to correct any mistake which may have crept in his PAN name, then he may apply for PAN correction. That being the position PAN is neither required nor feasible to be deleted. Grievance may accordingly be closed. "
VANDANA SAGAR (PCIT BANGALORE 1),,,2023-05-01T00:00:00.000+0000,0.0,"Range head has reported that there is no grievance made out from the contentions made by the assessee. Assessee has only one PAN which is linked to his Adhaar. The same being a single PAN cannot be deleted as it does not require de-duplication. In case, assessee wants to correct any mistake which may have crept in his PAN name, then he may apply beofre NSDL for PAN correction. That being the position PAN is neither required nor feasible to be deleted. Grievance may accordingly be closed.	"
SANJAI KUMAR VERMA (CCIT 1),,,2023-05-01T00:00:00.000+0000,0.0,"Range head has reported that there is no grievance made out from the contentions made by the assessee. Assessee has only one PAN which is linked to his Adhaar. The same being a single PAN cannot be deleted as it does not require de-duplication. In case, assessee wants to correct any mistake which may have crept in his PAN name, then he may apply beofre NSDL for PAN correction. That being the position PAN is neither required nor feasible to be deleted. Grievance may accordingly be closed.	"
Chaitali Panmei (PR. CCIT KTK AND GOA),,,2023-05-01T00:00:00.000+0000,0.0," Range head has reported that there is no grievance made out from the contentions made by the assessee. Assessee has only one PAN which is linked to his Adhaar. The same being a single PAN cannot be deleted as it does not require de-duplication. In case, assessee wants to correct any mistake which may have crept in his PAN name, then he may apply beofre NSDL for PAN correction. That being the position PAN is neither required nor feasible to be deleted. Grievance may accordingly be closed.	"
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-05-03T00:00:00.000+0000,2.0,"Based on the below comments of AO and duly endorsed by range head, Addl.CIT, CCIT and Pr.CCIT (Bangalore) that Range head has reported that there is no grievance made out from the contentions made by the assessee. Assessee has only one PAN which is linked to his Adhaar. The same being a single PAN cannot be deleted as it does not require de-duplication. In case, assessee wants to correct any mistake which may have crept in his PAN name, then he may apply beofre NSDL for PAN correction. That being the position PAN is neither required nor feasible to be deleted. Grievance may accordingly be closed.
In view of the above the CPGRAM is being closed."
,,,2023-01-04T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,
Nirmala Yadav (ASO),,,2023-01-06T00:00:00.000+0000,1.0, 
Naqvi Mohammad Irshad (Section Officer),,,2023-01-13T00:00:00.000+0000,7.0, The grievance of the applicant does not come under the purview of UIDAI. The applicant may approach income tax department for resolution of his grievance. 
Nirmala Yadav (ASO),,,2023-01-19T00:00:00.000+0000,6.0, The grievance of the applicant does not come under the purview of UIDAI. The applicant may approach income tax department for resolution of his grievance.
,,,2023-04-03T00:00:00.000+0000,74.0,
Shri Amit Gunvant Bhole (Deputy Secretary Coord),,,2023-04-06T00:00:00.000+0000,3.0, 
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-04-06T00:00:00.000+0000,0.0," 30 दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है, तो शिकायत पर एक कार्यवाही रिपोर्ट सीपीजीआरएएमएस पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।	 The grievance should be redressed within the time limit of 30 days. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance. "
RAJAT BANSAL (Pr.CCIT),,,2023-04-10T00:00:00.000+0000,4.0," The matter pertains to ITO WARD 6(2)(1), Banglore charge. Hence no action pending in this charge. Kindly transfer the grievance to the concerned charge."
,,,2023-01-04T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,
Seema (OA PG),,,2023-01-05T00:00:00.000+0000,0.0, Please examine the case and upload the portal by 06/01/2023.
Sh. S. N. Dave (DPS Headquarters),,,2023-01-06T00:00:00.000+0000,1.0, कृपया इस मामले की जांच करें और शीघ्र उत्तर भेजे।
SHRI K S Shukla (ASST. DIRECTOR POSTAL SERVICES),,,2023-01-06T00:00:00.000+0000,0.0, कृपया इस मामले की जांच करें और शीघ्र उत्तर भेजे।
Shri N.L.Chudasama (THE SUPDT OF POS),,,2023-01-20T00:00:00.000+0000,14.0,Kindly download the attachment.
SHRI K S Shukla (ASST. DIRECTOR POSTAL SERVICES),,,2023-01-25T00:00:00.000+0000,5.0,Kindly download the attachment.
Sh. S. N. Dave (DPS Headquarters),,,2023-01-25T00:00:00.000+0000,0.0, Please see attach file for reply.
Rajkumar Beniwal (Commissioner),,,2023-01-31T00:00:00.000+0000,1.0, ઉપરોક્ત અરજી અન્વયે જણાવવાનું કે ખુલી ગટરની નીયમીત સફાઈ કરવામાં આવે છે અને રોડની એકાત્રા શેરીઓમાં તથા ડેઈલી મેઈન રોડની સફાઈ કરવામાં આવે છે તથા ડોર-ટુ-ડોર કચરા કલેક્શનની ગાડી ડેઈલી મોકલવામાં આવે છે જેનાથી વિદિત થવા વિનંતી.
Shabana kureshi (Deputy Secretary),,,2023-02-01T00:00:00.000+0000,1.0, ઉપરોક્ત અરજી અન્વયે જણાવવાનું કે ખુલી ગટરની નીયમીત સફાઈ કરવામાં આવે છે અને રોડની એકાત્રા શેરીઓમાં તથા ડેઈલી મેઈન રોડની સફાઈ કરવામાં આવે છે તથા ડોર-ટુ-ડોર કચરા કલેક્શનની ગાડી ડેઈલી મોકલવામાં આવે છે જેનાથી વિદિત થવા વિનંતી.
Shri B. K. Bhoi (Deputy Secretary),,,2023-02-13T00:00:00.000+0000,12.0, ઉપરોક્ત અરજી અન્વયે જણાવવાનું કે ખુલી ગટરની નીયમીત સફાઈ કરવામાં આવે છે અને રોડની એકાત્રા શેરીઓમાં તથા ડેઈલી મેઈન રોડની સફાઈ કરવામાં આવે છે તથા ડોર-ટુ-ડોર કચરા કલેક્શનની ગાડી ડેઈલી મોકલવામાં આવે છે જેનાથી વિદિત થવા વિનંતી.
,,,2023-01-04T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-07T00:00:00.000+0000,2.0, Sent to concern department for necessary action
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-07T00:00:00.000+0000,0.0, 
Shabana kureshi (Deputy Secretary),,,2023-01-07T00:00:00.000+0000,0.0," Please do needful

"
Rajkumar Beniwal (Commissioner),,,2023-01-10T00:00:00.000+0000,3.0," Please do needful
"
Smt. Kailash Prajapati (Chief officer),,,2023-01-10T00:00:00.000+0000,0.0, Please do needful
SANDEEPSINH C. JHALA (Chief Officer),,,2023-01-27T00:00:00.000+0000,17.0, ઉપરોક્ત અરજી અન્વયે જણાવવાનું કે ખુલી ગટરની નીયમીત સફાઈ કરવામાં આવે છે અને રોડની એકાત્રા શેરીઓમાં તથા ડેઈલી મેઈન રોડની સફાઈ કરવામાં આવે છે તથા ડોર-ટુ-ડોર કચરા કલેક્શનની ગાડી ડેઈલી મોકલવામાં આવે છે જેનાથી વિદિત થવા વિનંતી.
