OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Mhonthung Ngullie (Regional PF Commissioner I),,,2023-01-19T00:00:00.000+0000,1.0, Complainant request for updating profile has been approved.
Mhonthung Ngullie (Regional PF Commissioner I),,"Repeat of sl 5
 of (19-1-2023)",2023-01-19T00:00:00.000+0000,0.0, Complainant request for updating profile has been approved.
Makhan Lal (Section Officer),,,2023-01-19T00:00:00.000+0000,0.0," Complainant request for updating profile has been approved.	Mhonthung Ngullie (Regional PF Commissioner I)	
"
"Shri Pramod Kumar , Director-PP","Shri Pravin Kumar Tiwari , Regional P.F. Commissioner I",,2023-01-13T00:00:00.000+0000,0.0,
Krity Kumari (ASO),,,2023-01-17T00:00:00.000+0000,4.0, 
Mhonthung Ngullie (Regional PF Commissioner I),,,2023-01-18T00:00:00.000+0000,1.0, 
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","Dr. Km. Gurpreet Kaur , CDA",,2023-01-13T00:00:00.000+0000,0.0,
Dr. Km. Gurpreet Kaur (CDA),,,2023-01-16T00:00:00.000+0000,3.0, 
,,,2023-02-17T00:00:00.000+0000,1.0,Reviewed Report
,,,2023-02-17T00:00:00.000+0000,0.0,A copy of reply furnished by this office is attached.
Dr. Km. Gurpreet Kaur (CDA),,,2023-02-16T00:00:00.000+0000,31.0,A copy of reply furnished by this office is attached.
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","S. M. I. Tanvir , DDG Co-ord.II",,2023-01-13T00:00:00.000+0000,0.0,
S M I TANVIR (DDG C-II),,,2023-01-13T00:00:00.000+0000,0.0, 
S K Shahi (JS P-II),,,2023-01-16T00:00:00.000+0000,3.0, Redress the grievance within 30 days and upload reply on portal. 
DR. K C Samantaray (Dy. Inspector General),,,2023-01-17T00:00:00.000+0000,1.0, 
DR. K C Samantaray (Dy. Inspector General),,"Repeat of sl 5
 of (17-1-2023)",2023-01-17T00:00:00.000+0000,0.0, 
,,Reminder of sl 2,2023-06-13T00:00:00.000+0000,151.0,"The grievance is pending in your Ministry/ Department/Organisation. In pursuance to DARPG OM no S-15/21/2021-O/o DS(PG)-DARPG (7085) dated 27th July, 2022 and DOPPW OM no. 17/3/2021-PPW(Coord) E 7179 dated 6.8.2021 ,All Ministry/ Department/Organisation kindly observed the revised reduction of time limit guideline in vogue wherein disposal of time for resolution of Grievances are 30 days .Kindly observed and resolve the matter at the earliest."
DR. K C Samantaray (Dy. Inspector General),,,2023-06-14T00:00:00.000+0000,148.0,A suitable reply has been given to the petitioner vide letter dated 14.06.2023 (copy enclosed)
MRITUNJAY KUMAR NARAYAN (AS P-II),,,2023-06-16T00:00:00.000+0000,2.0, Grievance should be closed after arrival at logical solution.
DR. K C Samantaray (Dy. Inspector General),,,2023-06-16T00:00:00.000+0000,0.0,"इस संबंध में अवगत कराया जाता है कि श्री एन जी गुप्ता, महानिरीक्षक / एनसीआर, श्री सुधीर कुमार महानिरीक्षक / द0पू0 खण्ड, श्री अंजनी कुमार सिंह महानिरीक्षक / उ0पू0 खण्ड, श्री हेम राज गुप्ता महानिरीक्षक / पूएख0 रॉची, श्रीमति शिखा गुप्ता महानिरीक्षक / प्रशि0 एवं भर्ती, बल मुख्यालय, नई दिल्ली एवम्‌ श्री जितेन्द्र सिंह नेगी भूतपूर्व उप महानिरीक्षक का उनके कनिष्ठ अधिकारी श्री संजय प्रकाश महानिरीक्षक / केएख0 भिलाई एवम्‌ श्री जी सीता रामा राजू उप महानिरीक्षक आर०टी0सी0 भिलाई से वेतन समानांतरण का प्रकरण इस मुख्यालय के यू0.ओ0. सख्या ई-27099 / 2/2048 / हकदारी / 77 दिनांक 05.06.2023 के तहत गृह मंत्रालय से उठाया गया है। अतः मामला गृह मंत्रालय में लंबित है। याचिकाकर्ता को उचित जवाब दिया गया है। (कॉपी संलग्न)
"
,,Reminder of sl 2,2023-06-20T00:00:00.000+0000,7.0,"The grievance is pending in your Ministry/ Department/Organisation. In pursuance to DARPG OM no S-15/21/2021-O/o DS(PG)-DARPG (7085) dated 27th July, 2022 and DOPPW OM no. 17/3/2021-PPW(Coord) E 7179 dated 6.8.2021 ,All Ministry/ Department/Organisation kindly observed the revised reduction of time limit guideline in vogue wherein disposal of time for resolution of Grievances are 30 days .Kindly observed and resolve the matter at the earliest."
MRITUNJAY KUMAR NARAYAN (AS P-II),,,2023-06-21T00:00:00.000+0000,5.0, Matter is pending with MHA. 
"Shri Pramod Kumar , Director-PP","SHRI SURENDER SINGH , DEPUTY SECRETARY",,2023-01-13T00:00:00.000+0000,0.0,"Bank Name - PUNJAB NATIONAL BANK
IFSC - PUNB0001200
Account Number - 0012000101471403"
OSDBO (OSD),,,2023-01-13T00:00:00.000+0000,0.0, Please issue acknowledgement and furnish reply to the petitioner after examining and settling the complaint as per the rules. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
Shri Sanjeev Kumar Dhupar (General Manager),,,2023-01-16T00:00:00.000+0000,3.0, 
Sh Kamal Singh (Chief Manager),,,2023-02-04T00:00:00.000+0000,0.0," Pensioner already getting 7th CPC revised basic @9000/- and 7th CPC arrear already paid on 27/08/2016 of Rs.7875/-
"
Shri Sanjeev Kumar Dhupar (General Manager),,,2023-02-13T00:00:00.000+0000,9.0, The reply is attached
,,,2023-01-13T00:00:00.000+0000,,
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","SHRI SURENDER SINGH , DEPUTY SECRETARY",,2023-01-13T00:00:00.000+0000,0.0,
OSDBO (OSD),,,2023-01-13T00:00:00.000+0000,0.0, Please issue acknowledgement and furnish reply to the petitioner after examining and settling the complaint as per the rules. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
Shri. Pankaj Mittal (General Manager),,,2023-01-13T00:00:00.000+0000,0.0," Sir, We forward here with a grievance received in the PG portal and request you to kindly arrange to examine the same for its redressal. Thereafter you may send a suitable reply to the customer and upload your remarks/action taken in the portal immediately after its redressal. Please note that as per the guidelines of Govt. of India, public grievances are to be acknowledged within 3 days of receipt of grievance followed by suitable communication to the customer after resolving the matter, within the time frame. With regards, हम पीजी पोर्टल - सीपीग्राम्स में प्राप्त एक शिकायत अग्रेषित कर रहें हैं और अनुरोध करते हैं कि उसके निपटान हेतु व्यवस्था करें. उसके बाद आप ग्राहक को उपयुक्त उत्तर भेजें और उसके निपटान के तुरंत बाद पोर्टल में अपनी टिप्पणी/ कार्रवाई अपलोड करें. कृपया नोट करें कि भारत सरकार के दिशानिर्देशों के अनुसार, लोक शिकायतों की उसकी प्राप्ति के 3 दिनों के भीतर, प्राप्ति सूचना दी जानी है और उसके बाद मामले के निपटान के पश्चात निर्धारित समयावधि में ग्राहक को समुचित रूप से पत्र भेजा जाना है। आदर सहित"
Dhara Limbachiya (Middle Management II),,,2023-01-18T00:00:00.000+0000,5.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल दिनांकित 18.01.2023 के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है। 
सादर 
Sir/Madam, 
We Hereby apprise that our bank has communicated to the customer vide letter/ email dated 18.01.2023. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end. 
Regards
"
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","Shri Sarvjit Singh , Deputy Secretary",,2023-01-13T00:00:00.000+0000,0.0,
Alok Nigam (Under Secretary),,,2023-01-13T00:00:00.000+0000,0.0," उपर्युक्त कार्रवाई करने के लिए शिकायत को अग्रेषित किया जाता है। कृपया ध्यान दें कि ऑनलाइन शिकायत को प्राप्त होने के 30 दिनों के भीतर निपटाया जाना चाहिए। शिकायत का निपटान करते समय, याची को एक उपर्युक्त उत्तर भेजा जाना चाहिए और उसकी एक प्रति CPGRAMS पर अपलोड की जानी चाहिए।"
Col B Anil Kumar (AAG CPGRAMS),,,2023-01-16T00:00:00.000+0000,3.0," fwd herewith for necessary action. The online grievance must be disposed off within 21 days of its receipt.
NO.-14258617F"
LT COL DK Singh (AAG MP8),,,2023-01-16T00:00:00.000+0000,0.0, You are requested to examine the case and upload a suitable reply on CPGRAMS Portal in pdf file. The online grievance should be disposed off within 07 days.
COL NARESH KUMAR VSM (COL RECORDS),,,2023-01-21T00:00:00.000+0000,5.0, 
COL NARESH KUMAR VSM (COL RECORDS),,,2023-01-24T00:00:00.000+0000,3.0, sir pl see att file/////////////////
LT COL DK Singh (AAG MP8),,,2023-01-24T00:00:00.000+0000,0.0, sir pl see att file/////////////////
LT COL DK Singh (AAG MP8),,"Repeat of sl 8
 of (24-1-2023)",2023-01-24T00:00:00.000+0000,0.0, sir pl see att file/////////////////
Brig Vikas Bhardwaj (BRIG DIAV),,,2023-01-25T00:00:00.000+0000,1.0, sir pl see att file/////////////////
Brig Vikas Bhardwaj (BRIG DIAV),,"Repeat of sl 10
 of (25-1-2023)",2023-01-25T00:00:00.000+0000,0.0, sir pl see att file/////////////////
Shukla Ghosh (Section Officer),,,2023-01-31T00:00:00.000+0000,6.0, Please see the attachment.
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","Dr. Km. Gurpreet Kaur , CDA",,2023-01-13T00:00:00.000+0000,0.0,
Dr. Km. Gurpreet Kaur (CDA),,,2023-01-16T00:00:00.000+0000,3.0, 
Dr. Km. Gurpreet Kaur (CDA),,,2023-02-09T00:00:00.000+0000,24.0,A copy of reply furnished by this office is attached.
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","Dr. Km. Gurpreet Kaur , CDA",,2023-01-13T00:00:00.000+0000,0.0,
Dr. Km. Gurpreet Kaur (CDA),,,2023-01-16T00:00:00.000+0000,3.0, 
Dr. Km. Gurpreet Kaur (CDA),,,2023-01-27T00:00:00.000+0000,11.0,A copy of reply furnished by this office is attached.	
,,,2023-01-27T00:00:00.000+0000,0.0,Reviewed Report
,,,2023-01-27T00:00:00.000+0000,0.0,A copy of reply furnished by this office is attached.
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","RATNESH KUMAR JHA , EXECUTIVE DIRECTOR PG",,2023-01-13T00:00:00.000+0000,0.0,
Ankit Mishra (DEO),,,2023-01-14T00:00:00.000+0000,1.0, 
Anil Kumar Mishra (AGM),,,2023-01-14T00:00:00.000+0000,0.0, Please examine the case .
Raghvendra Kumar (CPM GS LJN),,,2023-01-15T00:00:00.000+0000,1.0, PLEASE EXAMINE THE CASE AND REPLY.
RAKESH KUMAR BHARTI (SRDFM),,,2023-01-16T00:00:00.000+0000,0.0, Pertains to Personnel department hence returned.
Raghvendra Kumar (CPM GS LJN),,,2023-01-16T00:00:00.000+0000,0.0, PLEASE EXAMINE THE CASE AND REPLY. 
MANOJ KUMAR (SRDPO),,,2023-01-17T00:00:00.000+0000,1.0, Reply uploaded and copy attached.
MANOJ KUMAR (SRDPO),,"Repeat of sl 8
 of (17-1-2023)",2023-01-17T00:00:00.000+0000,0.0, Reply uploaded and copy attached.
MANOJ KUMAR (SRDPO),,"Repeat of sl 8
 of (17-1-2023)",2023-01-17T00:00:00.000+0000,0.0, Reply uploaded and copy attached.
Raghvendra Kumar (CPM GS LJN),,,2023-01-18T00:00:00.000+0000,1.0, Reply uploaded and copy attached.
Anil Kumar Mishra (AGM),,,2023-01-18T00:00:00.000+0000,0.0," In view of reply sent to the complainant copy annexed, please close the case ."
S K Shahi (JS P-II),,,2023-01-16T00:00:00.000+0000,3.0, Redress the grievance within 30 days and upload reply on portal. 
BASANT SINGH KAURAV (2IC PENSION),,,2023-01-16T00:00:00.000+0000,0.0, It is requested to redress the grievance within 10 days and upload reply on portal.
SH SANJAY CHAUHAN (COMMANDANT),,,2023-01-21T00:00:00.000+0000,0.0, Pension case submitted to PAD BSF on 18Jan 2023 and reply of grievance No. 1573 dated 16Jan 2023 forwarded to concerned ASI/RM on 20Jan 2023. Copy attached of letter to PAD and individual please.
SH SANJAY CHAUHAN (COMMANDANT),,,2023-01-21T00:00:00.000+0000,0.0, pension case submitted to PAD BSF on 18 Jan 2023 and reply of grievance No 1573 dated 16 Jan 2023 forwarded to concemed ASI/RM on 20 Jan 2023. Copy attached of letter to PAD and individual please. 
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","S. M. I. Tanvir , DDG Co-ord.II",,2023-01-13T00:00:00.000+0000,0.0,
S. M. I. Tanvir (DDG Co-ord.II),,,2023-01-13T00:00:00.000+0000,0.0, 
Sh S. L. THAOSEN IPS (Director General),,,2023-01-23T00:00:00.000+0000,2.0, Please look into the matter.
Sh B S Rajpurohit (DIG PSO),,,2023-01-27T00:00:00.000+0000,0.0, The pension revision case in favour of the applicant has already been forwarded to PAD BSF New Delhi by 92 Bn BSF vide their L/No. 1285-86 dated 18/01/2023. Reply has also been sent to the applicant vide 92 Bn BSF L/No. 1537-40 dated 20/01/2023. 
Sh S. L. THAOSEN IPS (Director General),,Reminder of sl 8,2023-01-30T00:00:00.000+0000,3.0, Please look into the matter.
Ms.Diksha Langthasa (Assistant Controller of Accounts),,,2023-03-13T00:00:00.000+0000,42.0,"This case is finalized (penison revised) and authority is issued to CPAO vide diary no. W002184220900027 dated 10/02/2023 (copy enclosed). This grievance may be disposed of.
"
Sh S. L. THAOSEN IPS (Director General),,,2023-03-13T00:00:00.000+0000,0.0,"This case is finalized (penison revised) and authority is issued to CPAO vide diary no. W002184220900027 dated 10/02/2023 (copy enclosed). This grievance may be disposed of.
"
S K Shahi (JS P-II),,,2023-03-13T00:00:00.000+0000,0.0," As per BSF, this case is finalized (penison revised) and authority is issued to CPAO vide diary no. W002184220900027 dated 10/02/2023 (copy enclosed)."
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","S. M. I. Tanvir , DDG Co-ord.II",,2023-01-13T00:00:00.000+0000,0.0,
S. M. I. Tanvir (DDG Co-ord.II),,,2023-01-13T00:00:00.000+0000,0.0, 
S K Shahi (JS P-II),,,2023-01-16T00:00:00.000+0000,0.0, Redress the grievance within 30 days and upload reply on portal. 
Ms T.C.A.Kalyani (Pr. CCA MHA),,,2023-01-16T00:00:00.000+0000,0.0, Forwarded to PAO CRPF
Dr. Sujoy Lal Thaosen IPS (Director General),,,2023-01-19T00:00:00.000+0000,3.0,EXAMINE AT OUR LEVEL. 
Dr. Sujoy Lal Thaosen IPS (Director General),,,2023-01-19T00:00:00.000+0000,0.0,"PLEASE PROVIDE FOLLOWING DETAILS FOR TAKING NEEDFUL ACTION :-
1. FORCE NO, RANK AND NAME
2. LAST UNIT/GC"
S K Shahi (JS P-II),,,2023-01-20T00:00:00.000+0000,1.0,"PLEASE PROVIDE FOLLOWING DETAILS FOR TAKING NEEDFUL ACTION :-
1. FORCE NO, RANK AND NAME
2. LAST UNIT/GC"
S K Shahi (JS P-II),,"Repeat of sl 8
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0,"PLEASE PROVIDE FOLLOWING DETAILS FOR TAKING NEEDFUL ACTION :-
1. FORCE NO, RANK AND NAME
2. LAST UNIT/GC"
S M I TANVIR (DDG C-II),,,2023-01-20T00:00:00.000+0000,0.0," PLEASE PROVIDE FOLLOWING DETAILS by 24th Jan 2023 FOR TAKING NEEDFUL ACTION :-
1. FORCE NO, RANK AND NAME
2. LAST UNIT/GC
"
S M I TANVIR (DDG C-II),,,2023-01-20T00:00:00.000+0000,0.0, Please see. 
S M I TANVIR (DDG C-II),,"Repeat of sl 11
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0, Please see. 
S M I TANVIR (DDG C-II),,"Repeat of sl 11
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0, Please see. 
Ms T.C.A.Kalyani (Pr. CCA MHA),,,2023-02-15T00:00:00.000+0000,26.0,"PAO CRPF has informed that 7th CPC revision authority dated 13.02.2023 (copy enclosed) has been sent to CPAO for further process.
The additional amount of Rs. 102600 of Death/Retirement Gratuity will be paid by the bank in due course of time.
"
S M I TANVIR (DDG C-II),,Reminder of sl 10,2023-02-15T00:00:00.000+0000,0.0," PAO CRPF has informed that 7th CPC revision authority dated 13.02.2023 (copy enclosed) has been sent to CPAO for further process.
The additional amount of Rs. 102600 of Death/Retirement Gratuity will be paid by the bank in due course of time."
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","SHRI SURENDER SINGH , DEPUTY SECRETARY",,2023-01-13T00:00:00.000+0000,0.0,
OSDBO (OSD),,,2023-01-13T00:00:00.000+0000,0.0, Please issue acknowledgement and furnish reply to the petitioner after examining and settling the complaint as per the rules. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
,,"Repeat of sl 2
 of (13-1-2023)",2023-01-13T00:00:00.000+0000,0.0,"Bank Name - PUNJAB NATIONAL BANK
IFSC - PUNB0086920
Account Number - 0869010108558"
OSDBO10 (OSD),,Reminder of sl 3,2023-01-16T00:00:00.000+0000,3.0, Bank Name - PUNJAB NATIONAL BANK IFSC - PUNB0086920 Account Number - 0869010108558
Shri Sanjeev Kumar Dhupar (General Manager),,,2023-01-16T00:00:00.000+0000,0.0, 
Desk officer ZO Kolkata 2 (Manager),,,2023-01-20T00:00:00.000+0000,0.0, The Reply is attached
Sh Kamal Singh (Chief Manager),,,2023-01-27T00:00:00.000+0000,0.0,"December Pension has been credited on 25/01/2023
"
Sh Kamal Singh (Chief Manager),,"Repeat of sl 8
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0,"December Pension has been credited on 25/01/2023
"
Sh Kamal Singh (Chief Manager),,"Repeat of sl 8
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0,"December Pension has been credited on 25/01/2023
"
Sh Kamal Singh (Chief Manager),,"Repeat of sl 8
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0,"December Pension has been credited on 25/01/2023
"
Sh Kamal Singh (Chief Manager),,"Repeat of sl 8
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0,"December Pension has been credited on 25/01/2023
"
Sh Kamal Singh (Chief Manager),,"Repeat of sl 8
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0,"December Pension has been credited on 25/01/2023
"
Shri Sanjeev Kumar Dhupar (General Manager),,,2023-02-13T00:00:00.000+0000,17.0,The reply is attached
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","Dr. Km. Gurpreet Kaur , CDA",,2023-01-13T00:00:00.000+0000,0.0,
Dr. Km. Gurpreet Kaur (CDA),,,2023-01-18T00:00:00.000+0000,5.0, 
,,Reminder of sl 2,2023-01-27T00:00:00.000+0000,14.0,"The grievance is pending in your Ministry/ Department/Organisation. In pursuance to DARPG OM no S-15/21/2021-O/o DS(PG)-DARPG (7085) dated 27th July, 2022 and DOPPW OM no. 17/3/2021-PPW(Coord) E 7179 dated 6.8.2021. All Ministry/ Department/Organisation kindly observe the revised reduction of time limit guideline in vogue wherein disposal of time for resolution of Grievances are 30 days .Kindly observe and resolve the matter at the earliest."
Dr. Km. Gurpreet Kaur (CDA),,,2023-02-02T00:00:00.000+0000,6.0,A copy of reply furnished by this office is attached.	
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","SHRI SURENDER SINGH , DEPUTY SECRETARY",,2023-01-13T00:00:00.000+0000,0.0,"Bank Name - STATE BANK OF INDIA
IFSC - SBIN0009116
Account Number - 11861853549"
OSDBO04 (OSD),,,2023-01-16T00:00:00.000+0000,3.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner through letter or email. Please ensure to upload a copy of the reply sent to him on CPGRAMS along with ATR.
Pawan Kumar Gupta (Chief Manager),,,2023-01-16T00:00:00.000+0000,0.0, Please issue acknowledgement and furnish reply to the petitioner after examining and settling the complaint as per the rules. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
Ms. Surabhi Bhattacharyya (Deputy General Manager),,,2023-01-19T00:00:00.000+0000,3.0, Complaint has been resolved. Petitioner has been advised. REcommended for closure.
Pawan Kumar Gupta (Chief Manager),,,2023-01-21T00:00:00.000+0000,2.0," The customer has been advised suitably, copy enclosed. "
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","Shri Sarvjit Singh , Deputy Secretary",,2023-01-13T00:00:00.000+0000,0.0,
Alok Nigam (Under Secretary),,,2023-01-16T00:00:00.000+0000,3.0," उपर्युक्त कार्रवाई करने के लिए शिकायत को अग्रेषित किया जाता है। कृपया ध्यान दें कि ऑनलाइन शिकायत को प्राप्त होने के 30 दिनों के भीतर निपटाया जाना चाहिए। शिकायत का निपटान करते समय, याची को एक उपर्युक्त उत्तर भेजा जाना चाहिए और उसकी एक प्रति CPGRAMS पर अपलोड की जानी चाहिए।"
Brig Vikas Bhardwaj (BRIG DIAV),,,2023-01-18T00:00:00.000+0000,2.0," To process a grievance of an ex Serviceman, service particulars like army number rank and name of the Records Office, PPO No and detail of PDA with A/C No is mandatory, without these details suitable action by this office is not feasible. You may lodge a fresh grievance with full particulars for grievance redressal."
Shukla Ghosh (Section Officer),,,2023-01-18T00:00:00.000+0000,0.0," To process a grievance of an ex Serviceman, service particulars like army number rank and name of the Records Office, PPO No and detail of PDA with A/C No is mandatory, without these details suitable action by this office is not feasible. You may lodge a fresh grievance with full particulars for grievance redressal.
"
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","Shri Sarvjit Singh , Deputy Secretary",,2023-01-14T00:00:00.000+0000,0.0,
Alok Nigam (Under Secretary),,,2023-01-16T00:00:00.000+0000,2.0," उपर्युक्त कार्रवाई करने के लिए शिकायत को अग्रेषित किया जाता है। कृपया ध्यान दें कि ऑनलाइन शिकायत को प्राप्त होने के 30 दिनों के भीतर निपटाया जाना चाहिए। शिकायत का निपटान करते समय, याची को एक उपर्युक्त उत्तर भेजा जाना चाहिए और उसकी एक प्रति CPGRAMS पर अपलोड की जानी चाहिए।"
Brig Vikas Bhardwaj (BRIG DIAV),,,2023-01-18T00:00:00.000+0000,2.0, Fwd herewith for your nec action. The online grievance must be disposed of within 21 days of its receipt.
LT COL PALANI S (Chief Record Officer),,,2023-01-19T00:00:00.000+0000,1.0, 
LT COL PALANI S (Chief Record Officer),,,2023-01-20T00:00:00.000+0000,1.0," Sir, this grievance is pertaining to AAD Records. For info & n/a pl."
Brig Vikas Bhardwaj (BRIG DIAV),,,2023-01-20T00:00:00.000+0000,0.0, fwd herewith for necessary action. The online grievance must be disposed off within 21 days of its receipt.
Brig Vikas Bhardwaj (BRIG DIAV),,"Repeat of sl 7
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0, fwd herewith for necessary action. The online grievance must be disposed off within 21 days of its receipt.
Lt Col Krishan Kumar (Nodal Officer),,,2023-01-20T00:00:00.000+0000,0.0, Refer your CPGRAM Grievance registration No DOPPW/E/2023/0001586 dated 13 Jan 2023 has taken into action on 20 Jan 2023. Suitable reply being fwd shortly.
Lt Col Krishan Kumar (Nodal Officer),,Reminder of sl 9,2023-01-27T00:00:00.000+0000,7.0," 1. Refer your CPGRAM Grievance registration No DOPPW/E/2023/0001586 dated 13 Jan 2023.
 2. Suitable reply has been forwarded herewith."
Brig Vikas Bhardwaj (BRIG DIAV),,,2023-01-30T00:00:00.000+0000,3.0," 1. Refer your CPGRAM Grievance registration No DOPPW/E/2023/0001586 dated 13 Jan 2023.
 2. Suitable reply has been forwarded herewith."
Shukla Ghosh (Section Officer),,,2023-01-31T00:00:00.000+0000,1.0, Please see the attachment.
,,,2023-01-13T00:00:00.000+0000,,
"Shri Pramod Kumar , Director-PP","Shri Pankaj Kumar , Deputy Director General PG",,2023-01-14T00:00:00.000+0000,0.0,
Pankaj Kumar (DOTEL13 DDG-PG),,,2023-01-16T00:00:00.000+0000,2.0, The case is forwarded for taking needful action.A reply may be given to the complainant and also upload the copy at P G Portal for disposal of grievance.PG WING DOT HEAD QUARTER.
Pankaj Kumar (DOTEL07 DDG-PG),,,2023-01-16T00:00:00.000+0000,0.0, The case is forwarded for taking needful action.A reply may be given to the complainant and also upload the copy at P G Portal for disposal of grievance.PG WING DOT HEAD QUARTER.
Sh. Taranjeet Singh (Dy. CGCA BA IT),,,2023-01-16T00:00:00.000+0000,0.0, This grievance is not under the preivedge of this office. This may forwarded to concerned department/office (Retired From:- TATA COMMUNICATION LIMITED) for the disposal of the case.
Pankaj Kumar (DOTEL04 DDG-PG),,,2023-01-17T00:00:00.000+0000,1.0, The case is forwarded for taking needful action. A reply may be given the complainant and also upload the copy at P G Portal for disposal of grievance. PG WING DOT HEAD QUQRTER.
Shri Satya Yadav (Addl. Vice President CRA),,,2023-01-20T00:00:00.000+0000,3.0, This case is belongs to pension related concern please forwarded this case to concern team as we handle only TATA broadband 
Pankaj Kumar (DOTEL04 DDG-PG),,,2023-01-23T00:00:00.000+0000,3.0, The case is forwarded for taking needful action. A reply may be given the complainant and also upload the copy at P G Portal for disposal of grievance. PG WING DOT HEAD QUARTER.
