OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Shri AK Singh (CHIEF MANAGER PER-EE NODAL OFFICER GRC WCL),,,2023-02-03T00:00:00.000+0000,2.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।
"
Mrs. Tripti Parag Shaw (General Manager),,,2023-02-04T00:00:00.000+0000,1.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 10
 of (4-2-2023)",2023-02-04T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Ranjit Kaur (Assistant Manager Personnel),,,2023-02-06T00:00:00.000+0000,0.0," Sir,
The reply received from the concerned department is reproduced below:
There is no provision for accepting RESTRICTED Certificates issued by DGMS for Overman, Mining Sirdar & Surveyor. Hence, MCL has issued Employment notice for the posts of Jr. Overman, Mining Sirdar and Dy. Surveyor as per cadre scheme of Coal India.
Thank You
"
Mrs. Tripti Parag Shaw (General Manager),,Reminder of sl 10,2023-02-06T00:00:00.000+0000,0.0," MCL has stated that there is no provision for accepting RESTRICTED Certificates issued by DGMS for Overman, Mining Sirdar & Surveyor. Hence, MCL has issued Employment notice for the posts of Jr. Overman, Mining Sirdar and Dy. Surveyor as per cadre scheme of Coal India."
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
SRI. CH.SRINIVASA RAO (Dy Secy. GAD),,,2023-02-01T00:00:00.000+0000,8.0, Lodged
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
"Janaspandana Kosha, Janaspandana Kosha",,,2023-01-30T00:00:00.000+0000,6.0,Grievance received by Subordinate Organisation from Web API
"Higher Education Department, Higher Education Department",,,2023-02-23T00:00:00.000+0000,24.0,resloved
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
Archna Srivastava (Deputy Secretary),,,2023-01-25T00:00:00.000+0000,1.0, 
Dr. Ananda Kumar Das (Scientist E),,,2023-01-27T00:00:00.000+0000,2.0, The grievance has been examined and will be forwarded to the concerned division/section/sub-office of the department for further necessary action
Dr. Ananda Kumar Das (Scientist E),,,2023-02-21T00:00:00.000+0000,25.0," The grievance has been examined and forwarded to the concerned division/sub-office of the department. It was communicated that the grievance being a policy matter, does not come under the purview of public grievance. Moreover, there is already established procedure for giving award or merit of certificates to the deserving employees in the department. As per information from the respective section/division/sub-office of the department, recently the ministry and department are working to laid down a new policy of appreciating both the R&D and operational works. Therefore, the grievance may kindly be removed from the operational desk of IMD on PG portal."
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-25T00:00:00.000+0000,0.0,Sent to unit concerned.
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-27T00:00:00.000+0000,0.0,Sent to unit concerned.
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,noted
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-31T00:00:00.000+0000,7.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-27T00:00:00.000+0000,27.0,report has been attached खण्ड विकास अधिकारी भरावन की जांच आख्या संलग्न कर आपकी सेवा में प्रेषित है कृपया सन्दर्भ निस्तारित करने का कष्ट करें शिकायती पत्र की जांच कराकर जांच आख्या आपकी सेवा में प्रेषित है
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-25T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-31T00:00:00.000+0000,6.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-24T00:00:00.000+0000,24.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित KINDLY FIND THE ATTACHMENT mahoday,
 akhya apaki sewa me preshit."
Manjula Saxena (CPO IR),,,2023-01-25T00:00:00.000+0000,1.0, Please expedite the reply
B.N.Rajvanshi (DPO ADI),,,2023-01-25T00:00:00.000+0000,0.0, as per attached document Grievance not pertain to ADI Division 
Manjula Saxena (CPO IR),,,2023-01-27T00:00:00.000+0000,2.0," As per attached pdf, the matter pertains to Ajmer Division of NW Rly "
Shri Rakesh Kumar (Secretary PG),,,2023-01-27T00:00:00.000+0000,0.0," As per attached pdf, the matter pertains to Ajmer Division of NW Rly"
PG Officer. (Railway Board),,,2023-01-27T00:00:00.000+0000,0.0, 
K.R.Choudhary (PIO),,,2023-01-27T00:00:00.000+0000,0.0," As per attached pdf, the matter pertains to Ajmer Division of NW Rly"
Baldev Ram (ADRM - Op. - Ajmer),,,2023-01-27T00:00:00.000+0000,0.0, Please address the issue and submit a reply today positively as the prescribed timeline of disposal of the case is 01 day.
Baldev Ram (ADRM - Op. - Ajmer),,Reminder of sl 11,2023-01-30T00:00:00.000+0000,3.0, Please address the issue and submit a reply today positively as the prescribed timeline of disposal of the case is 01 day.
Baldev Ram (ADRM - Op. - Ajmer),,Reminder of sl 11,2023-01-30T00:00:00.000+0000,0.0, Please address the issue and submit a reply today positively as the prescribed timeline of disposal of the case is 01 day.
K.R.Choudhary (PIO),,,2023-01-30T00:00:00.000+0000,0.0, Reply of the case is enclosed.
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
tannu mathur (DEO),,,2023-01-24T00:00:00.000+0000,0.0, 
Shri Rakesh Kumar (Secretary PG),,,2023-01-24T00:00:00.000+0000,0.0," Please examine the case, take necessary action and give suitable reply to the complainant. "
SHRI HEMANT SULANIYA (SR.DPO),,,2023-01-30T00:00:00.000+0000,0.0, Reply of the case is enclosed. 
Baldev Ram (ADRM - Op. - Ajmer),,,2023-01-30T00:00:00.000+0000,0.0, Reply of the case is enclosed. 
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-03T00:00:00.000+0000,31.0,Report has been attached. खण्ड विकास अधिकारी भरावन की जांच आख्या से स्पष्ट है कि शिकायत कर्ता का मकान पक्का बना है आवास हेतु अपात्र है जांच आख्या संलग्न है कृपया सन्दर्भ निस्तारित करने का कष्ट करें शिकायत की जांच कराकर जांच आख्या आपकी सेवा में प्रेषित है
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-31T00:00:00.000+0000,7.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-24T00:00:00.000+0000,0.0,
,,,2023-01-23T00:00:00.000+0000,,
Section Officer PG-AR (SO),,,2023-01-25T00:00:00.000+0000,1.0, 
Deputy Chief Labour Commissioner C-Welfare-Trg. (Dy. CLC C),,,2023-01-31T00:00:00.000+0000,6.0, The matter relates to EPFO. It does not pertains to office of CLC(C). 
Section Officer PG-MH (SO),,,2023-02-01T00:00:00.000+0000,1.0, 
S S (DA),,,2023-02-01T00:00:00.000+0000,0.0, 
Neeraj Srivastava (RPFC I),,,2023-02-03T00:00:00.000+0000,2.0,"In reference to the grievance raised by Sh Kamat, it is informed , that a part of the grievance, that pertains to EPFO. A enquiry under Section B of the EPF and MP Act, is going on. The last date of hearing was on 21.01.2023. Sh Kamat was present during the proceedings.
The case is in its final stage and the next date has been set for 20.02.2023, giving a final opportunity , in the interest of natural justice, to submit the records sought. A copy of the proceedings is attached.

As the enquiry under section 7 B is a quasi judicial enquiry, the assessing officer is obligated to give opportunity to all the parties to make submissions.

Sh Kamat has also been accorded due opportunities and his submissions have been duly taken on record.

There fore it is requested that the grievance may kindly be dropped.
"
Daya Singh (section officer),,,2023-02-03T00:00:00.000+0000,0.0," In reference to the grievance raised by Sh Kamat, it is informed , that a part of the grievance, that pertains to EPFO. A enquiry under Section B of the EPF and MP Act, is going on. The last date of hearing was on 21.01.2023. Sh Kamat was present during the proceedings. The case is in its final stage and the next date has been set for 20.02.2023, giving a final opportunity , in the interest of natural justice, to submit the records sought. A copy of the proceedings is attached. As the enquiry under section 7 B is a quasi judicial enquiry, the assessing officer is obligated to give opportunity to all the parties to make submissions. Sh Kamat has also been accorded due opportunities and his submissions have been duly taken on record. There fore it is requested that the grievance may kindly be dropped.	Neeraj Srivastava (RPFC I)"
Section Officer PG-AR (SO),,,2023-02-03T00:00:00.000+0000,0.0," In reference to the grievance raised by Sh Kamat, it is informed , that a part of the grievance, that pertains to EPFO. A enquiry under Section B of the EPF and MP Act, is going on. The last date of hearing was on 21.01.2023. Sh Kamat was present during the proceedings. The case is in its final stage and the next date has been set for 20.02.2023, giving a final opportunity , in the interest of natural justice, to submit the records sought. A copy of the proceedings is attached. As the enquiry under section 7 B is a quasi judicial enquiry, the assessing officer is obligated to give opportunity to all the parties to make submissions. Sh Kamat has also been accorded due opportunities and his submissions have been duly taken on record. There fore it is requested that the grievance may kindly be dropped. Neeraj Srivastava (RPFC I)	Daya Singh (section officer)"
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-31T00:00:00.000+0000,7.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-26T00:00:00.000+0000,26.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित 60000230024998
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Sent to unit concerned.
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-25T00:00:00.000+0000,0.0,Thank you very much for your valuable Suggestion/feedback. It has been noted.
"Janaspandana Kosha, Janaspandana Kosha",,,2023-01-30T00:00:00.000+0000,6.0,Grievance received by Subordinate Organisation from Web API
"Higher Education Department, Higher Education Department",,,2023-02-23T00:00:00.000+0000,24.0,resloved
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,FILE
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
"Online PGRO, Online PGRO",,,2023-01-24T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-02-27T00:00:00.000+0000,34.0,As per remarks of Government of Bihar.
Pushpa (DATA ENTRY OPERATOR),,,2023-02-28T00:00:00.000+0000,1.0,THIS MATTER IS NOT RELATED TO JHARKHAND GOVERNMENT.
,,,2023-03-24T00:00:00.000+0000,24.0,
Section Officer PG-AR (SO),,,2023-03-27T00:00:00.000+0000,3.0, 
Pritam Kumar (SO),,,2023-03-27T00:00:00.000+0000,0.0, 
M. S. ARYA (RPFC I),,,2023-03-28T00:00:00.000+0000,1.0," As per the grievance and its attachment, the case is related to BHALCO (Bihar Hill Areas Ltd. Corpn.), Govt. of Bihar. Hence, returned with the request to forward the case to the concerned office/department for needful at their end."
Deputy Chief Labour Commissioner C-Welfare-Trg. (Dy. CLC C),,,2023-03-29T00:00:00.000+0000,0.0, 
SHRI ANAND KUMAR (Dy.Cheif Labour Commissioner),,,2023-03-30T00:00:00.000+0000,0.0," The matter does not pertain to this office, hence, no action can be taken."
Surjeet Kumar (RPFC II),,,2023-03-31T00:00:00.000+0000,3.0," As per the grievance and its attachment, the case is related to BHALCO (Bihar Hill Areas Ltd. Corpn.), Govt. of Bihar. Hence, returned with the request to forward the case to the concerned office/department for needful at their end.
"
K C SAHU (Regional Labour Commissioner),,,2023-03-31T00:00:00.000+0000,0.0," The matter pertains to State Govt. of Bihar. Accordingly, the same has forwarded to the Labour Commissioner, Labour Resources Department, Govt. of Bihar for further necessary action. The instant Complaint is closed in this office."
"GOVBH, PG OFFICER",,,2023-01-24T00:00:00.000+0000,0.0,NOT PERTAINING TO OUR ORGANISATION Related to gov of India or Jharkahnd gov
Mrs. Shakuntala Patnaik (Dy. CLC C),,,2023-04-05T00:00:00.000+0000,5.0," The matter pertains to State Govt. of Bihar. Accordingly, the same has forwarded to the Labour Commissioner, Labour Resources Department, Govt. of Bihar for further necessary action. The instant Complaint is closed in this office.	"
Assistant Section Officer PG-UT (Assistant Section Officer),,,2023-04-06T00:00:00.000+0000,1.0," The matter pertains to State Govt. of Bihar. Accordingly, the same has forwarded to the Labour Commissioner, Labour Resources Department, Govt. of Bihar for further necessary action. The instant Complaint is closed in this office."
,,,2023-01-24T00:00:00.000+0000,0.0,
OSDBO (OSD),,,2023-01-24T00:00:00.000+0000,0.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR. 
S. K. CHAUHAN (Section Officer),,,2023-01-25T00:00:00.000+0000,1.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
ANIMA MALAR MANGAI R (CHIEF MANAGER),,,2023-01-25T00:00:00.000+0000,0.0, Repeated Complaint-DEABD/E/2023/0006650 Jeeva Singaravelu
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
Assisant1 (Asstt.),,,2023-01-24T00:00:00.000+0000,0.0, Please take necessary action in this matter and upload ATR.
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Case taken up earlier and since closed
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-25T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-31T00:00:00.000+0000,6.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-24T00:00:00.000+0000,24.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित श्रीमान जी, जाँच आख्या सादर सेवा में प्रेषित है जाँच आख्या सादर अवलोकनार्थ प्रेषित है"
,,,2023-01-23T00:00:00.000+0000,,
District Collector (District Collector),,,2023-02-10T00:00:00.000+0000,0.0," மனு ஏற்பு.
 மனுதாரா் ஆதாா் வங்கி கணக்கு எண், அலைபேசி எண் மற்றும் நில ஆவணங்களுடன் பொது சேவை மையத்தில் பதிவேற்றம் செய்து பயனடையுமாறு கிருஷ்ணகிரி வேளாண்மை இணை இயக்குநா் கடித எண்.ஈ4-10520-2022 நாள்.10.02.2023-ன்படி தகவல் தொிவிக்கப்படுகிறது.
"
,,,2023-01-24T00:00:00.000+0000,0.0,
R. Rampradeepan (Special Officer),,,2023-02-09T00:00:00.000+0000,16.0, 
District Collector (District Collector),,,2023-02-10T00:00:00.000+0000,1.0," மனு ஏற்பு.
 மனுதாரா் ஆதாா் வங்கி கணக்கு எண், அலைபேசி எண் மற்றும் நில ஆவணங்களுடன் பொது சேவை மையத்தில் பதிவேற்றம் செய்து பயனடையுமாறு கிருஷ்ணகிரி வேளாண்மை இணை இயக்குநா் கடித எண்.ஈ4-10520-2022 நாள்.10.02.2023-ன்படி தகவல் தொிவிக்கப்படுகிறது."
,,,2023-01-24T00:00:00.000+0000,0.0,Case already taken up for examination
,,,2023-01-23T00:00:00.000+0000,,
OSDBO (OSD),,,2023-01-25T00:00:00.000+0000,0.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR. 
Kalyan Mahapatra (Chief Manager),,,2023-01-30T00:00:00.000+0000,3.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
Sri Himansu Das (Asst General Manager),,,2023-01-30T00:00:00.000+0000,0.0," We have referred the complaint to Jharkhand Rajya Gramin Bank for examination and necessary redressal in the matter, we have also requested the RRB to acknowledge the complainant."
Nitesh Kumar (Manager Law),,,2023-02-01T00:00:00.000+0000,2.0," Dear sir,
Please find our reply as attachment."
Sri Himansu Das (Asst General Manager),,,2023-02-01T00:00:00.000+0000,0.0," Dear sir,
Please find our reply as attachment."
Pawan Kumar Gupta (Chief Manager),,,2023-02-02T00:00:00.000+0000,1.0, The complaint has since been withdrawn. 
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-25T00:00:00.000+0000,0.0,
Abdul Gufran (Under Secretary),,,2023-01-27T00:00:00.000+0000,2.0," Please examine the grievance at an appropriate level for redressal with Jharkhand Rajya Gramin Bank, sponsored by you. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR."
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-25T00:00:00.000+0000,0.0,Sent to unit concerned.
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Complaint details inadequate or not legible
,,,2023-01-23T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-31T00:00:00.000+0000,7.0,Grievance received by Subordinate Organisation from Web API
