OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Roshan Lal (APFC),,,2023-01-31T00:00:00.000+0000,0.0,"Sir, with reference to the grievance, it is informed that the joint declaration form submitted by the member could not be processed as the member details mentioned in joint declaration is different as per office records (member’s father name). Therefore, the member is requested to re-submit joint declaration form mentioning the details (wrong and correct data) which needs to be corrected. Further, submitted that complainant has also been informed telephonically about the grievance. Thanking You."
Ankita (DEO),,,2023-01-31T00:00:00.000+0000,0.0," Sir, with reference to the grievance, it is informed that the joint declaration form submitted by the member could not be processed as the member details mentioned in joint declaration is different as per office records (member’s father name). Therefore, the member is requested to re-submit joint declaration form mentioning the details (wrong and correct data) which needs to be corrected. Further, submitted that complainant has also been informed telephonically about the grievance. Thanking You.	Roshan Lal (APFC)	"
,,,2023-01-31T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-07T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,18.0,"वाक्यात इस प्रकार है कि आवेदक बृजेश उपरोक्त द्वारा बताया गया कि मेरी पत्नी मनीशा देवी उर्फ रुकमणी जो कि दिनाँक 20.1.2023 को अपने साथ दो बच्चो पुत्र अमन,बेटी सत्या को लेकर मायके कहकर घर से निकली थी परन्तु मायके नही पहुची, मेरे द्वारा अपने साले रोकी से फोन पर पूछा तो पता चला कि मायके नही आयी है काफी तलाश किया परन्तु नही मिली श्रीमान जी उक्त प्रकरण के सम्बन्ध आवेदक बृजेश के तहरीर के आधार पर दिनाँक 5.2.2023 को थाना हाजा पर रपट न0 16 पर आवेदक की पत्नी मनीशा के गुम होने की गुमशुदगी दर्ज है तथा बर श्रीमान जी उक्त आईजीआरएस की जाँच मुझ उ0नि० व्दारा की गयी तो वाक्यात इस प्रकार है कि आवेदक बृजेश उपरोक्त द्वारा बताया गया कि मेरी पत्नी मनीशा देवी उर्फ रुकमणी जो कि दिनाँक 20.1.2023 को अपने साथ दो बच्चो पुत्र अमन,बेटी सत्या को लेकर मायके कहकर घर से निकली थी परन्तु मायके नही पहुची, मेरे द्वारा अपने साले रोकी से फोन पर पूछा तो पता चला कि मायके नही आयी है काफी तलाश किया परन्तु नही मिली श्रीमान जी उक्त प्रकरण के सम्बन्ध आवेदक बृजेश के तहरीर के आधार पर दिनाँक 5.2.2023 को थाना हाजा पर रपट न0 16 पर आवेदक की पत्नी मनीशा के गुम होने की गुमशुदगी दर्ज है तथा बरामदगी के प्रयास जारी है डीसीआरबी को रिपोर्ट प्रेषित कर पम्पलेट छपवाकर सार्वजनिक स्थानो पर चस्पा किया गया शीघ्र ही गुमशुदा की बरामदगी कर अग्रिम कार्यवाही अमल मे लायी जायेगी 
रिपोर्ट सादर सेवा मे प्रेशित है"
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
RATIKANTA NAYAK (Director Admin),,,2023-02-16T00:00:00.000+0000,16.0, Partially resolved.
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
Praveen Singh Bisht (Deputy Director CS),,,2023-02-12T00:00:00.000+0000,12.0, Instructions have been passed to the URC
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-02-10T00:00:00.000+0000,10.0," Under PM-KISAN Scheme the responsibility to identify beneficiary beneficiary and uploading their correct and verified data after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt. of Telangana"
Sahdev Singh (Deputy Secretary PG),,,2023-02-10T00:00:00.000+0000,0.0, 
SRI. CH.SRINIVASA RAO (Dy Secy. GAD),,,2023-02-23T00:00:00.000+0000,13.0, The Role of General Administration Department is to forward your grievance to the concerned Department Hence Your grievance is forwarded to the Agriculture and cooperation Department Telangana secretariat for taking necessary action 
SRI. CH.SRINIVASA RAO (Dy Secy. GAD),,,2023-02-23T00:00:00.000+0000,0.0, The Role of General Administration Department is to forward your grievance to the concerned Department Hence Your grievance is forwarded to the Agriculture and cooperation Department Telangana secretariat for taking necessary action 
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
Kalyan Mahapatra (Chief Manager),,,2023-01-31T00:00:00.000+0000,0.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
Prabahat Pandey (Dy Manager),,,2023-01-31T00:00:00.000+0000,0.0, sent to 2539
KAMLESH KUMAR SINGH (CHIEF MANAGER),,,2023-02-04T00:00:00.000+0000,4.0,"Dear Sir/Madam Issue resolved therefore we recommend
to close the complaint
"
Pawan Kumar Gupta (Chief Manager),,,2023-02-06T00:00:00.000+0000,2.0,"The customer has been advised suitably, copy enclosed. "
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-31T00:00:00.000+0000,0.0," As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme, the responsibility to identify beneficiary and uploading their correct and verified data after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt.of Odisha"
Sunil Kumar (Under Secretary),,,2023-02-01T00:00:00.000+0000,1.0, 
Gadadhar Nayak (Under Secretary to Government),,,2023-03-18T00:00:00.000+0000,45.0, It is requested to look into the matter and take appropriate action to redress the grievance and upload ATR in this regard on CPGRAMS portal. 
Shri Shibo Toppo (ADM),,,2023-05-26T00:00:00.000+0000,69.0, It is requested to look into the matter and take appropriate action to redress the grievance and upload ATR in this regard on CPGRAMS portal.
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
Chaitali Panmei (PR. CCIT KTK AND GOA),,,2023-01-31T00:00:00.000+0000,0.0,"PAN jurisdiction vests with CIRCLE 1 ,BHAVNAGAR
"
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-01-31T00:00:00.000+0000,0.0, Kindly look into the matter and upload final status report at the earliest.	
Shri H B S Gill (Pr.CCIT),,,2023-02-01T00:00:00.000+0000,1.0, कृपया इस मामले को देखें और जल्द से जल्द स्टेटस रिपोर्ट अपलोड करें। Kindly look into the matter and upload the status report at the earliest.
RAJESH KUMAR SINHA (The Chief CIT Ahmedabad),,,2023-02-01T00:00:00.000+0000,0.0, Kindly look into the matter and upload the status report at the earliest.
Sandeep Jain (PCIT-1 AHMEDABAD),,,2023-02-01T00:00:00.000+0000,0.0," Kindly look into the matter and upload the status report at the earliest.
"
PURUSHOTTAM KUMAR (Additional CIT R-1 Bhavnagar),,,2023-02-02T00:00:00.000+0000,1.0, Kindly look into the matter and upload the status report at the earliest.
HARI MOHAN MEENA (Deputy Commissioner of Income Tax),,,2023-02-03T00:00:00.000+0000,1.0," Sir, there is no action pending at the level of Jurisdictional Assessing Officer in this case. JAO has passed order u/s.154 of the Act on 21.07.2022 and CPC had accounted the same determining a refund of Rs.1,60,987/-. The release of the refund to the assessee is pending at the level of CPC. Accordingly, the grievance of the assessee may kindly be transferred to the CPC with request to release the refund to the assessee."
PURUSHOTTAM KUMAR (Additional CIT R-1 Bhavnagar),,,2023-02-06T00:00:00.000+0000,3.0," The AO has reported that the release of the refund to the assessee is pending at the level of CPC. Accordingly, the grievance of the assessee may kindly be transferred to the CPC with request to release the refund to the assessee."
PURUSHOTTAM KUMAR (Additional CIT R-1 Bhavnagar),,"Repeat of sl 10
 of (6-2-2023)",2023-02-06T00:00:00.000+0000,0.0," The AO has reported that the release of the refund to the assessee is pending at the level of CPC. Accordingly, the grievance of the assessee may kindly be transferred to the CPC with request to release the refund to the assessee."
Sandeep Jain (PCIT-1 AHMEDABAD),,,2023-02-07T00:00:00.000+0000,1.0," In this case, the AO has reported that necessary rectification order u/s 154 of the Act dated 21.07.2022 has been passed determining refund of Rs.1,60,987/- and accounting of the order has also been closed by the CPC. However, the refund is pending to be released at the end of CPC.

In view of the above, the grievance may kindly be transferred to the DGIT (System) with request to take up the matter with CPC to expedite the release of refund. 
"
RAJESH KUMAR SINHA (The Chief CIT Ahmedabad),,,2023-02-07T00:00:00.000+0000,0.0," In this case, the AO has reported that necessary rectification order u/s 154 of the Act dated 21.07.2022 has been passed determining refund of Rs.1,60,987/- and accounting of the order has also been closed by the CPC. However, the refund is pending to be released at the end of CPC.

In view of the above, the grievance may kindly be transferred to the DGIT (System) with request to take up the matter with CPC to expedite the release of refund. 
"
Shri H B S Gill (Pr.CCIT),,,2023-02-07T00:00:00.000+0000,0.0," In this case, the AO has reported that necessary rectification order u/s 154 of the Act dated 21.07.2022 has been passed determining refund of Rs.1,60,987/- and accounting of the order has also been closed by the CPC. However, the refund is pending to be released at the end of CPC.

In view of the above, the grievance may kindly be transferred to the DGIT (System) with request to take up the matter with CPC to expedite the release of refund. 
"
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-02-08T00:00:00.000+0000,1.0, Kindly look into the matter and upload final status report at the earliest.	
Sh. Y. K. Singh (DGIT),,,2023-02-08T00:00:00.000+0000,0.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-02-14T00:00:00.000+0000,0.0," Dear Sir/Madam, It is seen from CPC portal for the AY 2018-19 order has been processed at CPC determining a refund of Rs. 1,60,990 /-. The said refund is in failed /unpaid status as per CPC records and there is a no valid bank account to release the refund. The taxpayer is requested to validate the bank account through e-filing website as per the procedure given below: i)Go Dashboard - Click on - My Bank Account - click on Update - click on add Bank ii)Account - Enter the Bank account number - confirm bank account number - Select iii)Account Type - Select account Holder Type - IFSC - click on validate - Enter E-mail ID (Registered with Bank), if available iv) Click Pre-validate to verify details from bank. After that taxpayer is requested to nominate the account for refund and file refund re-issue request through e-filing portal.	"
Suja Menon V (Income Tax Officer CPC ITR),,,2023-02-14T00:00:00.000+0000,6.0,"Dear Sir/Madam, 

It is seen from CPC portal for the AY 2018-19 order has been processed at CPC determining a refund of Rs. 1,60,990 /-. The said refund is in failed /unpaid status as per CPC records and there is a no valid bank account to release the refund. The taxpayer is requested to validate the bank account through e-filing website as per the procedure given below:
i)Go Dashboard - Click on - My Bank Account - click on Update - click on add Bank
ii)Account - Enter the Bank account number - confirm bank account number - Select
iii)Account Type - Select account Holder Type - IFSC - click on validate - Enter E-mail ID (Registered with Bank), if available
iv) Click Pre-validate to verify details from bank.
After that taxpayer is requested to nominate the account for refund and file refund re-issue request through e-filing portal."
Sh. Y. K. Singh (DGIT),,,2023-02-14T00:00:00.000+0000,0.0,"Dear Sir/Madam, 

It is seen from CPC portal for the AY 2018-19 order has been processed at CPC determining a refund of Rs. 1,60,990 /-. The said refund is in failed /unpaid status as per CPC records and there is a no valid bank account to release the refund. The taxpayer is requested to validate the bank account through e-filing website as per the procedure given below:
i)Go Dashboard - Click on - My Bank Account - click on Update - click on add Bank
ii)Account - Enter the Bank account number - confirm bank account number - Select
iii)Account Type - Select account Holder Type - IFSC - click on validate - Enter E-mail ID (Registered with Bank), if available
iv) Click Pre-validate to verify details from bank.
After that taxpayer is requested to nominate the account for refund and file refund re-issue request through e-filing portal."
,,,2023-01-31T00:00:00.000+0000,,
"Online PGRO, Online PGRO",,,2023-01-31T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"PGRO, PGRO",,,2023-04-21T00:00:00.000+0000,80.0,"सुना। परिवादी ने अपने आवेदन में अंकित किया है कि सर पूर्वी चम्पारण जिला के आदापुर प्रखण्ड के औरैया के मुखिया के द्वारा औरैया पंचायत के कुछ वार्ड सदस्यों का फर्जी हस्ताक्षरकर मुखिया अकबर देवान पैसा का निकासी कर रहे है और जब वार्ड सदस्य गए पूछने तो मुखिया द्वारा गली दिया गया साथ ही साथ मारने कि धमकी भी दी गई जिसके अलोक में वार्ड सदस्यों ने ब्लाक से लेकर जिला तक अवदेन दिया पर कुछ नहीं हुआ तो वार्ड सदस्यों ने जा कर कोर्ट केस फाइल किया पर मुखिया अकबर देवान को अभी तक आरेस्ट नहीं किया गया और मुखिया जी के द्वारा उप मुखिया दीपू सिंह के उपर एक केस करा दिया गया जो केस नंबर 295 है और धमकी दिया गया कि मेरा केस उठा लो वरना हम भी नहीं छोड़ेगे अतः श्री मन से नम्र निवेदन है कि इसकी जाँच करने कि कृपा कि जाय I

लोक प्राधिकार जिला पंचायत राज पदाधिकारी, पूर्वी चम्पारण, मोतिहारी ने पत्रांक-900, दिनांक-13.03.2023 के द्वारा न्यायालय को अवगत कराया है कि प्रखण्ड पंचायत राज पदाधिकारी, आदापुर के पत्रांक-134, दिनांक-13.03.2023 के द्वारा जाँच कर प्रतिवेदत दिया है किः-

परिवादी श्री दीपू सिंह, द्वारा परिवाद दिया गया है कि ग्राम पंचायत राज-औरैया के मुखिया द्वारा कुछ वार्ड सदस्यों का फर्जी हस्ताक्षर कर पैसा का निकासी किया गया है, इस संबंध में जिला में आवेदन दिया गया जिसपर कोई कार्रवाई नहीं हुई, के संबंध में कहना है कि अद्योहस्ताक्षरी के ज्ञापांक-2605, दिनांक-30.07.2022 के द्वारा प्रखण्ड विकास पदाधिकारी, आदापुर से औरैया पंचायत में फर्जी कार्यकारिणी का गठन कर अवैध ढ़ंग से विकासात्मक कार्य करने के संबंध में जाँच प्रतिवेदन की माँग की गई थी। इस आलोक में प्रखण्ड विकास पदाधिकारी, आदापुर के द्वारा पत्रांक-467, दिनांक-29.08.2022 से जाँच प्रतिवेदन समर्पित की गई है, जो संलग्न है। जिसमें प्रतिवेदन है कि कार्यकारिणी की बैठक में उपस्थित पंचायत सचिव, कार्यपालक सहायक, पंचायत रोजगार सेवक के द्वारा लिखित में यह कहा गया है कि उनके समक्ष दिनांक-01.05.2022 को ग्राम पंचायत भवन में कार्यकारिणी की बैठक हुई है। अद्योहस्ताक्षरी द्वारा दिये गये निर्देश के आलोक में दिनांक-13.08.2022 को कार्यकारिणी की बैठक रखी गई थी, परंतु वार्ड सदस्य द्वारा बहिष्कार किया गया। दिनांक-02.03.2023 को पंचायत भवन औरैया के मुखिया अकबर देवान की अध्यक्"
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
Smt. T. Tonsing Prasad (Pr. CCIT Rajasthan Jaipur),,,2023-01-31T00:00:00.000+0000,0.0," PAN No. : AFZPL7442K
Assessment Year : 2022-2023
The matter pertains to CPC. Therefore, the grievance may be transferred to CPC."
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-01-31T00:00:00.000+0000,0.0, Kindly look into the matter and upload final status report at the earliest.	
Sh. Y. K. Singh (DGIT),,,2023-02-01T00:00:00.000+0000,1.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
Suja Menon V (Income Tax Officer CPC ITR),,,2023-02-15T00:00:00.000+0000,14.0,"Dear Sir/Madam , 

For AY 2022-23 , the processing of taxpayers return will take some time as the same is done in batches . The processing time also depends various automated validation / checks along with tax credit matching and may vary for different taxpayers . However the grievance raised has been noted and once the processing is completed intimation will be sent to taxpayers registered email id .The taxpayers patience in this regard is highly appreciate.
"
Sh. Y. K. Singh (DGIT),,,2023-02-15T00:00:00.000+0000,0.0,"Dear Sir/Madam , 

For AY 2022-23 , the processing of taxpayers return will take some time as the same is done in batches . The processing time also depends various automated validation / checks along with tax credit matching and may vary for different taxpayers . However the grievance raised has been noted and once the processing is completed intimation will be sent to taxpayers registered email id .The taxpayers patience in this regard is highly appreciate.
"
Sh. Ramesh Chand (Jt. DIT E-Services),,,2023-02-15T00:00:00.000+0000,0.0," Dear Sir/Madam , For AY 2022-23 , the processing of taxpayers return will take some time as the same is done in batches . The processing time also depends various automated validation / checks along with tax credit matching and may vary for different taxpayers . However the grievance raised has been noted and once the processing is completed intimation will be sent to taxpayers registered email id .The taxpayers patience in this regard is highly appreciate.	"
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
AMIT ATHALEY (RPFC),,,2023-02-08T00:00:00.000+0000,8.0, Claim in Form 19 settled on 07.02.2023 for Rs. 69172/- vide cheque no. 807084 dt. 08.02.2023 and claim in Form 10C settled on 08.02.2023 for Rs.35760/- vide cheque no. 797214 dt. 08.02.2023.
Daya Singh (SO),,,2023-02-08T00:00:00.000+0000,0.0, Claim in Form 19 settled on 07.02.2023 for Rs. 69172/- vide cheque no. 807084 dt. 08.02.2023 and claim in Form 10C settled on 08.02.2023 for Rs.35760/- vide cheque no. 797214 dt. 08.02.2023.	AMIT ATHALEY (RPFC)
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
Dayal Sharan Sukhdhami (Senior Manager),,,2023-01-31T00:00:00.000+0000,0.0, The complaint has been forwarded to the concerned branch/Zone/department.
Rubi Rani (Manager),,,2023-02-17T00:00:00.000+0000,17.0," महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards
"
,,,2023-01-31T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-07T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,18.0,report has been attached खंड विकास अधिकारी टड़ियावां की जांच आख्या संलग्न है श्रीमान जी प्रकरण की जांच कर जांच आख्या आपकी सेवा में अवलोकनार्थ सादर प्रेषित है कृपया शिकायत निक्षेपित कराने का कष्ट करें
,,,2023-01-31T00:00:00.000+0000,,
Seema (OA PG),,,2023-01-31T00:00:00.000+0000,0.0, Please examine the case and upload the portal by 02/02/2023.
Shri Gourav Singla (DPS Headquarters),,,2023-02-01T00:00:00.000+0000,1.0, Please examine the case and upload the portal by 02/02/2023.
Ms. Jyoti Meena (Sr.Supdt of Post Offices),,,2023-02-02T00:00:00.000+0000,1.0, 
Ms. Jyoti Meena (Sr.Supdt of Post Offices),,"Repeat of sl 4
 of (2-2-2023)",2023-02-02T00:00:00.000+0000,0.0, 
Ms. Jyoti Meena (Sr.Supdt of Post Offices),,,2023-02-03T00:00:00.000+0000,1.0, The article is delivered vide VPMO no. 0813942302V4488749 dated 03.02.2023.
Ms. Jyoti Meena (Sr.Supdt of Post Offices),,"Repeat of sl 6
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0, The article is delivered vide VPMO no. 0813942302V4488749 dated 03.02.2023.
Shri Gourav Singla (DPS Headquarters),,,2023-02-03T00:00:00.000+0000,0.0,"As reported by Meghalaya Postal Division, the article has been delivered vide VPMO no. 0813942302V4488749 dated 03.02.2023."
,,,2023-01-31T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-01T00:00:00.000+0000,20.0,श्रीमान जी रिपोर्ट सादर सेवा में प्रेषित है रिपोर्ट सादर सेवा मे प्रेषित है रिपोर्ट प्रेषित
,,,2023-02-09T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-09T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-31T00:00:00.000+0000,0.0," As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme, the responsibility to identify beneficiary and uploading their correct and verified data after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt.of Odisha"
Sunil Kumar (Under Secretary),,,2023-02-01T00:00:00.000+0000,1.0, Kindly see it for further necessary action.
Gadadhar Nayak (Under Secretary to Government),,,2023-03-18T00:00:00.000+0000,45.0,It is requested to look into the matter and take appropriate action to redress the grievance and upload ATR in this regard on CPGRAMS portal. 
,,,2023-01-31T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,Auto Forwarded
Ashwani kumar Sinha (Commissioner of Income Tax),,,2023-02-02T00:00:00.000+0000,2.0," On perusal of the grievance, it is noticed that the same does not pertain to ITA Division. Hence, the same is returned herewith for further necessary action at your end, as deemed appropriate."
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-02-02T00:00:00.000+0000,0.0," Kindly look into the matter and upload final status report at the earliest.	
"
Smt. T. Tonsing Prasad (Pr. CCIT Rajasthan Jaipur),,,2023-02-03T00:00:00.000+0000,1.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
Meeta Sinha (Pr.CIT1),,,2023-02-03T00:00:00.000+0000,0.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
F. R. MEENA (ADDL CIT),,,2023-02-06T00:00:00.000+0000,3.0, please take up the matter and send ATR 
Shyam Sundar Todwal (Income Tax Officer),,,2023-02-10T00:00:00.000+0000,4.0," With regards to penalty demand, this demand has been already reduced to Nil by giving appeal effect of order passed by Ld. CIT(A) vide order dated 14.11.2019 duly uploaded on system and demand is presently not visible on system.
With regard to refund of VsVs scheme, action has been already taken by this office and refund is to be issued by the CPC Bangalore. if refund is still pending, you may make communication with CPC Bangalore directly. Hence no action is pending at the level of this office"
Smt. T. Tonsing Prasad (Pr. CCIT Rajasthan Jaipur),,,2023-03-06T00:00:00.000+0000,3.0, Kindly pursue the comments at Sl. No 17 and take action accordingly and update the final status report at the earliest.
Meeta Sinha (Pr.CIT1),,,2023-02-14T00:00:00.000+0000,1.0, In view of the report submitted by the AO and Range Head the grievance petition may be transferred to CPC for further necessary action.
Smt. T. Tonsing Prasad (Pr. CCIT Rajasthan Jaipur),,,2023-02-15T00:00:00.000+0000,1.0, In view of the report submitted by the AO and Range Head the grievance petition may be transferred to CPC for further necessary action.
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-02-15T00:00:00.000+0000,0.0, Kindly look into the matter and upload the status report at the earliest.
Sh. Y. K. Singh (DGIT),,,2023-02-15T00:00:00.000+0000,0.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
,,,2023-02-22T00:00:00.000+0000,,Reminder
Suja Menon V (Income Tax Officer CPC ITR),,,2023-02-27T00:00:00.000+0000,12.0,"Dear Sir/Madam, 

As per CPC records for AY 2011-12, jurisdictional AO has submitted the Manual order u/s 250 through ITBA on 18/01/2023 and same has been completed determining a NDNR ( No demand no refund ).Hence, this grievance is to be transferred to concerned JAO for examination of outcome of manual order and if required further necessary action.
"
Sh. Y. K. Singh (DGIT),,,2023-02-27T00:00:00.000+0000,0.0,"Dear Sir/Madam, 

As per CPC records for AY 2011-12, jurisdictional AO has submitted the Manual order u/s 250 through ITBA on 18/01/2023 and same has been completed determining a NDNR ( No demand no refund ).Hence, this grievance is to be transferred to concerned JAO for examination of outcome of manual order and if required further necessary action.
"
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-03-03T00:00:00.000+0000,4.0," कृपया मामले को देखें और जल्द से जल्द स्टेटस रिपोर्ट अपलोड करें । Kindly look into the matter and upload status report at the earliest.
		
"
