OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Anil Kumar Reshi (A.G.M),,,2023-01-23T00:00:00.000+0000,10.0," Complaint is rejected under Clause 16(2)(a) of the Reserve Bank - Integrated Ombudsman Scheme, 2021 : In the opinion of the Ombudsman, there is no deficiency in service"
,,,2023-01-06T00:00:00.000+0000,,
Dipak Kumar Bhuyan (Dy. Secretary PPG),,,2023-01-07T00:00:00.000+0000,0.0," Forwarded for needful action, please."
Shri Alakananda Medhi ACS (Deputy Secretary),,,2023-01-30T00:00:00.000+0000,23.0, GOVAS/E/2023/0000028 is in process. 
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
Shri Sanjeev Kumar Dhupar (General Manager),,,2023-01-07T00:00:00.000+0000,1.0, 
Desk officer ZO Delhi 3 (Manager),,,2023-01-10T00:00:00.000+0000,0.0, ATR Attached
Shri Sanjeev Kumar Dhupar (General Manager),,,2023-02-04T00:00:00.000+0000,25.0, The reply is attached
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
Shri Niraj Kumar Gayagi (Joint Secretary),,,2023-01-09T00:00:00.000+0000,3.0, 
,,,2023-01-11T00:00:00.000+0000,,Try little faster
Shri Ashok Kumar Jain (Member Secretary NALSA),,,2023-01-12T00:00:00.000+0000,3.0," W.r.t your application, it is informed that the Supreme Court Legal Services Committee/ High Court Legal Services Committees/ State Legal Services Authorities/District Legal Services Authorities/Taluka Legal Services Committees are not linked with CPGRAM Portal. Hence, your application has been lodged on the National Legal Services Authority (NALSA) online portal i.e. www.nalsa.gov.in vide D. No. 01/04035/2023, and forwarded to Odisha State Legal Services Authority, with the request to take appropriate action as per the Legal Services Authorities Act, 1987. Further, it is informed that you may view/track the status of your application on the website of the National Legal Services Authority (https://nalsa.gov.in/lsams/nologin/applicationTrackingForm.action) with the help of the above-mentioned Diary Number. In view of the above, the present application is disposed of locally."
Shri Niraj Kumar Gayagi (JOINT SECY),,,2023-01-16T00:00:00.000+0000,10.0," W.r.t your application, it is informed that the Supreme Court Legal Services Committee/ High Court Legal Services Committees/ State Legal Services Authorities/District Legal Services Authorities/Taluka Legal Services Committees are not linked with CPGRAM Portal. Hence, your application has been lodged on the National Legal Services Authority (NALSA) online portal i.e. www.nalsa.gov.in vide D. No. 01/04035/2023, and forwarded to Odisha State Legal Services Authority, with the request to take appropriate action as per the Legal Services Authorities Act, 1987. Further, it is informed that you may view/track the status of your application on the website of the National Legal Services Authority (https://nalsa.gov.in/lsams/nologin/applicationTrackingForm.action) with the help of the above-mentioned Diary Number."
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,,"The Commissioner
Delhi Municipal Corporation
Civic Centre Minto Road
New Delhi 110002

DEAR SIR


SUBJECT : STRUCTURAL AUDIT TO MAKE BUILDING SEISMICALLY COMPLIANT


REF: Your notice AE B RZ 2022-23 508 dated 30.12.2022.


Structural audit is to correctly identify parts or sections of a building that may be in need of immediate repair, renovation or replacement.
Structural audits are performed by licensed consultants who have the required expertise in civil construction and are empanelled with the government authorities.


Your Engineering Department have a list of empanelled structural engineers which is available on MCD Website and they may be engaged for structural audit work


You have issued notice to RWA AASTHA KUNJ to submit the structural audit reports within 30 days from the date of notice with the concerned Zonal Executive Engineer of MCD to ensure seismic stability of the buildings.


AASTHA KUNJ APPRTMENT shall have to be retrofitted, if required as per structure audit, under the supervision of a registered structural engineer, within a further period of 6 months.


I , BINDU SRIRAM RWA PRESIDENT, request you to advise us in the matter and also request you to depute structural engineer at AASTHA KUNJ for structural audit report. Please also inform us procedure for the same.



RWA also request you to arrange a meeting with RWA official either at you office or at AASTHA KUNJ as per your convenience for speedy completion of said assignment.



With REGARDS




BINDU SRIRAM RWA PRESIDENT"
,,,2023-01-30T00:00:00.000+0000,,"The Commissioner 
Municipal Corporation of Delhi 
Delhi 110002
 


SUBJECT: STRUCTURAL AUDIT TO MAKE BUILDING SEISMICALLY COMPLIANT. 


REF 


1. Your notice AE B RZ 2022-23 508 dated 30.12.2022 received on 06.01.2023

2. RWA AASTHA KUNJ Letter dated 06.01.2023 addressed to you.

3. Grievance lodged under CPMG portal under Registration number DARPG/E/2023/0001144 
 Dated 06.01.2023

4. On Line complaint with MCD bearing No. 20230112000000393572 dated 12.01.2023

5. ON line grievance with MCD Under PGMS registration number 2023009439 dated 29.01.2023 



RWA reiterate as follows:

1.Structural audit is to correctly identify parts or sections of a building that may be in need of immediate repair, renovation or replacement. 



2. Structural audits are performed by licensed consultants who have the required expertise in civil construction and are empanelled with the government authorities.


3. MCD Engineering Department has a list of empanelled structural engineers which is available on MCD Website and they may be engaged for structural audit work 

4.MCD has issued notice to RWA AASTHA KUNJ to submit the structural audit reports within 30 days from the date of notice with the concerned Zonal Executive Engineer of MCD to ensure seismic stability of the buildings.

 

5. AASTHA KUNJ APPRTMENT shall have to be retrofitted, if required as per structure audit, under the supervision of a registered structural engineer, within a further period of 6 months.


6. RWA AASTHA KUNJ requests you to advise us in the matter and also to depute structural engineer at AASTHA KUNJ for structural audit report. 

7. Please also inform us procedure for the same.

8. RWA also requests you to arrange a meeting with RWA official either at your office or at AASTHA KUNJ as per your convenience for speedy completion of said assignment."
,,,2023-02-09T00:00:00.000+0000,0.0,
Ravinder (DEO),,,2023-02-09T00:00:00.000+0000,0.0, mcd
Ravinder Kumar (From PGC),,,2023-02-10T00:00:00.000+0000,1.0," This complaint is forwarded on behalf of Govt. of NCT Delhi for taking suitable action to address the grievance. It shall be resolved promptly as per time line and instructions issued vide OM No. S-15/21/2021-O/O DS(PG)-DARPG(7085) dated 27/07/2022 issued by Govt. of India, Ministry of Personnel, Public Grievance and Pensions, Department of Administrative Reforms and Public Grievance(PG division). Upload an action taken report on this website, immediately thereafter. While addressing the grievances, may adhere to the standard practice which includes the following: (i) Grievances be addressed in accordance with the provisions of applicable laws /rules and procedures. (ii) May adopt fair and transparent approach to redress the grievances. (iii) A self-contained redressal report needs to be uploaded. (iv) If the grievance cannot be redressed, a well-reasoned explanatory report be uploaded. (v) If the grievance falls beyond the functional / geographical jurisdiction of the Department, the same may be brought out in explanatory report to be up-linked. Further while disposing grievances if report or any supporting document is to be attached and required to be shown to the complainant, in that case ‘yes’ option should be selected."
commissioner (commissioner),,,2023-02-13T00:00:00.000+0000,3.0, please take necessary action
,,,2023-02-14T00:00:00.000+0000,,"The Commissioner
Delhi Municipal Corporation
Civic Centre Minto Road
New Delhi 110002

DEAR SIR


SUBJECT : STRUCTURAL AUDIT TO MAKE BUILDING SEISMICALLY COMPLIANT. 



REF: 

1.Your notice AE B RZ 2022-23 508 dated 30.12.2022.

2.GRIEVENANCE DARPG/E/2023/0001144 dated 06.01.2023.

3. My reminder dated 24.01.2023 , 30.01.2023 and 14.02.2023



Structural audit is to correctly identify parts or sections of a building that may be in need of immediate repair, renovation or replacement.
Structural audits are performed by licensed consultants who have the required expertise in civil construction and are empanelled with the government authorities.


Your Engineering Department have a list of empanelled structural engineers which is available on MCD Website and they may be engaged for structural audit work


You have issued notice to RWA AASTHA KUNJ to submit the structural audit reports within 30 days from the date of notice with the concerned Zonal Executive Engineer of MCD to ensure seismic stability of the buildings.


AASTHA KUNJ APPRTMENT shall have to be retrofitted, if required as per structure audit, under the supervision of a registered structural engineer, within a further period of 6 months.




I have requested you .


1. To advise us in the matter and inform us procedure for the same.

2. To depute structural engineer at AASTHA KUNJ for structural audit report.

3. To arrange a meeting with RWA official either at your office or at AASTHA KUNJ for structural audit.

BUT All IN VIEN.


AASTHA KUNJ is DDA SOCIETY and your cooperation is needed to accomplish this task. But your silence in the matter will prolong this matter. Please take appropriate steps to resolve the Grievenance. 




With REGARDS



BINDU SRIRAM RWA PRESIDENT"
MS. ANKITA MISHRA (DY. COMMISSIONER),,,2023-02-22T00:00:00.000+0000,9.0, Please take necessary action.
Sanjay Yadav (EEB1),,,2023-02-24T00:00:00.000+0000,2.0," In reference to the instant grievance, the complainant is requested to comply with the directions contained in the Notice No.508 dated 30.12.2022 or he may visit this office on any working day between 3 to 5 PM so that his grievance could be resolved."
MS. ANKITA MISHRA (DY. COMMISSIONER),,,2023-02-27T00:00:00.000+0000,3.0," In reference to the instant grievance, the complainant is requested to comply with the directions contained in the Notice No.508 dated 30.12.2022 or he may visit this office on any working day between 3 to 5 PM so that his grievance could be resolved."
commissioner (commissioner),,,2023-02-28T00:00:00.000+0000,1.0," In reference to the instant grievance, the complainant is requested to comply with the directions contained in the Notice No.508 dated 30.12.2022 or he may visit this office on any working day between 3 to 5 PM so that his grievance could be resolved."
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
Mrs. Shakuntala Patnaik (Dy. CLC C),,,2023-01-30T00:00:00.000+0000,24.0, 
Tej Bahadur (Deputy Chief Labour Commissioner Central),,,2023-02-11T00:00:00.000+0000,12.0, Matter pertains to GEM Portal and DGR
Deputy Chief Labour Commissioner C -PG (Dy. CLC C),,,2023-02-13T00:00:00.000+0000,2.0," Matter pertains to GEM Portal and DGR
"
Assistant Section Officer PG-UT (Assistant Section Officer),,,2023-02-13T00:00:00.000+0000,0.0, 
Shri D. K. Rai (JS E),,,2023-02-15T00:00:00.000+0000,2.0, Matter pertains to Department of Ex Serviceman Welfare. Hence returned.
Section Officer PG-SB (SO),,,2023-02-16T00:00:00.000+0000,1.0, 
Section Officer PG-SB (SO),,"Repeat of sl 9
 of (16-2-2023)",2023-02-16T00:00:00.000+0000,0.0, 
Section Officer PG-SB (SO),,"Repeat of sl 9
 of (16-2-2023)",2023-02-16T00:00:00.000+0000,0.0, 
Shukla Ghosh (Section Officer),,,2023-02-17T00:00:00.000+0000,1.0, The subject matter does not pertain to this department.
Section Officer PG-MH (SO),,,2023-02-23T00:00:00.000+0000,6.0, 
Ms. Nidhi Mani Tripathi (Joint Secretary PG),,,2023-02-23T00:00:00.000+0000,0.0," It is requested to examine, take appropriate action and send a suitable reply to the petitioner. The reply given to the petitioner may also be uploaded on CPGRAMS."
Anand Kumar Mishra (Deputy CEO),,,2023-02-24T00:00:00.000+0000,1.0, Grievance is under process.
Anand Kumar Mishra (Deputy CEO),,,2023-03-02T00:00:00.000+0000,6.0," It may please be noted that GeM in line with DOE OM No. F.6/1/2023-PPD dated 06.01.2023 has revised the minimum service charge for the commission based Manpower Outsourcing services from 0.85 percent to 3.85 percent. Furthermore, the procuring entities can now fix the service charges above 3.85 percent with proper justification on file, wherever required. However, such service charges cannot exceed 7 percent in any case.
"
Ms. Nidhi Mani Tripathi (Joint Secretary PG),,,2023-03-03T00:00:00.000+0000,1.0," It may please be noted that GeM in line with DOE OM No. F.6/1/2023-PPD dated 06.01.2023 has revised the minimum service charge for the commission based Manpower Outsourcing services from 0.85 percent to 3.85 percent. Furthermore, the procuring entities can now fix the service charges above 3.85 percent with proper justification on file, wherever required. However, such service charges cannot exceed 7 percent in any case."
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
K KALPANA (Additional Commissioner),,Reminder of sl 3,2023-01-17T00:00:00.000+0000,8.0, Please expedite--1st REMINDER.
,,,2023-01-17T00:00:00.000+0000,,Please Process
,,,2023-01-18T00:00:00.000+0000,,"Sir, how much time will it take"
K KALPANA (Additional Commissioner),,Reminder of sl 3,2023-01-20T00:00:00.000+0000,3.0, Please expedite-2nd REMINDER.
K KALPANA (Additional Commissioner),,Reminder of sl 3,2023-01-23T00:00:00.000+0000,3.0, Please expedite-3rd REMINDER.
K KALPANA (Additional Commissioner),,Reminder of sl 3,2023-01-23T00:00:00.000+0000,0.0, Please expedite-3rd REMINDER.
MD. SHAHREYAR IQBAL FAISAL (Commissioner),,,2023-01-23T00:00:00.000+0000,0.0," The Concerned taxpayer falls under the, jurisdiction of State Authority. Whereas, in connection to the matter of filling TRAN-1, para 2 of the Circular No. 182/14/2022-GST dated 10the November, 2022 may be referred to wherein, as per the direction of the Hon ble Court, common portal would be opened for filling prescribed forms for availing Transitional Credit through Tran-I & Tran-2 for two months from 01.10.2022 to 30.11.2022 only. Further, filing of GSTR-1 and 3B returns is in no way related to filing of TRAN-1 Credit form. The problem faced by concerned taxpayer is due to technical glitch. The ticket may be raised in the help desk"
K KALPANA (Additional Commissioner),,,2023-01-25T00:00:00.000+0000,2.0," The Concerned taxpayer falls under the, jurisdiction of State Authority. Whereas, in connection to the matter of filling TRAN-1, para 2 of the Circular No. 182/14/2022-GST dated 10the November, 2022 may be referred to wherein, as per the direction of the Hon ble Court, common portal would be opened for filling prescribed forms for availing Transitional Credit through Tran-I & Tran-2 for two months from 01.10.2022 to 30.11.2022 only. Further, filing of GSTR-1 and 3B returns is in no way related to filing of TRAN-1 Credit form. The problem faced by concerned taxpayer is due to technical glitch. The ticket may be raised in the help desk."
K KALPANA (Additional Commissioner),,,2023-01-09T00:00:00.000+0000,3.0, Please redress.
,,,2023-01-10T00:00:00.000+0000,,Please process at the earliest as our buyers will not be able to claim the input credit
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
RAMAKRISHNAN S (Assistant Provident Fund Commissioner_Grievance Officer),,,2023-01-12T00:00:00.000+0000,6.0," Sir, it is to inform you that you have been allotted an UAN 101904170422. It is requested to prefer Form-13 for transferring the PF amount. The transfer out will be done with up to date interest. "
Makhan Lal (Section Officer),,,2023-01-12T00:00:00.000+0000,0.0," Sir, it is to inform you that you have been allotted an UAN 101904170422. It is requested to prefer Form-13 for transferring the PF amount. The transfer out will be done with up to date interest.	RAMAKRISHNAN S (Assistant Provident Fund Commissioner_Grievance Officer)	
"
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
AWADHESH KUMAR SINGH (RPFC I),,,2023-01-09T00:00:00.000+0000,3.0, Please find attached herewith copy of reply vide letter number GJ/AHD/PF/ADMIN-II/MEDICAL/300 dated 04/01/2023. This is for kind information please.
Pritam Kumar (SO),,,2023-01-09T00:00:00.000+0000,0.0, Please find attached herewith copy of reply vide letter number GJ/AHD/PF/ADMIN-II/MEDICAL/300 dated 04/01/2023. This is for kind information please.	AWADHESH KUMAR SINGH (RPFC I)	
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-31T00:00:00.000+0000,25.0," As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme, the responsibility to identify beneficiary and uploading their correct and verified data after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt.of TAMILNADU"
Sunil Kumar (Under Secretary),,,2023-02-01T00:00:00.000+0000,1.0, 
R. Rampradeepan (Special Officer),,,2023-02-02T00:00:00.000+0000,1.0, 
District Collector (District Collector),,,2023-03-18T00:00:00.000+0000,44.0, Joint Director Agriculture Vellore in his reply dated 15.03.2023 has accepted the petitioners claim for benefit under PM KISAN scheme 
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
Sh. Javaid Ahmad Haji (Sr. Supdt. Post offices),,,2023-01-11T00:00:00.000+0000,5.0," The said article has been delivered on 07.01.2023 by Bhadervah SO. Hence, case may be closed."
ADPS PG (ADPS PG),,,2023-01-11T00:00:00.000+0000,0.0, The said article has been delivered on 07.01.2023 by Bhadervah SO.
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
MD Ashraf Kamil (RPFC I),,,2023-01-10T00:00:00.000+0000,4.0,"It is to submit that the complainant Mr. Gopal Thakur having UAN -101322027182, present PF A/c No. WBTLO27096580000010043, has filed a grievance regarding non-merger / transfer of his past accumulations amount and service details to his aforesaid PF A/c No. from three PF A/c No.s.
On scrutiny of this instant grievance, it is to submit that the past accumulations and service details from PF A/c No.s(1) WBCAL00606380000010185, (2) WBTLO17199900000010165 & (3) WBCAL00401950000010191 of transfer claims dated 12.11.2022 have been received / merged with his present PF A/c No. WBTLO27096580000010043 by this office. 
As such, this instant grievance may please be closed from this end. "
Pritam Kumar (SO),,,2023-01-10T00:00:00.000+0000,0.0," It is to submit that the complainant Mr. Gopal Thakur having UAN -101322027182, present PF A/c No. WBTLO27096580000010043, has filed a grievance regarding non-merger / transfer of his past accumulations amount and service details to his aforesaid PF A/c No. from three PF A/c No.s. On scrutiny of this instant grievance, it is to submit that the past accumulations and service details from PF A/c No.s(1) WBCAL00606380000010185, (2) WBTLO17199900000010165 & (3) WBCAL00401950000010191 of transfer claims dated 12.11.2022 have been received / merged with his present PF A/c No. WBTLO27096580000010043 by this office. As such, this instant grievance may please be closed from this end.	MD Ashraf Kamil (RPFC I)	"
,,,2023-01-06T00:00:00.000+0000,,
Niraj Sharan (Assistant Director General),,,2023-01-09T00:00:00.000+0000,0.0,"Sir, Kindly get the matter examined and inform the complainant accordingly. Regards, 
"
"Assistant Secretary to CM, Assistant Secretary to CM",,,2023-01-09T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-02-08T00:00:00.000+0000,,"I Had tried to secure L1 VIP Darshan , but I was asked to pay 12000 per ticket as entry fee which is beyond my reach for 5 member it comes to 60000 , I request the honourable government to give one chance to have a good Darshan of Lord Balaji at Tirupathi ."
,,,2023-01-06T00:00:00.000+0000,,
,,,2023-01-06T00:00:00.000+0000,0.0,Auto Forwarded
Saurav Ghose (Astt. Secy to AGM NFR),,,2023-01-09T00:00:00.000+0000,3.0, Plz process
S.Sengupta (Dy CCM PM HQ MLG),,,2023-01-10T00:00:00.000+0000,1.0, please look in the matter.
ACM Coaching Refund (ACM Coaching Refund),,,2023-01-11T00:00:00.000+0000,1.0," As per enquiry status your claim for refund amount was already credited into bank account. 
(i) Against cancellation of PNR NO. 6213575724, the amount Rs.4,190.56/- was refunded on 04.01.2023 vide BANK RFND TXN ID 9017330103123838 , SETTLEMENT ID 100003863633014 and
(ii) Against cancellation of PNR NO. 2734493014, the amount Rs.3,930.56/- was refunded on 03.01.2023 vide BANK RFND TXN ID 3307330103111455 , SETTLEMENT ID 100003863633010.
"
