OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
MR.M N NAWALE-CHIEF MANAGER (CHIEF MANAGER),,,2023-01-17T00:00:00.000+0000,8.0,"We hereby inform that the due drawn is made from 01.01.2006 to 31.12.2022 duly considering circulars of PCDA and the arrears of Rs 248652/- is credited on 11.01.2023
CPPC "
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Nodal Officer (GM),,,2023-01-10T00:00:00.000+0000,2.0," कृपया शिकायत की जांच समयबद्ध रूप से करने की व्‍यवस्‍था करें और शिकायतकर्ता को उपयुक्त उत्तर भेजें और उसके निपटान के तुरंत बाद शिकायतकर्ता को भेजें गए उत्तर को सीपीग्राम्स पोर्टल पर भी अपनी टिप्पणी/ कार्रवाई के साथ अपलोड करें। 
Kindly arrange to examine and redress the grievance and give an appropriate reply to the complainant within a time-bound manner. After redressal, a copy of the reply given to the complainant along with your comments/action may be uploaded on the CPGRAMS portal. 
"
Ashish Joshi (Senior Manager Service Quality),,,2023-01-11T00:00:00.000+0000,1.0, 
Ashish Joshi (Senior Manager Service Quality),,,2023-01-13T00:00:00.000+0000,2.0,"We refer to the complaint bearing CPGRAMS – DEABD/E/2023/0002557 lodged by Mrs. Patel laxmiben. Please find enclosed the copy of e-mail sent to the customer for your ready reference and shall be glad to provide any further clarifications required in the said matter.
"
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-16T00:00:00.000+0000,,"I had submitted a grievance vide registration number CBODT/E/2023/0001528, but the same was not processed till now, so it is therefore requested that please take necessary action as earliest as possible"
Reena Sinha Puri (Pr. CCIT NaFAC),,,2023-01-25T00:00:00.000+0000,17.0," This is a request for rectification for order passed u/s 147 by FAO for AY 2013-14. National Faceless Assessment Center (NaFAC) works on issues related to ongoing faceless assessment cases within the ambit of section 144B of the Act. All post faceless assessment related grievances are to be handled by the JAO. On completion of faceless assessment, the records have also been transferred to the relevant JAO. Thus this grievance should be transferred to the relevant JAO for further necessary action. Grievance may be treated as settled from this end."
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-01-29T00:00:00.000+0000,4.0, Kindly look into the matter and upload final status report at the earliest.	
Sh.SHISHIR JHA (Pr. CCIT. Kanpur),,,2023-01-30T00:00:00.000+0000,1.0, Kindly look into the matter and upload final status report at the earliest.	
Ram Mohan Tewari (Pr. Commissioner of Income Tax),,,2023-01-31T00:00:00.000+0000,1.0, Kindly look into the matter and upload the action taken report in view of the comments mentioned at S.No.4 of the action history.
Rajeev Kumar Singh (Jt. Commissioner of Income tax),,,2023-02-02T00:00:00.000+0000,2.0, Please look into the matter and upload the action taken report in view of the comments mentioned at S.No.4 of the action history.
Sachin Kumar (Income Tax officer),,,2023-02-06T00:00:00.000+0000,4.0," The said order passed by the AO is now subject mater of the Appeal. You can now file appeal before the CIT(A) against this order. At this stage, this order can not be rectified by this office."
Rajeev Kumar Singh (Jt. Commissioner of Income tax),,,2023-02-06T00:00:00.000+0000,0.0," As reported by the AO, the order passed by the AO is now subject mater of the Appeal. Therefore, the same can not be rectified and grievance may kindly be settled from this office. "
Ram Mohan Tewari (Pr. Commissioner of Income Tax),,,2023-02-06T00:00:00.000+0000,0.0,"The JAO has reported that the assessment order passed by the AO is now the subject matter of the Appeal. Now the applicant is requested to file an appeal before the CIT(A) against this order. The JAO is not able to rectify the same at this stage. Therefore, the same may kindly be treated as disposed of. "
Sh.SHISHIR JHA (Pr. CCIT. Kanpur),,,2023-02-06T00:00:00.000+0000,0.0,"The JAO has reported that the assessment order passed by the AO is now the subject matter of the Appeal. Now the applicant is requested to file an appeal before the CIT(A) against this order. The JAO is not able to rectify the same at this stage. Therefore, the same may kindly be treated as disposed of. "
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-02-06T00:00:00.000+0000,0.0," The JAO has reported that the assessment order passed by the AO is now the subject matter of the Appeal. Now the applicant is requested to file an appeal before the CIT(A) against this order. The JAO is not able to rectify the same at this stage. Therefore, the same may kindly be treated as disposed of.	"
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
S AZHAHIYA MANAVALAN (RPFC II),,,2023-01-11T00:00:00.000+0000,3.0, Required corrections made and KYC updated in respect of the member. 
S AZHAHIYA MANAVALAN (RPFC II),,,2023-01-11T00:00:00.000+0000,0.0, Required corrections made and KYC updated in respect of the member. 
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
VINOD KUMAR (DS),,,2023-01-09T00:00:00.000+0000,1.0," Public Grievance filed by you does not pertain to NITI Aayog. Further, as per the Allocation of Business Rules, the Public Grievance is being transferred to State Government of Gujarat."
N.J.Chitaria (Deputy Secretary),,,2023-01-10T00:00:00.000+0000,1.0,"forwarded for necessary action, please."
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-10T00:00:00.000+0000,0.0, 
Shabana kureshi (Deputy Secretary),,,2023-01-12T00:00:00.000+0000,2.0, Please do needful
Rajkumar Beniwal (Commissioner),,,2023-01-17T00:00:00.000+0000,5.0," Please do needful
"
Smt. Meetaben Brahmbhatt (Chief officer),,,2023-01-17T00:00:00.000+0000,0.0, Please do needful
Jatinkumar V. Maheta (CHIEF OFFICER),,,2023-01-23T00:00:00.000+0000,6.0,Nagarpalika has issued a notice and asked to stop ongoing work action will be taken as per GTP Act 1976.
Smt. Meetaben Brahmbhatt (Chief officer),,,2023-01-23T00:00:00.000+0000,0.0,Nagarpalika has issued a notice and asked to stop ongoing work action will be taken as per GTP Act 1976.
Rajkumar Beniwal (Commissioner),,,2023-01-24T00:00:00.000+0000,1.0,Nagarpalika has issued a notice and asked to stop ongoing work action will be taken as per GTP Act 1976.
Rajkumar Beniwal (Commissioner),,"Repeat of sl 11
 of (24-1-2023)",2023-01-24T00:00:00.000+0000,0.0,Nagarpalika has issued a notice and asked to stop ongoing work action will be taken as per GTP Act 1976.
Rajkumar Beniwal (Commissioner),,"Repeat of sl 11
 of (24-1-2023)",2023-01-24T00:00:00.000+0000,0.0,Nagarpalika has issued a notice and asked to stop ongoing work action will be taken as per GTP Act 1976.
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-25T00:00:00.000+0000,0.0, Nagarpalika has issued a notice and asked to stop ongoing work action will be taken as per GTP Act 1976.
Shabana kureshi (Deputy Secretary),,,2023-01-25T00:00:00.000+0000,1.0,Nagarpalika has issued a notice and asked to stop ongoing work action will be taken as per GTP Act 1976.
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Sh. Shambhu Kumar Singh (Deputy Secretary),,,2023-04-12T00:00:00.000+0000,94.0," This department provides financial and technical assistance to State/ UTs for coverage of tap water connections in rural areas of the country. The powers to plan, select and implement the drinking water supply schemes, are vested in State Government. It pertains to State Government."
"Aarti Balodi, Nodal Officer",,,2023-04-12T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Udayraj Singh(L3), प्रबन्ध निदेशक",,,2023-05-09T00:00:00.000+0000,27.0,Complain has been closed as per the letter of L1 officer.
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
PHANI BHUSHAN SINGH (ADDITIONAL DIRECTOR GENERAL DELHI),,,2023-01-09T00:00:00.000+0000,1.0, Please take necessary action to redress the petition and a suitable reply may also be sent to the petitioner and copy upload on portal within 20 days.
UJJWAL MITRA (CHIEF ENGINEER NDZ 3),,,2023-01-09T00:00:00.000+0000,0.0,Please take necessary action to redress the petition and a suitable reply may also be sent to the petitioner and copy upload on portal within 20 days.
Yogesh Kumar Garg (EXECUTIVE ENGINEER ELECTRICAL),,,2023-01-09T00:00:00.000+0000,0.0, Please take necessary action to redress the petition and a suitable reply may also be sent to the petitioner and copy upload on portal within 5 days.
Gajender Kumar (Assistant Engineer Elect.),,,2023-01-11T00:00:00.000+0000,2.0, PG case has been disposed
Sanjay Mehta (EXECUTIVE ENGINEER ELECTRICAL),,,2023-01-12T00:00:00.000+0000,1.0,PG case been dispose. 
UJJWAL MITRA (CHIEF ENGINEER NDZ 3),,,2023-01-13T00:00:00.000+0000,1.0,PG case been dispose. 
PHANI BHUSHAN SINGH (ADDITIONAL DIRECTOR GENERAL DELHI),,,2023-01-16T00:00:00.000+0000,3.0, disposed
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Krishna Deo Prasad Sahu (Director),,,2023-01-09T00:00:00.000+0000,1.0," Dear Resident ,
 The EID ( 2992151526380020221212152839) number mentioned by you has been successfully updated . Please visit our official website uidai.gov.in (https://myaadhaar.uidai.gov.in/genricDownloadAadhaar ) to download your Aadhaar. Please use first four alphabets of your name in upper case and year of birth as a password to open the E-Aadhaar pdf file. For further update you may call at 9031002292 / 9031002298 (Monday toFriday 10 AM to 5 PM) . "
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-31T00:00:00.000+0000,23.0," As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme, the responsibility to identify beneficiary and uploading their correct and verified data after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt.of JHARKHAND"
Sahdev Singh (Deputy Secretary PG),,,2023-02-01T00:00:00.000+0000,1.0, 
Pushpa (DATA ENTRY OPERATOR),,,2023-02-01T00:00:00.000+0000,0.0, 
AVINASH KUMAR (DPRO),,,2023-02-02T00:00:00.000+0000,1.0, sir... please case dispose
DR. RAVI KUMAR (CIRCLE OFFICE THAKURGANGTI),,,2023-05-10T00:00:00.000+0000,97.0, problem has been resolved
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-09T00:00:00.000+0000,1.0,"As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme the responsibility to identify beneficiary and uploading their correct and verified data including land records after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt. Of Odisha"
Sahdev Singh (Deputy Secretary PG),,,2023-01-10T00:00:00.000+0000,1.0, 
Gadadhar Nayak (Under Secretary to Government),,,2023-03-14T00:00:00.000+0000,63.0, It is requested to take appropriate action to redress the grievance and ATR thereon be uploaded in CPGRAMS Portal.
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Nodal Officer (GM),,,2023-01-10T00:00:00.000+0000,2.0," कृपया शिकायत की जांच समयबद्ध रूप से करने की व्‍यवस्‍था करें और शिकायतकर्ता को उपयुक्त उत्तर भेजें और उसके निपटान के तुरंत बाद शिकायतकर्ता को भेजें गए उत्तर को सीपीग्राम्स पोर्टल पर भी अपनी टिप्पणी/ कार्रवाई के साथ अपलोड करें। 
Kindly arrange to examine and redress the grievance and give an appropriate reply to the complainant within a time-bound manner. After redressal, a copy of the reply given to the complainant along with your comments/action may be uploaded on the CPGRAMS portal. 
"
Shri Vikramjit Singh Randhawa (Deputy General Manager),,,2023-01-13T00:00:00.000+0000,3.0," CMS ref N202223023378383
"
U Srinath (Deputy Ombudsman),,,2023-01-17T00:00:00.000+0000,4.0," With reference to your representation on CPGRAMS portal, please note that your complaint has been registered with RBI vide CMS No. N202223023378383 and will be disposed in coordination with MAHARASHTRA GRAMIN BANK. You will be intimated about disposal of the case in due course by way of a closure letter. "
,,,2023-01-08T00:00:00.000+0000,,
N.J.Chitaria (Deputy Secretary),,,2023-01-10T00:00:00.000+0000,1.0,"forwarded for necessary action, please."
Shabana kureshi (Deputy Secretary),,,2023-01-12T00:00:00.000+0000,2.0, Please do needful
Smt. Meetaben Brahmbhatt (Chief officer),,,2023-01-17T00:00:00.000+0000,0.0, Please do needful
Smt. Meetaben Brahmbhatt (Chief officer),,,2023-01-23T00:00:00.000+0000,0.0,Notice has been Issued by Nagarpalika asking to Produce Documents action will be taken as per GTP Act 1976.
Shabana kureshi (Deputy Secretary),,,2023-01-25T00:00:00.000+0000,1.0,Notice has been Issued by Nagarpalika asking to Produce Documents action will be taken as per GTP Act 1976.
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
VINOD KUMAR (DS),,,2023-01-09T00:00:00.000+0000,1.0," Public Grievance filed by you does not pertain to NITI Aayog. Further, as per the Allocation of Business Rules, the Public Grievance is being transferred to State Government of Gujarat."
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-10T00:00:00.000+0000,0.0, 
Rajkumar Beniwal (Commissioner),,,2023-01-17T00:00:00.000+0000,5.0," Please do needful
"
Jatinkumar V. Maheta (CHIEF OFFICER),,,2023-01-23T00:00:00.000+0000,6.0,Notice has been Issued by Nagarpalika asking to Produce Documents action will be taken as per GTP Act 1976.
Rajkumar Beniwal (Commissioner),,,2023-01-24T00:00:00.000+0000,1.0,Notice has been Issued by Nagarpalika asking to Produce Documents action will be taken as per GTP Act 1976.
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-25T00:00:00.000+0000,0.0, Notice has been Issued by Nagarpalika asking to Produce Documents action will be taken as per GTP Act 1976.
,,,2023-01-08T00:00:00.000+0000,,
OSD09 (OSD),,,2023-01-13T00:00:00.000+0000,0.0, Please issue acknowledgement and furnish reply to the petitioner after examining and settling the complaint as per the rules. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
Kalyan Mahapatra (Chief Manager),,,2023-01-13T00:00:00.000+0000,0.0," Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
"
Mr. Shashi Ranjan (Dy General Manager),,,2023-01-25T00:00:00.000+0000,12.0,"The complainant has been informed, copy of the same is enclosed."
Pawan Kumar Gupta (Chief Manager),,,2023-01-27T00:00:00.000+0000,2.0," The customer has been advised suitably, copy enclosed. "
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Mr. Rajnish Srivastava (Senior Manager Commercial),,,2023-01-08T00:00:00.000+0000,0.0, Please process full refund and debit the amount to the Call Centre.
Mrs. Manjit Kaur (AGM),,,2023-01-09T00:00:00.000+0000,1.0, please check action history hence close
Mr. Rajnish Srivastava (Senior Manager Commercial),,Reminder of sl 5,2023-01-09T00:00:00.000+0000,0.0, REMINDER
Suman Rawat (ASSISTANT MANAGER),,,2023-01-14T00:00:00.000+0000,5.0, 
Suman Rawat (ASSISTANT MANAGER),,"Repeat of sl 8
 of (14-1-2023)",2023-01-14T00:00:00.000+0000,0.0, 
,,,2023-01-17T00:00:00.000+0000,,"Already its been a Year that the issue is not resolved with the refund.So Please dont close just with Remarks as it happened with last 2 grivences below with out any refund.
Please call me on +46-730206353 or message me on indian number +91-9986629378
MOCAV/E/2022/00463--
MOCAV/E/2022/05131--"
Suman Rawat (ASSISTANT MANAGER),,,2023-01-28T00:00:00.000+0000,14.0," Ticket no:2137150702/3/4/5 
 Refund of INR7796 (1949X4 ) was as per applicable fare rule.
NO SHOW charges were not deducted"
Mr. Rajnish Srivastava (Senior Manager Commercial),,,2023-01-29T00:00:00.000+0000,1.0," Ticket no:2137150702/3/4/5
Refund of INR7796 (1949X4 ) was as per applicable fare rule.
NO SHOW charges were not deducted"
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
PGHAR (AGMPG),,,2023-01-09T00:00:00.000+0000,1.0, -
MR. K. K Mehta (DGM),,,2023-01-09T00:00:00.000+0000,0.0, 
,,,2023-01-10T00:00:00.000+0000,,Please look into the matter
MR. K. K Mehta (DGM),,,2023-01-25T00:00:00.000+0000,16.0,COMPLAINT HAS BEEN RESOLVED.
PGHAR (AGMPG),,,2023-01-25T00:00:00.000+0000,0.0,issue has been resolved and customer is satisfied now
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
BRIJESH KUMAR MISHRA (RPFC I),,,2023-01-09T00:00:00.000+0000,1.0, KYC aadhaar seeding-comp-5
BRIJESH KUMAR MISHRA (RPFC I),,,2023-01-09T00:00:00.000+0000,0.0," आधार को नियोक्ता द्वारा लिंक किया जाना है। यदि नियोक्ता अपने कर्तव्य का पालन करने में विफल रहता है तो इस कार्यालय द्वारा आगे की कार्रवाई की जा सकती है। नियोक्ता की विफलता का पता लगाने के लिए, सदस्य सभी सहायक दस्तावेजों के साथ इस कार्यालय को उचित शिकायत भेज सकता है जो यह दर्शाता हो कि सदस्य ने नियोक्ता के साथ अपना अनुरोध किया था और उचित अवसर दिए जाने के बावजूद नियोक्ता अपने कर्तव्य में विफल रहा। सदस्य को तदनुसार सलाह दी जा सकती है।"
Pritam Kumar (SO),,,2023-01-10T00:00:00.000+0000,1.0," आधार को नियोक्ता द्वारा लिंक किया जाना है। यदि नियोक्ता अपने कर्तव्य का पालन करने में विफल रहता है तो इस कार्यालय द्वारा आगे की कार्रवाई की जा सकती है। नियोक्ता की विफलता का पता लगाने के लिए, सदस्य सभी सहायक दस्तावेजों के साथ इस कार्यालय को उचित शिकायत भेज सकता है जो यह दर्शाता हो कि सदस्य ने नियोक्ता के साथ अपना अनुरोध किया था और उचित अवसर दिए जाने के बावजूद नियोक्ता अपने कर्तव्य में विफल रहा। सदस्य को तदनुसार सलाह दी जा सकती है।	BRIJESH KUMAR MISHRA (RPFC I)"
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Kalyan Mahapatra (Chief Manager),,,2023-01-09T00:00:00.000+0000,1.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
Shri Vivek Bajpai (Dy General Manager),,,2023-01-17T00:00:00.000+0000,8.0,"Dear Sir,
With reference to the complaint we submit that customer has been suitably replied copy of which is attached for reference.
In view of the above we request for closure of the complaint .Regards
"
Pawan Kumar Gupta (Chief Manager),,,2023-01-19T00:00:00.000+0000,2.0," The customer has been advised suitably, copy enclosed."
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Kamini Chauhan Ratan (Joint Secretary),,,2023-01-09T00:00:00.000+0000,1.0, The matter may kindly be examined and forwarded for further necessary action please.
B.K.Singh (Deputy Secretary),,,2023-01-12T00:00:00.000+0000,3.0, Pertains to Higher Education Department of State Govt. of Haryana. PG Section is requested to forward the grievance to the CPGRAMS portal of State Govt. of Haryana for taking necessary action.
Kamini Chauhan Ratan (Joint Secretary),,,2023-01-16T00:00:00.000+0000,4.0, Pertains to Higher Education Department of State Govt. of Haryana. PG Section is requested to forward the grievance to the CPGRAMS portal of State Govt. of Haryana for taking necessary action.
Sh. Bherav Dutt (DS),,,2023-01-16T00:00:00.000+0000,0.0, Pertains to Higher Education Department of State Govt. of Haryana.
Assistant2 (Asstt.),,,2023-01-16T00:00:00.000+0000,0.0, Forwarded for necessary action.
Nodal officer of the deptt (ACS),,,2023-01-27T00:00:00.000+0000,11.0, not concerned with Higher Education.
Jarnail Singh (Supervisor),,,2023-01-28T00:00:00.000+0000,1.0, Take appropriate/necessary action and send report. 
Nodal officer of the deptt (PS),,,2023-01-30T00:00:00.000+0000,2.0, Please forward the same to University Branch 
K.P Singh (Joint Director),,,2023-01-30T00:00:00.000+0000,0.0, Please take action and resolve the grievance.
Sanjeev kumar (Deputy Director),,,2023-02-01T00:00:00.000+0000,2.0, Please take action and resolve the grievance.
Dr. Sunil Kumar Garg (Registrar),,,2023-02-10T00:00:00.000+0000,9.0," As per the information received from the concerned department w.r.t the grievance, it is stated that the complainant had applied for fee refund of Rs. 57,189/- on 20th Oct, 2022 which has already been transferred in the bank A/C no. 50100467265434 of Sh. Anil Kumar by the University Vide UTR no. IOBAN23016639143 on 16.01.2023 (copy attached). In this regard, the concerned student has got his fee refund amount to Rs. 57189/-. Further, it may be requested to dispose of the grievance at your end."
Sanjeev kumar (Deputy Director),,,2023-02-17T00:00:00.000+0000,7.0,"University has intimated that the complainant had applied for fee refund of Rs. 57,189/- on 20th Oct, 2022 which has already been transferred in the bank A/C no. 50100467265434 of Sh. Anil Kumar by the University Vide UTR no. IOBAN23016639143 on 16.01.2023 (copy attached). In this regard, the concerned student has got his fee refund amount to Rs. 57189/-. In view of this, it is requested to dispose of the grievance."
K.P Singh (Joint Director),,,2023-02-20T00:00:00.000+0000,3.0,"University has intimated that the complainant had applied for fee refund of Rs. 57,189/- on 20th Oct, 2022 which has already been transferred in the bank A/C no. 50100467265434 of Sh. Anil Kumar by the University Vide UTR no. IOBAN23016639143 on 16.01.2023 (copy attached). In this regard, the concerned student has got his fee refund amount to Rs. 57189/-. In view of this, it is requested to dispose of the grievance."
Nodal officer of the deptt (PS),,,2023-02-20T00:00:00.000+0000,0.0,"University has intimated that the complainant had applied for fee refund of Rs. 57,189/- on 20th Oct, 2022 which has already been transferred in the bank A/C no. 50100467265434 of Sh. Anil Kumar by the University Vide UTR no. IOBAN23016639143 on 16.01.2023 (copy attached). In this regard, the concerned student has got his fee refund amount to Rs. 57189/-. In view of this, it is requested to dispose of the grievance."
Jarnail Singh (Supervisor),,,2023-02-22T00:00:00.000+0000,2.0, As per report of the Department.
,,,2023-01-08T00:00:00.000+0000,,
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-09T00:00:00.000+0000,1.0,"As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme the responsibility to identify beneficiary and uploading their correct and verified data including land records after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt. Of Odisha"
Sahdev Singh (Deputy Secretary PG),,,2023-01-10T00:00:00.000+0000,1.0, 
Gadadhar Nayak (Under Secretary to Government),,,2023-03-14T00:00:00.000+0000,63.0, It is requested to take appropriate action to redress the grievance and ATR thereon be uploaded in CPGRAMS Portal.
Jatinkumar V. Maheta (CHIEF OFFICER),,,2023-01-23T00:00:00.000+0000,6.0,Sealing Process was done Partially Developer has applied for Regularization under GRUDA – 2022. Matter is Subjudicial and actions will be Taken as per GTP Act 1976.
Jatinkumar V. Maheta (CHIEF OFFICER),,"Repeat of sl 9
 of (23-1-2023)",2023-01-23T00:00:00.000+0000,0.0,Sealing Process was done Partially Developer has applied for Regularization under GRUDA – 2022. Matter is Subjudicial and actions will be Taken as per GTP Act 1976.
Smt. Meetaben Brahmbhatt (Chief officer),,,2023-01-23T00:00:00.000+0000,0.0,Sealing Process was done Partially Developer has applied for Regularization under GRUDA – 2022. Matter is Subjudicial and actions will be Taken as per GTP Act 1976.
Smt. Meetaben Brahmbhatt (Chief officer),,"Repeat of sl 11
 of (23-1-2023)",2023-01-23T00:00:00.000+0000,0.0,Sealing Process was done Partially Developer has applied for Regularization under GRUDA – 2022. Matter is Subjudicial and actions will be Taken as per GTP Act 1976.
Shabana kureshi (Deputy Secretary),,,2023-01-25T00:00:00.000+0000,1.0,Sealing Process was done Partially Developer has applied for Regularization under GRUDA – 2022. Matter is Subjudicial and actions will be Taken as per GTP Act 1976.
,,,2023-01-08T00:00:00.000+0000,,
VINOD KUMAR (DS),,,2023-01-09T00:00:00.000+0000,1.0," Public Grievance filed by you does not pertain to NITI Aayog. Further, as per the Allocation of Business Rules, the Public Grievance is being transferred to State Government of Gujarat."
N.J.Chitaria (Deputy Secretary),,,2023-01-10T00:00:00.000+0000,1.0,"forwarded for necessary action, please."
Shabana kureshi (Deputy Secretary),,,2023-01-12T00:00:00.000+0000,2.0, Please do needful
Smt. Meetaben Brahmbhatt (Chief officer),,,2023-01-17T00:00:00.000+0000,0.0, Please do needful
,,,2023-01-08T00:00:00.000+0000,0.0,Auto Forwarded
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-10T00:00:00.000+0000,0.0, 
Rajkumar Beniwal (Commissioner),,,2023-01-17T00:00:00.000+0000,5.0," Please do needful
"
Rajkumar Beniwal (Commissioner),,,2023-01-24T00:00:00.000+0000,1.0,Sealing Process was done Partially Developer has applied for Regularization under GRUDA – 2022. Matter is Subjudicial and actions will be Taken as per GTP Act 1976.
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-25T00:00:00.000+0000,0.0, Sealing Process was done Partially Developer has applied for Regularization under GRUDA – 2022. Matter is Subjudicial and actions will be Taken as per GTP Act 1976.
,,,2023-01-08T00:00:00.000+0000,,
Jitender (OA PG),,,2023-01-09T00:00:00.000+0000,0.0," Please examine, update/resolve the case by 10.01.2023"
Shri Gourav Singla (DPS Headquarters),,,2023-01-10T00:00:00.000+0000,1.0," Please examine, update/resolve the case by 10.01.2023"
