OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
PA TO SP (PA TO SP), ,,2023-01-02T00:00:00.000+0000,1.0, S.P/kkLR.No.P3//22 Dated 02.01.2023 மனுதாரர் மீது கன்னியாகுமரி காவல்நிலைய குற்ற எண் 25/2020 u/s 67 IT Act&294 IPC&4 0F TNPWH Act படி வழக்கு பதிவு செய்து நடவடிக்கை மேற்கொண்டுள்ளதால் மனுதாரர் உண்மைக்கு புறம்பான சங்கதிகளை குறிப்பிட்டு தொடர்ந்து இது போன்ற புகார் மனுக்களை கொடுத்துவருவதாக தெரிய வருகிறது. எனவே இம்மனுவை கோர்வை செய்ய கேட்டுக்கொள்ளப்படுகிறது. 
 , ,,2023-01-01T00:00:00.000+0000,, 
 , ,,2023-01-01T00:00:00.000+0000,0.0,Auto Forwarded
Shri Pankaj Kumar (Under Secretary), ,,2023-01-04T00:00:00.000+0000,3.0, Grievance letter forwarded to Panchayati Raj Department of Odisha
 , ,,2023-01-01T00:00:00.000+0000,, 
 , ,,2023-01-01T00:00:00.000+0000,0.0,Auto Forwarded
S M I TANVIR (DDG C-II), ,,2023-01-01T00:00:00.000+0000,0.0, 
"JKGrievance, JKClerk", ,,2023-05-11T00:00:00.000+0000,130.0,Grievance received by Subordinate Organisation from Web API
"Mr. Viqar Ahmed Giri, NotAvailable", ,,2023-05-31T00:00:00.000+0000,20.0,Kindly find attachment
 , ,,2023-01-01T00:00:00.000+0000,, 
Dipak Kumar Bhuyan (Dy. Secretary PPG), ,,2023-01-02T00:00:00.000+0000,0.0," Forwarded for needful action, please."
Shri Alakananda Medhi ACS (Deputy Secretary), ,,2023-02-14T00:00:00.000+0000,43.0, 
Sri Jay Shivani (ADC Kamrup Metro), ,,2023-03-02T00:00:00.000+0000,16.0, Kindly look into the matter and do the needful at an early.
 , ,,2023-01-01T00:00:00.000+0000,, 
 , ,,2023-01-01T00:00:00.000+0000,0.0,Auto Forwarded
Shri Pankaj Kumar (Under Secretary), ,,2023-01-04T00:00:00.000+0000,3.0, Grievance letter forwarded to Panchayati Raj Department of Odisha
 , ,,2023-01-01T00:00:00.000+0000,, 
 , ,,2023-01-01T00:00:00.000+0000,0.0,Auto Forwarded
VINOD KUMAR (DS), ,,2023-01-02T00:00:00.000+0000,1.0,"Public Grievance filed by you does not pertain to NITI Aayog. Further, as per the Allocation of Business Rules, the Public Grievance is being transferred to Ministry of Tourism."
Niraj Sharan (Assistant Director General), ,,2023-01-02T00:00:00.000+0000,0.0,"Madam / Sir, Kindly get the matter examined and inform the complainant accordingly. Regards, 
"
Ms. Gargi Mittal (Assistant Director), ,,2023-01-20T00:00:00.000+0000,18.0," 
1. The promotion and development of tourism including eco-tourism is primarily the responsibility of State Government/ UT Administrations.

2. However, the Ministry of Tourism, under its various scheme guidelines provides financial assistance to State Governments/ Union Territory Administrations for development of tourism related infrastructure in the country.

3. The projects undertaken for development by the Ministry are identified in consultation with State Governments/ Union Territory Administrations / Central Agencies and are sanctioned subject to submission of project proposals by them, their adherence to relevant scheme guidelines, submission of suitable Detailed Project Reports, availability of funds and utilization of funds released for projects sanctioned earlier.

4. There is no provision of taking up the infrastructure development projects directly by the Ministry of Tourism under its schemes.
 
5.	With a view to act upon your several representations and meetings with senior officers, and under directions from the Ministry of Tourism, this office had undertaken a site visit to explore the possibilities of developing Beri Panchpota as an Eco-tourism spot. The relevant report dated 24.06.2022 was sent to the Niche Tourism Division of the Ministry of Tourism. The report, inter alia, stated that Beri Panchpota has the potential to become an Eco-tourism spot subject to creation and development of some civic amenities as well as tourism infrastructure and that many interventions in these areas may be required from the Government.

6.	The said report of this office was forwarded by the Ministry of Tourism to the Govt. of West Bengal, with a request to take further necessary action in this regard.
"
 , ,,2023-01-01T00:00:00.000+0000,, 
 , ,,2023-01-01T00:00:00.000+0000,0.0,Auto Forwarded
Shri Pankaj Kumar (Under Secretary), ,,2023-01-04T00:00:00.000+0000,3.0, Grievance letter forwarded to Panchayati Raj Department of Odisha
 , ,,2023-01-01T00:00:00.000+0000,, 
 , ,,2023-01-01T00:00:00.000+0000,0.0,Auto Forwarded
 , ,,2023-01-01T00:00:00.000+0000,0.0,Auto Forwarded
Rajeev Kaushik (GM- CDN), ,,2023-01-03T00:00:00.000+0000,2.0,expedite redressal on priority
Smt. Madhu Arora (CGM), ,,2023-01-03T00:00:00.000+0000,0.0," 9477026332 not pertains to WBTC, May be CTD , Kolkata."
DM CDN (DM), ,,2023-01-03T00:00:00.000+0000,0.0, 
Shre Debasis Sarkar (CGM), ,,2023-01-04T00:00:00.000+0000,1.0," Activation/Deactivation/Fault of Sim Card

Mobile Number : 9477026332"
Shre Debasis Sarkar (CGM), ,,2023-01-04T00:00:00.000+0000,0.0," Activation/Deactivation/Fault of Sim Card

Mobile Number : 9477026332"
"Sh. S.K.Das (DGM(NWO), North)", ,,2023-01-06T00:00:00.000+0000,2.0," Sir, as per information received from the field unit that duplicate Sim was issued on the basis of the missing diary lodged at Dasnagar police station Howrah and the aadhar card of the person whose name and address was verified in Kennan Fx."
Shre Debasis Sarkar (CGM), ,,2023-01-06T00:00:00.000+0000,0.0," Sir, as per information received from the field unit that duplicate Sim was issued on the basis of the missing diary lodged at Dasnagar police station Howrah and the aadhar card of the person whose name and address was verified in Kennan Fx."
DEBASISH SARKAR (DE CC CMTS), ,,2023-01-07T00:00:00.000+0000,3.0, All CSCs are under control of area manager of respective area. Pl forward the complain to respective area manager Kalyani(May be AM/North)
Rajeev Kaushik (GM- CDN), ,,2023-01-08T00:00:00.000+0000,2.0," REDRESSED
"
 , ,,2023-01-01T00:00:00.000+0000,, 
 , ,,2023-01-01T00:00:00.000+0000,0.0,Auto Forwarded
Shri Pankaj Kumar (Under Secretary), ,,2023-01-04T00:00:00.000+0000,3.0, Grievance letter forwarded to Panchayati Raj Department of Odisha
 , ,,2023-01-01T00:00:00.000+0000,, 
 , ,,2023-01-01T00:00:00.000+0000,0.0,Auto Forwarded
Saidul Naik P (ITO - TPS), ,,2023-01-02T00:00:00.000+0000,1.0, Kindly look into the matter and upload resolving remarks at the earliest/within 30 days.
Deepa Srinivasan (ITO. HQ.), ,,2023-01-02T00:00:00.000+0000,0.0, Kindly look into the matter and upload resolving remarks at the earliest/within 30 days.
VIJAY KUMAR GUPTA (Pr.Director of Income Tax), ,,2023-01-04T00:00:00.000+0000,2.0," I am directed to forward herewith the CPGRAMS petition for immediate necessary action. The grievance should be redressed within the time limit of 30 days. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance."
M. KARTHIK MANICKAM (JOINT DIRECTOR OF INCOME TAX), ,,2023-01-06T00:00:00.000+0000,0.0,"The CPGRAMS petition is forwarded herewith for immediate necessary action. The grievance should be redressed within the time limit of 30 days. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance."
S RAMESH (ADIT INV.), ,,2023-01-09T00:00:00.000+0000,3.0," In the instant grievance, the complainant is requesting for employment as reward and has attached a document containing previously filed grievances and complaints. However, it is noticed upon perusal of the grievances/complaints filed by the complainant Sri D.S.Kishore, none of the said grievances/ complaints contains any tangible information with respect to evasion of taxes by any of the persons and possess only vague allegations and hence no further action in the petitions is possible. Further, in all the grievances/ complaints filed the above complainant, he has unfailingly requested for reward and employment in lieu of the information provided to the Department. Since, none of the grievances/complaints contain any tangible and actionable information against any person and does not contribute in detection of undisclosed income or black money, the complainant Sri D.S.Kishore is not eligible for any reward. In this regard, it is submitted that the grievance petition may be treated as closed."
M. KARTHIK MANICKAM (JOINT DIRECTOR OF INCOME TAX), ,,2023-01-10T00:00:00.000+0000,1.0," In the instant grievance, the complainant is requesting for employment as reward and has attached a document containing previously filed grievances and complaints. However, it is noticed upon perusal of the grievances/complaints filed by the complainant Sri D.S.Kishore, none of the said grievances/ complaints contains any tangible information with respect to evasion of taxes by any of the persons and possess only vague allegations and hence no further action in the petitions is possible. Further, in all the grievances/ complaints filed the above complainant, he has unfailingly requested for reward and employment in lieu of the information provided to the Department. Since, none of the grievances/complaints contain any tangible and actionable information against any person and does not contribute in detection of undisclosed income or black money, the complainant Sri D.S.Kishore is not eligible for any reward. In this regard, it is submitted that the grievance petition may be treated as closed."
E SRIDHAR (ADDL.DIT INVESTIGATION II), ,,2023-01-12T00:00:00.000+0000,0.0, 
 , ,,2023-01-16T00:00:00.000+0000,,SIR PLEASEGIVE ME 1 WEEK TIME I WILL APPROACH DIRECTLY BEFORE THE JOINT DIRECTOR OF INCOME TAX VIJAYAWADA AND PRINCIPAL DIRECTOR OF INCOME TAX HYDERABAD
 , ,,2023-01-19T00:00:00.000+0000,,"Sir i approached directly before the Honourable Additional Director of Income Tax, Tirupati on 11-1-2023 and said i will meet Honourable Joint Director of Income Tax, Vijayawada and Honourable Principal Director of Income Tax, Hyderabad and sir i will meet you next week, please kindly do the needful help to settle the case."
 , ,,2023-01-19T00:00:00.000+0000,,"Sir i approached directly before the Honourable Additional Director of Income Tax, Tirupati on 11-1-2023 and said i will meet Honourable Joint Director of Income Tax, Vijayawada and Honourable Principal Director of Income Tax, Hyderabad and sir i will meet you next week, please kindly do the needful help to settle the case."
Y SUDARSHAN (DDIT UNIT 2-1), ,,2023-01-25T00:00:00.000+0000,13.0, This CPGRAMS does not pertain to this Unit.
E SRIDHAR (ADDL.DIT INVESTIGATION II), ,,2023-01-25T00:00:00.000+0000,0.0, 
V A T V KUMAR (DDIT UNIT 2-2), ,,2023-01-25T00:00:00.000+0000,0.0," In the petition, the petitioner mentioned various central government departments and investigation agencies stating that they processed his appeals and grant him reward under Income Tax Reward Scheme and attached all the correspondence made by him with various offices. 
On examination of the grievance filed and the attachments enclosed, it is submitted that the petitioner is filing vague petitions and is requesting to grant rewards for the petitions filed by him. In this regard, it is submitted that Reward is given based on the detection of undisclosed income on the basis of information provided by the petitioner. However, in the present case, the petitioner filed grievance seeking reward as per Income Tax Reward Scheme to help and support his unemployment and poverty referring to earlier petitions filed by him with various officers and investigation agencies which were already disposed.
 Since no new information was provided by the petitioner in grievance excepting requesting the interim reward as per Income Tax Reward Scheme, the question of reward does not arise and his grievance petition is disposed accordingly.
"
V A T V KUMAR (DDIT UNIT 2-2), ,"Repeat of sl 15
 of (25-1-2023)",2023-01-25T00:00:00.000+0000,0.0," In the petition, the petitioner mentioned various central government departments and investigation agencies stating that they processed his appeals and grant him reward under Income Tax Reward Scheme and attached all the correspondence made by him with various offices. 
On examination of the grievance filed and the attachments enclosed, it is submitted that the petitioner is filing vague petitions and is requesting to grant rewards for the petitions filed by him. In this regard, it is submitted that Reward is given based on the detection of undisclosed income on the basis of information provided by the petitioner. However, in the present case, the petitioner filed grievance seeking reward as per Income Tax Reward Scheme to help and support his unemployment and poverty referring to earlier petitions filed by him with various officers and investigation agencies which were already disposed.
 Since no new information was provided by the petitioner in grievance excepting requesting the interim reward as per Income Tax Reward Scheme, the question of reward does not arise and his grievance petition is disposed accordingly.
"
E SRIDHAR (ADDL.DIT INVESTIGATION II), ,,2023-01-25T00:00:00.000+0000,0.0," In the petition, the petitioner mentioned various central government departments and investigation agencies stating that they processed his appeals and grant him reward under Income Tax Reward Scheme and attached all the correspondence made by him with various offices. 
On examination of the grievance filed and the attachments enclosed, it is submitted that the petitioner is filing vague petitions and is requesting to grant rewards for the petitions filed by him. In this regard, it is submitted that Reward is given based on the detection of undisclosed income on the basis of information provided by the petitioner. However, in the present case, the petitioner filed grievance seeking reward as per Income Tax Reward Scheme to help and support his unemployment and poverty referring to earlier petitions filed by him with various officers and investigation agencies which were already disposed.
 Since no new information was provided by the petitioner in grievance excepting requesting the interim reward as per Income Tax Reward Scheme, the question of reward does not arise and his grievance petition is disposed accordingly.
"
VIJAY KUMAR GUPTA (Pr.Director of Income Tax), ,,2023-01-25T00:00:00.000+0000,0.0," In the petition, the petitioner mentioned various central government departments and investigation agencies stating that they processed his appeals and grant him reward under Income Tax Reward Scheme and attached all the correspondence made by him with various offices. 
On examination of the grievance filed and the attachments enclosed, it is submitted that the petitioner is filing vague petitions and is requesting to grant rewards for the petitions filed by him. In this regard, it is submitted that Reward is given based on the detection of undisclosed income on the basis of information provided by the petitioner. However, in the present case, the petitioner filed grievance seeking reward as per Income Tax Reward Scheme to help and support his unemployment and poverty referring to earlier petitions filed by him with various officers and investigation agencies which were already disposed.
 Since no new information was provided by the petitioner in grievance excepting requesting the interim reward as per Income Tax Reward Scheme, the question of reward does not arise and his grievance petition is disposed accordingly.
"
Deepa Srinivasan (ITO. HQ.), ,,2023-01-30T00:00:00.000+0000,5.0," The Pr.DIT(Inv.), Hyderabad vide Action Taken Report dated 25.01.2023 has reported that - In the petition, the petitioner mentioned various central government departments and investigation agencies stating that they processed his appeals and grant him reward under Income Tax Reward Scheme and attached all the correspondence made by him with various offices.
On examination of the grievance filed and the attachments enclosed, it is submitted that the petitioner is filing vague petitions and is requesting to grant rewards for the petitions filed by him. In this regard, it is submitted that Reward is given based on the detection of undisclosed income on the basis of information provided by the petitioner. However, in the present case, the petitioner filed grievance seeking reward as per Income Tax Reward Scheme to help and support his unemployment and poverty referring to earlier petitions filed by him with various officers and investigation agencies which were already disposed.
Since no new information was provided by the petitioner in grievance excepting requesting the interim reward as per Income Tax Reward Scheme, the question of reward does not arise and his grievance petition is disposed accordingly. "
