OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
,,,2023-01-19T00:00:00.000+0000,,
,,,2023-01-19T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-19T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Amita Bali Vohra (DDGP),,,2023-02-03T00:00:00.000+0000,15.0," This matter is related to Engineering Service Examination, 2009 under UPSC for Ministry of Railway. Accordingly available information already provided to the complainant and further matter was refund to Ministry of Railway. "
Sh. Vum Mang (Director),,,2023-02-03T00:00:00.000+0000,0.0," This matter is related to Engineering Service Examination, 2009 under UPSC for Ministry of Railway. Accordingly available information already provided to the complainant and further matter was refund to Ministry of Railway.
"
Shri Manmohan (Deputy Secretary),,,2023-02-06T00:00:00.000+0000,3.0,"Multiple PG send same subject all PG
DHLTH/E/2023/0000519	Sandipan Hore	13/01/2023	
	DHLTH/E/2023/0000751	Sandipan Hore	19/01/2023	
	DHLTH/E/2023/0000825	Sandipan Hore	21/01/2023	
	DHLTH/E/2023/0001045	Sandipan Hore	26/01/2023	
	DHLTH/E/2023/0001206	Sandipan Hore	30/01/2023	
	DHLTH/E/2023/0001266	Sandipan Hore	31/01/2023	
	DHLTH/E/2023/0001462	Sandipan Hore	04/02/2023	
	DHLTH/E/2023/0001466	Sandipan Hore	04/02/2023	
	DHLTH/E/2023/0001467	Sandipan Hore	04/02/2023	
	DHLTH/E/2023/0001568	Sandipan Hore	06/02/2023"
,,,2023-01-19T00:00:00.000+0000,,
"Online PGRO, Online PGRO",,,2023-01-19T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"PGRO, PGRO",,,2023-05-22T00:00:00.000+0000,123.0,"अभिलेख उपस्थापितः परिवादी कुंदन कुमार राय, जिला दरभंगा द्वारा परिमार्जन करने के बाद भी सुधार नहीं करने के संबंध में आवेदन दिया गया है। सुनवाई की तिथि 19.05.23 को परिवादी उपस्थित एवं लोक प्राधिकार अंचल अधिकारी, केवटी/प्राधिकृत प्रतिनिधि उपस्थित। सुनवई के क्रम में लोक प्राधिकार के पत्रांक 648 दिनांक 16.05.23 द्वारा प्रतिवेदित किया गया है कि ‘‘परिमार्जन मंे सुधार रजिस्टर !! के आधार पर किया जाता है और रजिस्टर !! में पुराना खाता - 37 एवं खेसरा 52 अंकित है।‘‘ उपरोक्त परिवाद के अवलोकन एवं लोक प्राधिकार के जांच प्रतिवेदन से प्रतीत होता है कि रजिस्टर !! के आधार पर किया जाता है और रजिस्टर !! में पुराना खाता - 37 एवं खेसरा 52 अंकित है। तदालोक में वाद की कार्रवाई समाप्त की जाती है। आदेष की प्रति परिवादी सहित अन्य सभी संबंधित को भी उपलब्ध करा दिया जाय।"
,,,2023-01-19T00:00:00.000+0000,,
,,,2023-01-31T00:00:00.000+0000,0.0,
SUMAN VASHISHT (SO),,,2023-01-31T00:00:00.000+0000,0.0,"Medical examination of the recommended candidates of Engineering Services Examination is conducted as per the gazette notification of the relevant year. As per medical examination of Shri Sandipan Hore, he was declared unfit by the First Medical Board, Appellate Medical Board and Special Medical Board on account of diabetes mellitus. This ministry has no further information to provide on the issue."
,,,2023-01-19T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-30T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-26T00:00:00.000+0000,27.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित महोदय प्रश्नगत प्रकरण में पत्रावली प्राप्त न होने के कारण कोई भी कायवाही अपेक्षित नहीं है महोदय प्रश्नगत प्रकरण में पत्रावली प्राप्त न होने के कारण कोई भी कायवाही अपेक्षित नहीं है महोदय प्रश्नगत प्रकरण में पत्रावली प्राप्त न होने के कारण कोई भी कायवाही अपेक्षित नहीं है
,,,2023-01-19T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-19T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
SHRI Bharat Viashnav (Deputy Secretary Coordination),,,2023-01-19T00:00:00.000+0000,0.0, Please Take Necessary Action as per rules and regulation whichever are in practice and applicable to the grievance. And close it at your level. 
Shri K.V.Hindocha (Deputy Secretary TC and T),,,2023-04-15T00:00:00.000+0000,86.0, For taking n.a please.
Shri Vikas Sahay (Director General of Police),,,2023-04-16T00:00:00.000+0000,1.0, Pl look into the matter and take necessary action and inform to applicant and upload the final report on PG Portal.
MAYANKSINH CHAWDA IPS (DIGP Junagadh Range),,,2023-05-03T00:00:00.000+0000,17.0, સદરહુ અરજી બાબતે યોગ્ય કાર્યવાહિ કરાવી કરેલ કાર્યવાહિનો વિગતવારનો અહેવાલ મોકલી આપવા વિનંતી છે.
Shri H H Joysar (SP GirSomnath Veraval),,,2023-05-05T00:00:00.000+0000,2.0, ----------
Shri H H Joysar (SP GirSomnath Veraval),,,2023-06-22T00:00:00.000+0000,48.0," ગુજરાત પોલીસ અધિનિયમ-૧૯૫૧ ની કલમ ૬૩-ખ (૨) મુજબ ૨૦ થી ૫૦ વર્ષની સુધીના અને શારીરીક સક્ષમ સભ્યો પાસેથી નોકરી લેવાની થતી અને અરજદારશ્રીની જન્મ તા.૦૧/૦૪/૧૯૬૪ ની હોય અને ૫૮ વર્ષ પુર્ણ થતા તેમજ અરજદારશ્રી અને તેનો દિકરો સિધ્ધરાજસિંહ અવાર-નવાર જી.આર.ડી.જમાદારશ્રી સાથે તોછડાઇ ભર્યુ વર્તન કરતા હોય જેથી તેઓના બંન્નેના નામ જી.આર.ડી.સભ્ય માંથી રદ કરવા જી.આર.ડી.જમાદારશ્રી જોરૂભા નારણભા મકવાણાએ નવાબંદર પો.સ્ટે.ના જા.નં.૨૧૯૩/૨૦૨૨ તા.૧૫/૦૯/૨૦૨૨ થી તથા અમોએ જા.નં.૨૦૮/૨૦૨૩ તા.૨૧/૦૧/૨૦૨૩ થી વિગતવારનો રિપોર્ટ કરી અત્રેની કચેરી તરફ મોકલી આપેલ છે. અને અરજદારશ્રી તથા તેના દિકરા સિધ્ધરાજસિંહને ફરજ પર નહીં આવવા જણાવતા તેઓ આવા પાયાવિહોણા આક્ષેપો વાળી અરજીઓ અલગ-અલગ જગ્યાએ કરે છે. જેથી અરજદારશ્રીની ઉમરના કારણે તેનું જી.આર.ડી.સભ્ય માંથી નામ કમી કરવા રિપોર્ટ કરેલ હોય, જેથી આ બાબતે વિશેષ કોઇ કાર્યવાહી કરવાની રહેતી ન હોય, જેથી અગાઉ કરેલ અરજીઓના કામે લીધેલ નિવેદનો તેમજ સાધનીક કાગળો આ સાથે સામેલ રાખી મોકલી આપેલ છે"
MAYANKSINH CHAWDA IPS (DIGP Junagadh Range),,,2023-06-29T00:00:00.000+0000,7.0," ગુજરાત પોલીસ અધિનિયમ-૧૯૫૧ ની કલમ ૬૩-ખ (૨) મુજબ ૨૦ થી ૫૦ વર્ષની સુધીના અને શારીરીક સક્ષમ સભ્યો પાસેથી નોકરી લેવાની થતી અને અરજદારશ્રીની જન્મ તા.૦૧/૦૪/૧૯૬૪ ની હોય અને ૫૮ વર્ષ પુર્ણ થતા તેમજ અરજદારશ્રી અને તેનો દિકરો સિધ્ધરાજસિંહ અવાર-નવાર જી.આર.ડી.જમાદારશ્રી સાથે તોછડાઇ ભર્યુ વર્તન કરતા હોય જેથી તેઓના બંન્નેના નામ જી.આર.ડી.સભ્ય માંથી રદ કરવા જી.આર.ડી.જમાદારશ્રી જોરૂભા નારણભા મકવાણાએ નવાબંદર પો.સ્ટે.ના જા.નં.૨૧૯૩/૨૦૨૨ તા.૧૫/૦૯/૨૦૨૨ થી તથા અમોએ જા.નં.૨૦૮/૨૦૨૩ તા.૨૧/૦૧/૨૦૨૩ થી વિગતવારનો રિપોર્ટ કરી અત્રેની કચેરી તરફ મોકલી આપેલ છે. અને અરજદારશ્રી તથા તેના દિકરા સિધ્ધરાજસિંહને ફરજ પર નહીં આવવા જણાવતા તેઓ આવા પાયાવિહોણા આક્ષેપો વાળી અરજીઓ અલગ-અલગ જગ્યાએ કરે છે. જેથી અરજદારશ્રીની ઉમરના કારણે તેનું જી.આર.ડી.સભ્ય માંથી નામ કમી કરવા રિપોર્ટ કરેલ હોય, જેથી આ બાબતે વિશેષ કોઇ કાર્યવાહી કરવાની રહેતી ન હોય, જેથી અગાઉ કરેલ અરજીઓના કામે લીધેલ નિવેદનો તેમજ સાધનીક કાગળો આ સાથે સામેલ રાખી મોકલી આપેલ છે"
Shri Vikas Sahay (Director General of Police),,,2023-06-30T00:00:00.000+0000,1.0," As per the report of Junagadh Range, Junagadh. "
Shri K.V.Hindocha (Deputy Secretary TC and T),,,2023-07-03T00:00:00.000+0000,3.0, Please see attached report.
,,,2023-01-19T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-30T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-26T00:00:00.000+0000,27.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित श्रीमान जी आख्या सादर अवलोकनार्थ प्रेषित है श्रीमान जी रिपोर्ट सादर सेवा मे प्रेषित है
,,,2023-01-19T00:00:00.000+0000,,
,,,2023-01-19T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-19T00:00:00.000+0000,0.0,Auto Forwarded
AGM PG and A (Public Grievances),,,2023-01-20T00:00:00.000+0000,1.0, 
Sh G. P. Sinha (General Manager TY),,,2023-01-24T00:00:00.000+0000,4.0," CPGRAM case 22831384 is working OK -Abdul Quadir spoken ,he is saying BB is having some issue ,letter has been issued for some days for repairing DP. we may clear the docket from portal pl."
AGM PG and A (Public Grievances),,,2023-01-24T00:00:00.000+0000,0.0," CPGRAM case 22831384 is working OK -Abdul Quadir spoken ,he is saying BB is having some issue ,letter has been issued for some days for repairing DP. we may clear the docket from portal pl."
,,,2023-01-19T00:00:00.000+0000,,
Praveen Kumar (Joint Commissioner of Income Tax),,,2023-01-21T00:00:00.000+0000,1.0, Kindly look into the matter and send grievance redressal report at the earliest.
RASHMI SAXENA SAHNI (PR. CCIT EXEMPTIONS DELHI),,,2023-01-20T00:00:00.000+0000,1.0, Please look into the matter and upload final report at the earliest.
Mayank Verma (ACIT),,,2023-01-23T00:00:00.000+0000,2.0," As per application of the assessee, it is noticed that the case of the assessee for the A.Y. 2016-17 is pending with the CIT(A) and the same has also been verified from ITBA system. Therefore, no action is to be taken in this case for the A.Y. 2016-17 as the matter is sub-judice with the appellate authority. Hence, the CPGRAM may kindly be treated as settled at this juncture."
Praveen Kumar (Joint Commissioner of Income Tax),,,2023-01-23T00:00:00.000+0000,0.0," As per AO report the case of the assessee for the A.Y. 2016-17 is pending with the CIT(A) and the same has also been verified from ITBA system. Therefore, no action is to be taken in this case for the A.Y. 2016-17 as the matter is sub-judice with the appellate authority. Hence, the CPGRAM may kindly be treated as settled at this juncture."
Jeotsnaa Johri (CIT Exemptions Lucknow),,,2023-01-24T00:00:00.000+0000,1.0," As per report of the JCIT/AO, the grievance of the assessee may kindly be treated as settled from this end."
RASHMI SAXENA SAHNI (PR. CCIT EXEMPTIONS DELHI),,,2023-01-24T00:00:00.000+0000,0.0," As per report of the JCIT/AO, the grievance of the assessee may kindly be treated as settled from this end."
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-01-24T00:00:00.000+0000,0.0," As per AO report the case of the assessee for the A.Y. 2016-17 is pending with the CIT(A) and the same has also been verified from ITBA system. Therefore, no action is to be taken in this case for the A.Y. 2016-17 as the matter is sub-judice with the appellate authority. Hence, the CPGRAM may kindly be treated as settled at this juncture.	"
,,,2023-01-19T00:00:00.000+0000,0.0,Auto Forwarded
Jeotsnaa Johri (CIT Exemptions Lucknow),,,2023-01-20T00:00:00.000+0000,0.0, Kindly look into the matter and send grievance redressal report at the earliest.
,,,2023-01-19T00:00:00.000+0000,,
,,,2023-01-19T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-20T00:00:00.000+0000,1.0," As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme, the responsibility to identify beneficiary and uploading their correct and verified data after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt.of RAJASTHAN"
Sunil Kumar (Under Secretary),,,2023-01-20T00:00:00.000+0000,0.0, 
"CMO, Secretary",,,2023-01-20T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
