OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Shekhar Kumar (RPFC -I),,,2023-01-13T00:00:00.000+0000,1.0," With reference to the grievance it is to inform that member previous eps service has been updated in his present eps account and 7 eps for the period 2010-2011 to 2017-2018 has been received, hence member is requested to apply online in F/10-D for early settlement."
Makhan Lal (Section Officer),,,2023-01-16T00:00:00.000+0000,3.0," With reference to the grievance it is to inform that member previous eps service has been updated in his present eps account and 7 eps for the period 2010-2011 to 2017-2018 has been received, hence member is requested to apply online in F/10-D for early settlement.	Shekhar Kumar (RPFC -I)	
"
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
Shri Braj Mohan (Manager Admn),,,2023-01-13T00:00:00.000+0000,2.0,The reply has been sent to the Petitioner on 12.01.2023.
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
Smt. T. Tonsing Prasad (Pr. CCIT Rajasthan Jaipur),,,2023-01-11T00:00:00.000+0000,0.0,Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
Pratima Kaushik (Pr.CIT 2),,,2023-01-12T00:00:00.000+0000,1.0, कृपया उक्त मामले को देखे और वास्तविक प्रतिवेदन जल्द अपलोड करेI
JAI SINGH (ADDL CIT),,,2023-01-16T00:00:00.000+0000,4.0, कृपया उक्त मामले को देखे और वास्तविक प्रतिवेदन जल्द अपलोड करेI
R.B. GOLIA (INCOME TAX OFFICER WARD 7 1),,,2023-01-31T00:00:00.000+0000,15.0," The assessee filed an CPGRAM grievance for non receipt of refund of Rs.1,08,256/- for A.Y. 2020-21. On verification system it is found that the refund was not credited in assessee’s bank account due to incorrect account number provide by assessee. Therefore in this regard vide this office letter No. TBA/COM/F/17/2022-23/1049267087(1)dated 31/01/2023 asseesse has requested to correct/ update his bank account number on portal.
Since there is no action pending at the level of this office, grievance in this matter may kindly be treated as disposed of. All the correspondence, relevant screen shots of computation, and status are being uploaded on CPGRAM portal.
"
JAI SINGH (ADDL CIT),,,2023-01-31T00:00:00.000+0000,0.0, Please attach relevant letter as mentioned in ATR.
R.B. GOLIA (INCOME TAX OFFICER WARD 7 1),,,2023-02-01T00:00:00.000+0000,1.0,"The assessee filed an CPGRAM grievance for non receipt of refund of Rs.1,08,256/- for A.Y. 2020-21. On verification system it is found that the refund was not credited in assessee’s bank account due to incorrect account number provide by assessee. Therefore in this regard vide this office letter No. TBA/COM/F/17/2022-23/1049267087(1)dated 31/01/2023 asseesse has requested to correct/ update his bank account number on portal.
Since there is no action pending at the level of this office, grievance in this matter may kindly be treated as disposed of. 
"
JAI SINGH (ADDL CIT),,,2023-02-01T00:00:00.000+0000,0.0,"The assessee filed an CPGRAM grievance for non receipt of refund of Rs.1,08,256/- for A.Y. 2020-21. On verification system it is found that the refund was not credited in assessee’s bank account due to incorrect account number provide by assessee. Therefore in this regard vide this office letter No. TBA/COM/F/17/2022-23/1049267087(1)dated 31/01/2023 asseesse has requested to correct/ update his bank account number on portal.
Since there is no action pending at the level of this office, grievance in this matter may kindly be treated as disposed of. 
"
Pratima Kaushik (Pr.CIT 2),,,2023-02-06T00:00:00.000+0000,5.0," In view of report posted by Range Head, the grievance may be treated as settled in respect of this charge. "
Smt. T. Tonsing Prasad (Pr. CCIT Rajasthan Jaipur),,,2023-02-06T00:00:00.000+0000,0.0," The assessee filed an CPGRAM grievance for non receipt of refund of Rs.1,08,256/- for A.Y. 2020-21. On verification system it is found that the refund was not credited in assessee’s bank account due to incorrect account number provide by assessee. Therefore in this regard vide this office letter No. TBA/COM/F/17/2022-23/1049267087(1)dated 31/01/2023 asseesse has requested to correct/ update his bank account number on portal. Since there is no action pending at the level of this office, grievance in this matter may kindly be treated as disposed of."
Smt. T. Tonsing Prasad (Pr. CCIT Rajasthan Jaipur),,"Repeat of sl 11
 of (6-2-2023)",2023-02-06T00:00:00.000+0000,0.0," The assessee filed an CPGRAM grievance for non receipt of refund of Rs.1,08,256/- for A.Y. 2020-21. On verification system it is found that the refund was not credited in assessee’s bank account due to incorrect account number provide by assessee. Therefore in this regard vide this office letter No. TBA/COM/F/17/2022-23/1049267087(1)dated 31/01/2023 asseesse has requested to correct/ update his bank account number on portal. Since there is no action pending at the level of this office, grievance in this matter may kindly be treated as disposed of."
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-02-09T00:00:00.000+0000,3.0," You are requested to take the appropriate action within two days, failure to do so will result in the closure of the CPGRAM. 

The assessee filed an CPGRAM grievance for non receipt of refund of Rs.1,08,256/- for A.Y. 2020-21. On verification system it is found that the refund was not credited in assessee’s bank account due to incorrect account number provide by assessee. Therefore in this regard vide this office letter No. TBA/COM/F/17/2022-23/1049267087(1)dated 31/01/2023 asseesse has requested to correct/ update his bank account number on portal. You are requested to kindly update your bank account."
Dr. Nidhi Mittal (Jt. DIT E-Services),,Reminder of sl 13,2023-02-10T00:00:00.000+0000,1.0," You are requested to take the appropriate action as suggested below within two days, failure to do so will result in the closure of the CPGRAM.The assessee filed an CPGRAM grievance for non receipt of refund of Rs.1,08,256/- for A.Y. 2020-21. On verification system it is found that the refund was not credited in assessee’s bank account due to incorrect account number provide by assessee. Therefore in this regard vide this office letter No. TBA/COM/F/17/2022-23/1049267087(1)dated 31/01/2023 asseesse has requested to correct/ update his bank account number on portal. Since there is no action pending at the level of this office, grievance in this matter may kindly be treated as disposed of."
Dr. Nidhi Mittal (Jt. DIT E-Services),,Reminder of sl 13,2023-02-13T00:00:00.000+0000,3.0," You are requested to take the appropriate action as suggested below within two days, failure to do so will result in the closure of the CPGRAM.The assessee filed an CPGRAM grievance for non receipt of refund of Rs.1,08,256/- for A.Y. 2020-21. On verification system it is found that the refund was not credited in assessee’s bank account due to incorrect account number provide by assessee. Therefore in this regard vide this office letter No. TBA/COM/F/17/2022-23/1049267087(1)dated 31/01/2023 asseesse has requested to correct/ update his bank account number on portal. Since there is no action pending at the level of this office, grievance in this matter may kindly be treated as disposed of.	"
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
Sh. Ritesh Chauhan (Joint Secretary),,,2023-01-18T00:00:00.000+0000,7.0," The subject matter is related to crop loan with M phule loan waiver scheme and banking matters pertains to Government of Maharashtra and Department of Financial Services, Ministry of Finance. Therefore, grievance may be forwarded to them for appropriate action in the matter. "
Sahdev Singh (Deputy Secretary PG),,,2023-01-18T00:00:00.000+0000,0.0," The subject matter is related to crop loan with M phule loan waiver scheme and banking matters pertains to Government of Maharashtra and Department of Financial Services, Ministry of Finance. Therefore, grievance may be forwarded to them for appropriate action in the matter."
Govind Mainkar (U S Retired),,,2023-02-06T00:00:00.000+0000,19.0,ppmk
BALASAHEB RASKAR (Joint Secretary Co-Ordination),,,2023-02-07T00:00:00.000+0000,1.0, Related to Cooperation Department.
Dinakar Sansare (ASO retired),,,2023-04-04T00:00:00.000+0000,56.0, 
Anoop Kumar (ACS),,,2023-05-30T00:00:00.000+0000,56.0, 
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
B. S. Meena (SSPOs Ghaziabad Dn.),,,2023-01-25T00:00:00.000+0000,14.0," With reference to the complaint cited above, it is intimated that as per report from the postoffice article number RU393757059IN was returned to sender from Loni Post Office Ghaziabad with refused remark on 21.01.2023. Inconvenience caused is deeply regretted."
Md. Shahnawaz Akhter (DPS Headquarters),,,2023-01-25T00:00:00.000+0000,0.0," Division is authorized to dispose the case with proper resolution of grievance and suitable reply to the complainant.

"
Md. Shahnawaz Akhter (DPS Headquarters),,"Repeat of sl 5
 of (25-1-2023)",2023-01-25T00:00:00.000+0000,0.0," Division is authorized to dispose the case with proper resolution of grievance and suitable reply to the complainant.

"
B. S. Meena (SSPOs Ghaziabad Dn.),,,2023-01-25T00:00:00.000+0000,0.0," With reference to the complaint cited above, it is intimated that as per report from the postoffice article number RU393757059IN was returned to sender from Loni Post Office Ghaziabad with refused remark on 21.01.2023. Inconvenience caused is deeply regretted."
Md. Shahnawaz Akhter (DPS Headquarters),,,2023-01-25T00:00:00.000+0000,0.0," 
Division is authorized to dispose the case with proper resolution of grievance and suitable reply to the complainant.
"
B. S. Meena (SSPOs Ghaziabad Dn.),,,2023-01-25T00:00:00.000+0000,0.0," With reference to the complaint cited above, it is intimated that as per report from the postoffice article number RU393757059IN was returned to sender from Loni Post Office Ghaziabad with refused remark on 21.01.2023. Inconvenience caused is deeply regretted."
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-12T00:00:00.000+0000,1.0,"As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme the responsibility to identify beneficiary and uploading their correct and verified data including land records after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt. Of Punjab"
Sahdev Singh (Deputy Secretary PG),,,2023-01-12T00:00:00.000+0000,0.0, 
"PGRS, Operator",,,2023-02-27T00:00:00.000+0000,46.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-12T00:00:00.000+0000,,"This is to inform you that i got my article. 
I have no issue with the delivery boy. 
You can close this request. 

Thanks for your help."
Sh. Satish Kumar (SSPOs Delhi North Dn.),,,2023-01-12T00:00:00.000+0000,1.0," As per reminder received from the complainant on 12.01.2023 (mentioned in the action history), the matter has been resolved and the complainant got his article. The complainant does not have any further issue and requested to close his complaint.

However, the inconvenience caused is highly regretted."
DPS Headquarters (DPS Headquarters),,,2023-01-13T00:00:00.000+0000,1.0," As per reminder received from the complainant on 12.01.2023 (mentioned in the action history), the matter has been resolved and the complainant got his article. The complainant does not have any further issue and requested to close his complaint. However, the inconvenience caused is highly regretted."
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
Sh. Y. K. Singh (DGIT),,,2023-01-11T00:00:00.000+0000,0.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
Suja Menon V (Income Tax Officer CPC ITR),,,2023-05-23T00:00:00.000+0000,132.0,"Dear sir/madam 

on persual it is obsereved that the PAN DUYPS7966A quoted in the grievance is not correct and no data is available against the said PAN. Hence taxpayer is requested to check the PAN and provide correct PAN details or file a fresh grievance with PAN and AY details so that CPC can examine and resolve the issue.
"
Sh. Y. K. Singh (DGIT),,,2023-05-24T00:00:00.000+0000,1.0,"Dear sir/madam 

on persual it is obsereved that the PAN DUYPS7966A quoted in the grievance is not correct and no data is available against the said PAN. Hence taxpayer is requested to check the PAN and provide correct PAN details or file a fresh grievance with PAN and AY details so that CPC can examine and resolve the issue.
"
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-05-25T00:00:00.000+0000,1.0," 

Dear sir/madam on persual it is obsereved that the PAN DUYPS7966A quoted in the grievance is not correct and no data is available against the said PAN. Hence taxpayer is requested to check the PAN and provide correct PAN details or file a fresh grievance with PAN and AY details so that CPC can examine and resolve the issue.	You are requested to take the appropriate action as suggested below within 2 days & confirm it on the portal, failure to do so will result in the closure of the CPGRAM."
Sh. Ramesh Chand (Jt. DIT OSD),,Reminder of sl 6,2023-05-28T00:00:00.000+0000,3.0," Based on comments received from the verticals of systems and duly endorse by the D G Systems that 

Dear sir/madam

on persual it is obsereved that the PAN DUYPS7966A quoted in the grievance is not correct and no data is available against the said PAN. Hence taxpayer is requested to check the PAN and provide correct PAN details or file a fresh grievance with PAN and AY details so that CPC can examine and resolve the issue.In view of the above the CPGRAM is being closed. "
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-02-15T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-15T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-17T00:00:00.000+0000,30.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित श्रीमान जी रिपोर्ट सादर सेवा मे प्रेषित है
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
R.S.CHAUHAN (SPOs),,,2023-01-11T00:00:00.000+0000,0.0," R/SIR As per tracking the said article has been received at Nagod so on -11/01/2023		Nagod S.O	Item Received.Nagod so is under Satna Dn Satna .Hence further disposal can be received from Satna Dn Satna please 
"
Shri Manoj Shukla (Assistant Director),,,2023-01-12T00:00:00.000+0000,1.0,pl examine and upload the reply up to 13.01.2023
Shri I.K.Lillhare (SPOs),,,2023-01-18T00:00:00.000+0000,6.0," Respected Sir, As per SPM Nagod SO article number RU393757045IN has been delivered as on dated 13.01.2023. VPMO number for the article delivered is : 0681322301V4362947. "
Shri I.K.Lillhare (SPOs),,"Repeat of sl 6
 of (18-1-2023)",2023-01-18T00:00:00.000+0000,0.0," Respected Sir, As per SPM Nagod SO article number RU393757045IN has been delivered as on dated 13.01.2023. VPMO number for the article delivered is : 0681322301V4362947. "
Shri I.K.Lillhare (SPOs),,"Repeat of sl 6
 of (18-1-2023)",2023-01-18T00:00:00.000+0000,0.0," Respected Sir, As per SPM Nagod SO article number RU393757045IN has been delivered as on dated 13.01.2023. VPMO number for the article delivered is : 0681322301V4362947. "
Shri I.K.Lillhare (SPOs),,"Repeat of sl 6
 of (18-1-2023)",2023-01-18T00:00:00.000+0000,0.0," Respected Sir, As per SPM Nagod SO article number RU393757045IN has been delivered as on dated 13.01.2023. VPMO number for the article delivered is : 0681322301V4362947. "
DPS Headquarters (DPS Headquarters),,,2023-01-19T00:00:00.000+0000,1.0," Respected Sir, As per SPM Nagod SO article number RU393757045IN has been delivered as on dated 13.01.2023. VPMO number for the article delivered is : 0681322301V4362947 issued on 13.01.2023 and which was paid on 18.01.2023 at Gaytri Tapobhumi UP 
further disposal pl case transfer to up postal Circle. 
"
Shri Rupesh Pal (ADG PG),,,2023-01-19T00:00:00.000+0000,0.0, Please examine and resolve the grievance by 20.01.2023. 
Md. Shahnawaz Akhter (DPS Headquarters),,,2023-01-19T00:00:00.000+0000,0.0, Please examine and resolve the grievance by 20.01.2023.
Shri. Rajeev Umrao (Postmaster General Agra),,,2023-01-19T00:00:00.000+0000,0.0, Please examine and resolve the grievance by 20.01.2023.
Jitendra Singh (SSPOs),,,2023-01-20T00:00:00.000+0000,1.0," R/Sir,
 it is intimated that the said Article No. RU393757045IN has been delivered and payment made through VPMO No. 0681322301v4362947 to you on 18.01.2023."
Jitendra Singh (SSPOs),,"Repeat of sl 14
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0," R/Sir,
 it is intimated that the said Article No. RU393757045IN has been delivered and payment made through VPMO No. 0681322301v4362947 to you on 18.01.2023."
Jitendra Singh (SSPOs),,"Repeat of sl 14
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0," R/Sir,
 it is intimated that the said Article No. RU393757045IN has been delivered and payment made through VPMO No. 0681322301v4362947 to you on 18.01.2023."
Jitendra Singh (SSPOs),,"Repeat of sl 14
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0," R/Sir,
 it is intimated that the said Article No. RU393757045IN has been delivered and payment made through VPMO No. 0681322301v4362947 to you on 18.01.2023."
Jitendra Singh (SSPOs),,"Repeat of sl 14
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0," R/Sir,
 it is intimated that the said Article No. RU393757045IN has been delivered and payment made through VPMO No. 0681322301v4362947 to you on 18.01.2023."
Jitendra Singh (SSPOs),,"Repeat of sl 14
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0," R/Sir,
 it is intimated that the said Article No. RU393757045IN has been delivered and payment made through VPMO No. 0681322301v4362947 to you on 18.01.2023."
Jitendra Singh (SSPOs),,"Repeat of sl 14
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0," R/Sir,
 it is intimated that the said Article No. RU393757045IN has been delivered and payment made through VPMO No. 0681322301v4362947 to you on 18.01.2023."
Jitendra Singh (SSPOs),,"Repeat of sl 14
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0," R/Sir,
 it is intimated that the said Article No. RU393757045IN has been delivered and payment made through VPMO No. 0681322301v4362947 to you on 18.01.2023."
Jitendra Singh (SSPOs),,"Repeat of sl 14
 of (20-1-2023)",2023-01-20T00:00:00.000+0000,0.0," R/Sir,
 it is intimated that the said Article No. RU393757045IN has been delivered and payment made through VPMO No. 0681322301v4362947 to you on 18.01.2023."
Shri. Rajeev Umrao (Postmaster General Agra),,,2023-01-20T00:00:00.000+0000,0.0, Kindly find the attachment. 
,,,2023-01-11T00:00:00.000+0000,,
,,,2023-01-11T00:00:00.000+0000,0.0,Auto Forwarded
Sh. Chandan Vatsa (CGM Coord),,,2023-01-12T00:00:00.000+0000,1.0, Please examine the matter and give a suitable reply directly to the Petitioner. In case it pertains to any other Department kindly forward it to them under intimation to the Petitioner and attach the copy of the letter/mail for online disposal on PG portal.
Sh S.P.Somashekar (GM Tech and RO Chennai),,,2023-01-12T00:00:00.000+0000,0.0, 
Sh S.P.Somashekar (GM Tech and RO Chennai),,,2023-01-12T00:00:00.000+0000,0.0, PD may examine the grievance and furnish reply to the petitioner directly.
Sh. A SENTHIL KUMAR (DGM T and Project Director),,,2023-01-28T00:00:00.000+0000,16.0, The above grievance petition has been replied vide PIU Lr.No.NHAI/DGM(T)PD/NH-544/2023/105 dt. 27.01.2023. directly to the petitioner. Copy of the reply is attached herewith.
Sh. A SENTHIL KUMAR (DGM T and Project Director),,,2023-01-28T00:00:00.000+0000,0.0, The above grievance petition has been replied vide PIU Lr.No.NHAI/DGM(T)PD/NH-544/2023/105 dt. 27.01.2023. directly to the petitioner. Copy of the reply is attached herewith.
Sh S.P.Somashekar (GM Tech and RO Chennai),,,2023-01-30T00:00:00.000+0000,2.0, The above grievance petition has been replied vide PIU Lr.No.NHAI/DGM(T)PD/NH-544/2023/105 dt. 27.01.2023. directly to the petitioner. Copy of the reply is attached herewith.
Sh. Chandan Vatsa (CGM Coord),,,2023-01-31T00:00:00.000+0000,1.0, Reply copy attached.
,,,2023-01-11T00:00:00.000+0000,,
Shri Rupesh Pal (ADG PG),,,2023-01-12T00:00:00.000+0000,0.0," Please examine, update/resolve the case by 13.01.2023"
Ms. Neetu (DPS Headquarters),,,2023-01-13T00:00:00.000+0000,1.0, Please examine the case.
Shashi Shalini Kujur (PMG),,,2023-01-16T00:00:00.000+0000,3.0, Kindly examine the case and upload the conclusive reply immediately.
SPOS PURULIA (Supdt. of POs),,,2023-01-16T00:00:00.000+0000,0.0, Forwarded to Posmaster Anara MDG for action and report compliance.
Ashoke Pal (Director of Postal Services-South Bengal Region),,Reminder of sl 4,2023-01-25T00:00:00.000+0000,9.0,Kindly examine the case and upload the reply immediately as it treated a urgent case.
SPOS PURULIA (Supdt. of POs),,,2023-01-27T00:00:00.000+0000,2.0," With reference to instant CPGRAMS Complaint this is to intimate, that as reported by Postmaster, Anara MDG pension amount is being credited regularly in both the SB accounts (Account Nos. 6406775281 & 6406780906 standing at Anara MDG) held by Smt.Susama on last date of every month and also there has been withdrawal of pension amounts from the said accounts last on 02/01/2023.
	However, as per Directorate order no. G.S.R. 921 (E) dated 12/12/2019 only one account can be opened by an individual as a single account. Copy of the said order is enclosed for convenience. 
	With this communication, the instant CPGRAMS Complaint is treated as closed at this end.
"
