OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
"Online PGRO, Online PGRO",,,2023-01-30T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-31T00:00:00.000+0000,,Sri sabhi dastawej ki chhaya prati copy sardar patel bhawan ke b.s.a.p ke dig office mein submitted hai.
,,,2023-01-31T00:00:00.000+0000,,anukampa se related sabhi original documents b.s.a.p.2 me submitted hai.or mere pass sabhi documents ki photo copy hai..so help me sir.
"PGRO, PGRO",,,2023-02-10T00:00:00.000+0000,11.0,"परिवादी अनिल कुमार, ग्राम- चन्दपुरा, जिला- बेगूसराय ने बिहार लोक शिकायत निवारण अधिकार अधिनियम अन्तर्गत एक परिवाद समर्पित किया है। समर्पित परिवाद अनुकम्पा के संबंध में है,। इनके पिता डिहरी BMP में हवलदार से संबंधित है। समर्पित परिवाद का अवलोकन किया। अवलोकनोपरान्त ज्ञात हुआ कि यह मामला सेवा शिकायत से संबंधित है। अतः परिवादी को परामर्श दिया जाता है कि वे सेवा शिकायत निवारण के तहत आवेदन समर्पित कर अपने मामले का निराकरण करा सकते है। तदनुसार वाद को निष्पादित किया जाता है।"
,,,2023-01-30T00:00:00.000+0000,,
"Online PGRO, Online PGRO",,,2023-01-30T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"GOVBH, PG OFFICER",,,2023-04-26T00:00:00.000+0000,86.0,Others - Not related to gov of Bihar
,,,2023-01-30T00:00:00.000+0000,,
"Online PGRO, Online PGRO",,,2023-01-30T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"PGRO, PGRO",,,2023-04-21T00:00:00.000+0000,81.0,"परिवादी अमीत कुमार, ग्राम-जहानाबाद, जिला-जहानाबाद द्वारा बिहार लोक शिकायत निवारण अधिकार अधिनियम 2015 के नियम 3 के आलोक में प्रपत्र-1 मंे दिनांक 30/01/2023 को परिवाद दायर किया गया। जिसका पंजीयन नं0-999880130012346159 है। उभय पक्ष को नोटिस निर्गत किया गया है। 

 परिवादी का शिकायत 31.12.2022 अपनी पत्नी के नाम से कनेक्शन लिया था, मगर मीटर आजतक नही लगाया गया के संबंध में है।

 उपर्युक्त दाखिल परिवाद के आलोक में सुनवाई हेतु निर्धारित तिथि 13.02.2023 को परिवादी अनुपस्थित रहे एवं लोक प्राधिकार के प्रतिनिधि उपस्थित रहे। एवं प्रतिवेदन प्राप्त है।

 लोक प्राधिकार (सहायक विधुत अभियंता, विधुत आपूर्ति अवर प्रमंडल जहानाबाद) ने पत्रांक 108, दिनांक 04.02.2023 के द्वारा प्रतिवेदित किया है कि वादी से दूरभाष से संपर्क किया गया है, संपर्क करने पर पता चला की वादी जहानाबाद के रहने वाले हैं परंतु इनका समस्या पटना से संबंधित है। 

 उपर्युक्त वर्णित तथ्यों, सुनवाई में उपस्थित पक्ष को सुनने एवं प्राप्त प्रतिवेदन तथा अभिलेख में दाखिल कागजात के अवलोकन के उपरांत परिवादी से अनुरोध किया जाता है कि शिकायत के समुचित निवारण हेतु अनुमंडलीय लोक शिकायत निवारण पदाधिकारी, पटना सदर के कार्यालय से संपर्क कर सकते है। उक्त के साथ वाद की कार्यवाही समाप्त की जाती है। साथ ही आदेश की प्रति अनुमंडलीय लोक शिकायत निवारण पदाधिकारी पटना सदर को मूल प्रति में अग्रेतर कार्रवाई हेतु प्रेषित किया जाता है। आदेश की प्रति सभी संबंधित को दी जाय।"
,,,2023-01-30T00:00:00.000+0000,,
Vinod P Kavle IAS (Spl. Secretary Home),,,2023-02-20T00:00:00.000+0000,0.0, This matter relates to U.P. Govt.
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-20T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,5.0,प्रकरण ईएफओ आफिस गुजरात राज्य से सम्बन्धित है
,,,2023-01-30T00:00:00.000+0000,,
K. M. AGRAWAL (OFFICER IN CHARGE P.G.R.),,,2023-01-30T00:00:00.000+0000,0.0, Thanks for suggestions
,,,2023-01-30T00:00:00.000+0000,,
K. M. AGRAWAL (OFFICER IN CHARGE P.G.R.),,,2023-01-31T00:00:00.000+0000,0.0, Matter may pertain to Govt. of Uttar Pradesh
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-07T00:00:00.000+0000,7.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-24T00:00:00.000+0000,17.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित आख्या सादर प्रेषित है
,,,2023-01-30T00:00:00.000+0000,,
S. Krishna Chaitanya (Dy. Secretary Home),,,2023-01-30T00:00:00.000+0000,0.0, 
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-07T00:00:00.000+0000,8.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-20T00:00:00.000+0000,13.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित आख्या सादर प्रेषित है
,,,2023-01-30T00:00:00.000+0000,,
Secretary Public Grievance (Secretary Public Grievance),,,2023-01-30T00:00:00.000+0000,0.0, 
Secretary Public Grievance (Secretary Public Grievance),,"Repeat of sl 2
 of (30-1-2023)",2023-01-30T00:00:00.000+0000,0.0, 
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-07T00:00:00.000+0000,8.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-21T00:00:00.000+0000,14.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित आख्या सादर प्रेषित है
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, EPFO related mater which is Pertained to ministry of Labour and Employment. 
Section Officer PG-MH (SO),,,2023-01-30T00:00:00.000+0000,0.0,Repeated Grievance.
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
N K Vaghela (Dy. Secretary Coordination),,,2023-02-03T00:00:00.000+0000,4.0, please take necessary action.
B.K.VASAVA (District Development Officer),,,2023-02-09T00:00:00.000+0000,6.0," સદર અરજી ગુજરાત પંચાયત સેવા પસંદગી મંડળ, ગાંધીનગર ને લગતી હોવાથી,અત્રેની કચેરી એથી કોઇ કાર્યવાહી થઇ શકે તેમ નથી.જે આપશ્રી ને વિદિત થાય."
N K Vaghela (Dy. Secretary Coordination),,,2023-02-13T00:00:00.000+0000,4.0," ફરિયાદ ગુજરાત પંચાયત સેવા પસંદગી મંડળ, ગાંધીનગર ને લગતી હોઇ ત્યા રજુઆત કરવા વિનંતી છે ."
Ankita Jadeja (U.S.),,,2023-02-13T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
A.R.SONI (Dy. Secretary _Co-Ordinator),,,2023-05-03T00:00:00.000+0000,79.0, જરૂરી કાર્યવાહી કરવા આજ્ઞાનુસાર વિનંતી છે. 
A.U.Makwa (Deputy Secretary GPSSB),,,2023-05-11T00:00:00.000+0000,8.0, જાહેરાત ક્રમાંક ૧૨/૨૦૨૧-૨૨ જુનીયર કલાર્ક(વહીવટ/હિસાબ) ની તા ૨૯-૦૧-૨૦૨૩ ના રોજ યોજાનાર પરીક્ષા મોકુફ રાખવામાં આવેલ છે તેમજ આ બાબતે પોલીસ વિભાગ ધ્વારા તપાસ કાર્યવાહી ચાલુ છે. મંડળ ધ્વારા તા ૦૯-૦૪-૨૦૨૩ ના રોજ સ્પર્ધાાત્મક પરીક્ષા યોજી દેવામાં આવેલ છે. જેથી અરજદારશ્રીની રજુઆતનો નિકાલ કરવામાં આવેલ છે. 
A.U.Makwa (Deputy Secretary GPSSB),,,2023-05-18T00:00:00.000+0000,7.0, જાહેરાત ક્રમાંક ૧૨/૨૦૨૧-૨૨ જુનીયર કલાર્ક(વહીવટ/હિસાબ) સંવર્ગની તા ૨૯-૦૧-૨૦૨૩ ના રોજ યોજાનાર સ્પર્ધાત્મક પરીક્ષા મોકુફ રાખવામાં આવેલ હતી. આ બાબતે પોલીસ વિભાગ ધ્વારા ફરીયાદ દાખલ કરી તપાસ અંગેની કાર્યવાહી કરવામાં આવેલ છે. તેમજ જાહેરાત ક્રમાંક ૧૨/૨૦૨૧-૨૨ જુનીયર કલાર્ક(વહીવટ/હિસાબ) સંવર્ગની તા ૦૯-૦૪-૨૦૨૩ ના રોજ સ્પર્ધાત્મક પરીક્ષા યોજાઇ ગયેલ છે.
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
,,,2023-01-31T00:00:00.000+0000,,કૃપા કરીને યોગ્ય કાર્યવાહી કરવા વિનંતી છે
Shri B. K. Bhoi (Deputy Secretary),,,2023-02-14T00:00:00.000+0000,15.0, 
Anand Zinzala (Joint SECRETARY),,,2023-02-14T00:00:00.000+0000,0.0, Pl. take necessary action.
Ms. SHALINI AGRAWAL IAS (Municipal Commisioner),,,2023-03-13T00:00:00.000+0000,27.0," The complaint has been approved by the ADD. CITY ENGINEER of SOUTH WEST ZONE(ATHWA) for reply/ disposal to the complaint from Da.09.03.2023 and The copy of above mentioned letter(SWZ(ATHWA)/OUT NO.7131, dtd.13.03.2023 has also been sent to the complainer shri DAKSH PATEL BY post. (letter pdf file attach)"
Ms. SHALINI AGRAWAL IAS (Municipal Commisioner),,,2023-03-13T00:00:00.000+0000,0.0," The complaint has been approved by the ADD. CITY ENGINEER of SOUTH WEST ZONE(ATHWA) for reply/ disposal to the complaint from Da.09.03.2023 and The copy of above mentioned letter(SWZ(ATHWA)/OUT NO.7131, dtd.13.03.2023 has also been sent to the complainer shri DAKSH PATEL BY post. (letter pdf file attach)"
Anand Zinzala (Joint SECRETARY),,,2023-03-13T00:00:00.000+0000,0.0," The complaint has been approved by the ADD. CITY ENGINEER of SOUTH WEST ZONE(ATHWA) for reply/ disposal to the complaint from Da.09.03.2023 and The copy of above mentioned letter(SWZ(ATHWA)/OUT NO.7131, dtd.13.03.2023 has also been sent to the complainer shri DAKSH PATEL BY post. (letter pdf file attach)"
Shri B. K. Bhoi (Deputy Secretary),,,2023-03-13T00:00:00.000+0000,0.0," The complaint has been approved by the ADD. CITY ENGINEER of SOUTH WEST ZONE(ATHWA) for reply/ disposal to the complaint from Da.09.03.2023 and The copy of above mentioned letter(SWZ(ATHWA)/OUT NO.7131, dtd.13.03.2023 has also been sent to the complainer shri DAKSH PATEL BY post. (letter pdf file attach)"
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
SHRI R.C.DESAI (Dy Secretary),,,2023-01-31T00:00:00.000+0000,1.0, 
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-02-08T00:00:00.000+0000,8.0, નિયમોનુસારની કાર્યવાહી અર્થે 
S P CHAUDHARI (JOINT DIRECTOR),,,2023-02-10T00:00:00.000+0000,2.0," સદર અરજી જિલ્લા શિક્ષણાધિકારીશ્રી અને જિલ્લા પ્રાથમિક શિક્ષણાધિકારીશ્રી, સુરતને મોકલી આપવામાં આવેલ છે. તો તે ની કચેરીનો સંપર્ક સાધવા વિનંતી છે. તેમનો મોબાઈલ નં- 9909970218 અને 9909971697 છે. 
"
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-03-04T00:00:00.000+0000,22.0, Disposed
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
SHRI R.C.DESAI (Dy Secretary),,,2023-01-31T00:00:00.000+0000,1.0, 
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-02-08T00:00:00.000+0000,8.0, નિયમોનુસારની કાર્યવાહી અર્થે 
S P CHAUDHARI (JOINT DIRECTOR),,,2023-02-10T00:00:00.000+0000,2.0," સદર અરજી જિલ્લા શિક્ષણાધિકારીશ્રી અને જિલ્લા પ્રાથમિક શિક્ષણાધિકારીશ્રી, સુરતને મોકલી આપવામાં આવેલ છે. તો તેઓ ની કચેરીનો સંપર્ક સાધવા વિનંતી છે. તેમનો મોબાઈલ નં- 9909970218 અને 9909971697 છે. 
"
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-03-04T00:00:00.000+0000,22.0, Disposed
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, EPFO related mater which is Pertained to ministry of Labour and Employment. 
Section Officer PG-MH (SO),,,2023-01-30T00:00:00.000+0000,0.0,Repeated grievance.
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, EPFO related mater which is Pertained to ministry of Labour and Employment. 
Section Officer PG-MH (SO),,,2023-01-30T00:00:00.000+0000,0.0,Repeated grievance.
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
N K Vaghela (Dy. Secretary Coordination),,,2023-02-03T00:00:00.000+0000,4.0, please take necessary action.
Mr.R.D Khatale IAS (District Development Officer),,,2023-02-03T00:00:00.000+0000,0.0, Uparokt prashn no karyvahi state goverment ne lagat hova thi atre ni kacheri thi koi karyvahi karvama aavti nathi.
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
SHRI R.C.DESAI (Dy Secretary),,,2023-01-31T00:00:00.000+0000,1.0, 
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-02-08T00:00:00.000+0000,8.0, નિયમોનુસારની કાર્યવાહી અર્થે 
S P CHAUDHARI (JOINT DIRECTOR),,,2023-02-10T00:00:00.000+0000,2.0," સદર અરજી જિલ્લા શિક્ષણાધિકારીશ્રી અને જિલ્લા પ્રાથમિક શિક્ષણાધિકારીશ્રી, સુરતને મોકલી આપવામાં આવેલ છે. તો તેઓ ની કચેરીનો સંપર્ક સાધવા વિનંતી છે. તેમનો મોબાઈલ નં- 9909970218 અને 9909971697 છે. 
"
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-03-04T00:00:00.000+0000,22.0, Disposed
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
SHRI R.C.DESAI (Dy Secretary),,,2023-01-31T00:00:00.000+0000,1.0, 
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-02-08T00:00:00.000+0000,8.0, નિયમોનુસારની કાર્યવાહી અર્થે 
S P CHAUDHARI (JOINT DIRECTOR),,,2023-02-10T00:00:00.000+0000,2.0," સદર અરજી જિલ્લા શિક્ષણાધિકારીશ્રી અને જિલ્લા પ્રાથમિક શિક્ષણાધિકારીશ્રી, સુરતને મોકલી આપવામાં આવેલ છે. તો તેઓ ની કચેરીનો સંપર્ક સાધવા વિનંતી છે. તેમનો મોબાઈલ નં- 9909970218 અને 9909971697 છે. 
"
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-03-04T00:00:00.000+0000,22.0, Disposed
,,,2023-01-30T00:00:00.000+0000,,
Ankita Jadeja (U.S.),,,2023-01-30T00:00:00.000+0000,0.0, For necessary action sent to concern dept. 
SHRI R.C.DESAI (Dy Secretary),,,2023-01-31T00:00:00.000+0000,1.0, 
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-02-08T00:00:00.000+0000,8.0, નિયમોનુસારની કાર્યવાહી અર્થે 
S P CHAUDHARI (JOINT DIRECTOR),,,2023-02-10T00:00:00.000+0000,2.0," સદર અરજી જિલ્લા શિક્ષણાધિકારીશ્રી અને જિલ્લા પ્રાથમિક શિક્ષણાધિકારીશ્રી, સુરતને મોકલી આપવામાં આવેલ છે. તો તેઓ ની કચેરીનો સંપર્ક સાધવા વિનંતી છે. તેમનો મોબાઈલ નં- 9909970218 અને 9909971697 છે. 
"
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-03-04T00:00:00.000+0000,22.0, Disposed
,,,2023-01-30T00:00:00.000+0000,,
N.M.Pandya (Deputy Secretary),,,2023-02-02T00:00:00.000+0000,0.0,"forwarded for necessary action, please."
Shri B. K. Bhoi (Deputy Secretary),,,2023-02-04T00:00:00.000+0000,2.0, 
Anand Zinzala (Joint SECRETARY),,,2023-02-04T00:00:00.000+0000,0.0, Pl. take necessary action.
Ms. SHALINI AGRAWAL IAS (Municipal Commisioner),,,2023-02-15T00:00:00.000+0000,11.0," The complaint has been approved by the Dy.Muni.Commissioner of WEST ZONE (RANDER) for reply/ disposal to the complaint from date :13.02..2023 and The copy of above mentioned letter(WZ/OUT NO.1768, dtd.14.02.2023 has also been sent to the complainer shri Sachin Patel BY post. (letter pdf file attach)"
Ms. SHALINI AGRAWAL IAS (Municipal Commisioner),,,2023-02-15T00:00:00.000+0000,0.0," The complaint has been approved by the Dy.Muni.Commissioner of WEST ZONE (RANDER) for reply/ disposal to the complaint from date :13.02..2023 and The copy of above mentioned letter(WZ/OUT NO.1768, dtd.14.02.2023 has also been sent to the complainer shri Sachin Patel BY post. (letter pdf file attach)"
Anand Zinzala (Joint SECRETARY),,,2023-02-15T00:00:00.000+0000,0.0," The complaint has been approved by the Dy.Muni.Commissioner of WEST ZONE (RANDER) for reply/ disposal to the complaint from date :13.02..2023 and The copy of above mentioned letter(WZ/OUT NO.1768, dtd.14.02.2023 has also been sent to the complainer shri Sachin Patel BY post. (letter pdf file attach)"
Anand Zinzala (Joint SECRETARY),,"Repeat of sl 7
 of (15-2-2023)",2023-02-15T00:00:00.000+0000,0.0," The complaint has been approved by the Dy.Muni.Commissioner of WEST ZONE (RANDER) for reply/ disposal to the complaint from date :13.02..2023 and The copy of above mentioned letter(WZ/OUT NO.1768, dtd.14.02.2023 has also been sent to the complainer shri Sachin Patel BY post. (letter pdf file attach)"
