OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Makhan Lal (Section Officer),,,2023-01-10T00:00:00.000+0000,1.0," Respected sir it is intimated that action will be taken accordingly after receiving the submitted documents.	SHRI JAIDEEP CHAKRABARTI (RPFC I)	
"
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
SHRI JAIDEEP CHAKRABARTI (RPFC I),,,2023-01-09T00:00:00.000+0000,4.0, Respected sir it is intimated that action will be taken accordingly after receiving the submitted documents.
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-02-09T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-09T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,16.0,आख्या सादर सेवा मे प्रेषित है श्रीमान जी उक्त प्रा0 पत्र की जांच कर आख्या सादर सेवा में प्रेषित हैं श्रीमान जी उक्त प्रा0 पत्र की जांच कर आख्या सादर सेवा में प्रेषित हैं
,,,2023-01-05T00:00:00.000+0000,,
osdbo02 (OSD),,,2023-01-05T00:00:00.000+0000,0.0, Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS. 
Kalyan Mahapatra (Chief Manager),,,2023-01-05T00:00:00.000+0000,0.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
Shri S S Singh (Dy General Manager),,,2023-01-10T00:00:00.000+0000,5.0," Dear Sir,
With reference to the complaint we submit that customer has been suitably replied copy of which is attached for reference.
In view of the above we request for closure of the complaint .Regards
"
Pawan Kumar Gupta (Chief Manager),,,2023-01-11T00:00:00.000+0000,1.0," The customer has been advised suitably, copy enclosed. "
,,,2023-01-06T00:00:00.000+0000,,Grievance received through RI Web API
Seema (OA PG),,,2023-01-06T00:00:00.000+0000,0.0, Please examine the case and upload the portal by 09/01/2023.
Md. Shahnawaz Akhter (DPS Headquarters),,,2023-01-06T00:00:00.000+0000,0.0, Please examine the case and dispose the case.
Ram Milan (Assistant Director-II),,,2023-01-06T00:00:00.000+0000,0.0, Please examine the case and dispose the case.
RAM MILAN (Supdt. of Post Offices),,,2023-01-10T00:00:00.000+0000,4.0,Kindly find the attachment.
Ram Milan (Assistant Director-II),,,2023-01-10T00:00:00.000+0000,0.0, Kindly find attachment
,,,2023-01-05T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-23T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-01T00:00:00.000+0000,9.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित श्रीमान जी आख्या अवलोकनार्थ सादर सेवा मे प्रेषित है
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
SHIV KUMAR (RPFC I),,,2023-01-06T00:00:00.000+0000,1.0,"Sir/Madam,
 The Date of Joining updation is rejected due to non-submission of employer clarification letter along with the Joint Declaration. Hence, the member is advised to submit the fresh Joint Declaration duly attaching the employer clarification letter and employment letter."
Pritam Kumar (SO),,,2023-01-06T00:00:00.000+0000,0.0," Sir/Madam, The Date of Joining updation is rejected due to non-submission of employer clarification letter along with the Joint Declaration. Hence, the member is advised to submit the fresh Joint Declaration duly attaching the employer clarification letter and employment letter.	SHIV KUMAR (RPFC I)	"
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-20T00:00:00.000+0000,,महोदय सोनभद्र जिला में प्रेषित करने का कष्ट करें
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-23T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-15T00:00:00.000+0000,23.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित आख्या अपलोड है.
,,,2023-01-05T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-23T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-01T00:00:00.000+0000,9.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित जांच आख्या सादर अवलोकनार्थ सेवा मे प्रेषित है
,,,2023-01-05T00:00:00.000+0000,,
Ravinder (DEO),,,2023-01-05T00:00:00.000+0000,0.0, ndpl
Ravinder Kumar (From PGC),,,2023-01-06T00:00:00.000+0000,1.0," This complaint is forwarded on behalf of Govt. of NCT Delhi for taking suitable action to address the grievance. It shall be resolved promptly as per time line and instructions issued vide OM No. S-15/21/2021-O/O DS(PG)-DARPG(7085) dated 27/07/2022 issued by Govt. of India, Ministry of Personnel, Public Grievance and Pensions, Department of Administrative Reforms and Public Grievance(PG division). Upload an action taken report on this website, immediately thereafter. While addressing the grievances, may adhere to the standard practice which includes the following: (i) Grievances be addressed in accordance with the provisions of applicable laws /rules and procedures. (ii) May adopt fair and transparent approach to redress the grievances. (iii) A self-contained redressal report needs to be uploaded. (iv) If the grievance cannot be redressed, a well-reasoned explanatory report be uploaded. (v) If the grievance falls beyond the functional / geographical jurisdiction of the Department, the same may be brought out in explanatory report to be up-linked. Further while disposing grievances if report or any supporting document is to be attached and required to be shown to the complainant, in that case ‘yes’ option should be selected."
,,,2023-01-11T00:00:00.000+0000,,MOST URGENT
,,,2023-01-19T00:00:00.000+0000,,MOST URGENT solve the complaint
,,,2023-02-09T00:00:00.000+0000,,solve this complaint most urgent
Ms. Gurpreet Kaur (Manager),,,2023-02-16T00:00:00.000+0000,41.0," Dear Consumer, your complaint has been forwarded to concerned group for further necessary action and intimated that meter will be replaced as per DERC norms. .For further query, Please call to our toll free Sampark Kendra (Call Centre) – 19124 (for Delhi) 1800-208-9124 (outside Delhi)."
,,,2023-01-05T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-23T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-07T00:00:00.000+0000,15.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित जांच आख्या सादर अवलोकनार्थ सेवा मे प्रेषित है
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
Shri Niraj Kumar Gayagi (Joint Secretary),,,2023-01-05T00:00:00.000+0000,0.0, 
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-23T00:00:00.000+0000,18.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-30T00:00:00.000+0000,7.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित जांच आख्या सादर सेवा में प्रेषित है श्रीमान जी जाँच आख्या सादर सेवा में प्रेषित है श्रीमान जी आख्या सादर सेवा में प्रेषित है
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
Manoj Kumar Shrivastava (Chief Manager),,,2023-01-05T00:00:00.000+0000,0.0, Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Aanchal Mehra (Manager),,,2023-02-03T00:00:00.000+0000,29.0,"Dear Sir/Madam, We have reviewed and responded to the customer grievance and the response shared is attached for your reference."
Pawan Kumar Gupta (Chief Manager),,,2023-02-04T00:00:00.000+0000,1.0," The customer has been advised suitably, copy enclosed."
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
Shri Debkumar Chakrabarti (Sr DDG UPW LSA),,,2023-01-06T00:00:00.000+0000,1.0," Please go through the complaint and submit the report at the earliest.
"
DM CDN (DM),,,2023-01-06T00:00:00.000+0000,0.0, 
Shri Surya Kant (CGM),,,2023-01-06T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-06T00:00:00.000+0000,0.0, 
Mr. Nitin Grover (Head Customer Complaints),,,2023-01-07T00:00:00.000+0000,1.0,"Customer grievance was network related issue on mobile number 9410452720, we have received the confirmation from the customer over the call that the above mentioned mobile number does not pertain with airtel hence we requested him to contact with his current operator."
Mr. Nitin Grover (Head Customer Complaints),,"Repeat of sl 7
 of (7-1-2023)",2023-01-07T00:00:00.000+0000,0.0,"Customer grievance was network related issue on mobile number 9410452720, we have received the confirmation from the customer over the call that the above mentioned mobile number does not pertain with airtel hence we requested him to contact with his current operator."
Radha Nair (DGM),,,2023-01-09T00:00:00.000+0000,0.0," This is with reference to customer complaint number DOTEL/E/2023/0000444 related to network connectivity issue at your location. We tried contacting customer on 9410452720 from 022-35071560. However, we were unable to establish the contact. Hence, we request customer to share an alternate number, complete location along with the convenient time on our email ID prioritycare@jio.com to assist him further."
Shri Surya Kant (CGM),,,2023-01-16T00:00:00.000+0000,2.0, आपकी समस्या को ध्यान में रखते हुए एरिया इंचार्ज से बात हो गई है तो वह आपके एरिया का आधुनिकीकरण का प्रपोजल बनाकर जनरल मैनेजर मेरठ डिस्टिक को भेजेंगे कृपया आप भी एरिया एसडीओ के संपर्क में रहे
DM CDN (DM),,,2023-01-16T00:00:00.000+0000,0.0, आपकी समस्या को ध्यान में रखते हुए एरिया इंचार्ज से बात हो गई है तो वह आपके एरिया का आधुनिकीकरण का प्रपोजल बनाकर जनरल मैनेजर मेरठ डिस्टिक को भेजेंगे कृपया आप भी एरिया एसडीओ के संपर्क में रहे
Shri Debkumar Chakrabarti (Sr DDG UPW LSA),,,2023-01-17T00:00:00.000+0000,1.0, The reply received from BSNL UPW is attached.
Vaishali Sharma (Manager),,,2023-01-15T00:00:00.000+0000,0.0,"Dear Mr. Arya,

Greetings from Vi

I attempted to call on the number 9410452720 dated 12/01/2023 at 05:23 pm and 14/01/2023 at 01:11 pm and 02:22 pm however, I could not reach you.

Based on your grievance, I would like to summarize your concern about the network issue below.

Our network engineers enhanced the maximum possible signal from the existing cell site concerning your complaint.

Upgradation of existing cell sites is an ongoing effort, and we hope to improve your network experience even further.

I sincerely empathize with the inconvenience caused.

To manage the Vi account, check the Vi app or visit www.MyVi.in.

Thank you,
Vi Customer Care.
Ayan Dutta
Download the Vi App: https://bit.ly/GetVIApp2
WhatsApp chat with us click https://wa.me/message/2ONATA3W73EIP1
Website: www.MyVi.in


"
SH. G.K. DWIVEDI (GM),,,2023-01-14T00:00:00.000+0000,8.0, आपकी समस्या को ध्यान में रखते हुए एरिया इंचार्ज से बात हो गई है तो वह आपके एरिया का आधुनिकीकरण का प्रपोजल बनाकर जनरल मैनेजर मेरठ डिस्टिक को भेजेंगे कृपया आप भी एरिया एसडीओ के संपर्क में रहे
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
Smt.Poonkodi T (CGM),,,2023-01-06T00:00:00.000+0000,1.0," Action may be taken in the matter and a reply, duly approved by unit head concerned, be sent to the complainant directly and uploaded in the portal also
"
Bhaskar DM (GM),,,2023-01-09T00:00:00.000+0000,3.0," With reference to your CPGRMS complaint above , it is intimated that TR Refund of RS. 3,747.00 in respect of your Tel. NO. 044-24735563 has been approved and credited to INDIAN OVERSEAS BANK Account 131301000012064 ON 07.1.2023 pl.
This is for your kind information please.
Inconvenience caused is regretted"
Smt.Poonkodi T (CGM),,,2023-01-10T00:00:00.000+0000,1.0," With reference to your CPGRMS complaint above , it is intimated that TR Refund of RS. 3,747.00 in respect of your Tel. NO. 044-24735563 has been approved and credited to INDIAN OVERSEAS BANK Account 131301000012064 ON 07.1.2023 pl.
This is for your kind information please.
Inconvenience caused is regretted
"
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-31T00:00:00.000+0000,26.0," 	
As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploded on web portal. Under PM-KISAN Scheme the responsibility to identify beneficiary and uploading their correct and verified data including land records after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt. Of Punjab


"
Sunil Kumar (Under Secretary),,,2023-01-31T00:00:00.000+0000,0.0, 
"PGRS, Operator",,,2023-02-27T00:00:00.000+0000,27.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-05T00:00:00.000+0000,,
Ravinder (DEO),,,2023-01-05T00:00:00.000+0000,0.0, ndpl
Ravinder Kumar (From PGC),,,2023-01-06T00:00:00.000+0000,1.0," This complaint is forwarded on behalf of Govt. of NCT Delhi for taking suitable action to address the grievance. It shall be resolved promptly as per time line and instructions issued vide OM No. S-15/21/2021-O/O DS(PG)-DARPG(7085) dated 27/07/2022 issued by Govt. of India, Ministry of Personnel, Public Grievance and Pensions, Department of Administrative Reforms and Public Grievance(PG division). Upload an action taken report on this website, immediately thereafter. While addressing the grievances, may adhere to the standard practice which includes the following: (i) Grievances be addressed in accordance with the provisions of applicable laws /rules and procedures. (ii) May adopt fair and transparent approach to redress the grievances. (iii) A self-contained redressal report needs to be uploaded. (iv) If the grievance cannot be redressed, a well-reasoned explanatory report be uploaded. (v) If the grievance falls beyond the functional / geographical jurisdiction of the Department, the same may be brought out in explanatory report to be up-linked. Further while disposing grievances if report or any supporting document is to be attached and required to be shown to the complainant, in that case ‘yes’ option should be selected."
Ms. Gurpreet Kaur (Manager),,,2023-02-16T00:00:00.000+0000,41.0," Dear Consumer, your complaint has been forwarded to concerned group for further necessary action and intimated that 
 
SIGNED NEW CONNECTION APPLICATION FORM REQUIRED. CORRECT APPLIED FLOOR
 AS PER OWERSHIP PROOF

.For further query, Please call to our toll free Sampark Kendra (Call Centre) – 19124 (for Delhi) 1800-208-9124 (outside Delhi).
"
,,,2023-01-05T00:00:00.000+0000,,
Ravinder (DEO),,,2023-01-05T00:00:00.000+0000,0.0, mcd
Ravinder Kumar (From PGC),,,2023-01-06T00:00:00.000+0000,1.0," This complaint is forwarded on behalf of Govt. of NCT Delhi for taking suitable action to address the grievance. It shall be resolved promptly as per time line and instructions issued vide OM No. S-15/21/2021-O/O DS(PG)-DARPG(7085) dated 27/07/2022 issued by Govt. of India, Ministry of Personnel, Public Grievance and Pensions, Department of Administrative Reforms and Public Grievance(PG division). Upload an action taken report on this website, immediately thereafter. While addressing the grievances, may adhere to the standard practice which includes the following: (i) Grievances be addressed in accordance with the provisions of applicable laws /rules and procedures. (ii) May adopt fair and transparent approach to redress the grievances. (iii) A self-contained redressal report needs to be uploaded. (iv) If the grievance cannot be redressed, a well-reasoned explanatory report be uploaded. (v) If the grievance falls beyond the functional / geographical jurisdiction of the Department, the same may be brought out in explanatory report to be up-linked. Further while disposing grievances if report or any supporting document is to be attached and required to be shown to the complainant, in that case ‘yes’ option should be selected."
commissioner (commissioner),,,2023-01-10T00:00:00.000+0000,4.0, please take necessary action
Dr. Angel Bhati Chauhan (DY. COMMISSIONER),,,2023-01-16T00:00:00.000+0000,6.0, 
M Babu Abdul Khadeer (AC-KBZ),,,2023-01-25T00:00:00.000+0000,9.0, matter pertains to RP Cell (HQ)
Kumar Abhishek (DY. COMMISSIONER),,,2023-01-30T00:00:00.000+0000,5.0, matter pertains to RP Cell (HQ)
commissioner (commissioner),,,2023-02-08T00:00:00.000+0000,9.0, 
AMIT BHARDWAJ (ADC),,,2023-02-14T00:00:00.000+0000,6.0, The complaint as been forwarded to Area inspector of Karol Bagh Zone for taking necessary action.
AMIT BHARDWAJ (ADC),,"Repeat of sl 9
 of (14-2-2023)",2023-02-14T00:00:00.000+0000,0.0, The complaint as been forwarded to Area inspector of Karol Bagh Zone for taking necessary action.
AMIT BHARDWAJ (ADC),,,2023-02-17T00:00:00.000+0000,3.0, This complaint has been forwarded to Area Inspector karol Bagh Zone/RP Cell department for taking further necessary action. 
AMIT BHARDWAJ (ADC),,,2023-03-01T00:00:00.000+0000,12.0, Complaint has been forwarded to area inspector for taking necessary action as per terms and conditions.
commissioner (commissioner),,,2023-03-02T00:00:00.000+0000,1.0, Complaint has been forwarded to area inspector for taking necessary action as per terms and conditions.
,,,2023-01-05T00:00:00.000+0000,,
Sh. Bherav Dutt (DS),,,2023-01-05T00:00:00.000+0000,0.0,"Forwarded to HE Bureau for necessary action.
"
Kamini Chauhan Ratan (Joint Secretary),,,2023-01-05T00:00:00.000+0000,0.0, The matter may kindly be examined for further necessary action please.
B.K.Singh (Deputy Secretary),,,2023-01-05T00:00:00.000+0000,0.0, Pertains to Higher Education Department of State Govt. of Uttar Pradesh. PG Section is requested to forward the grievance to the CPGRAMS portal of State Govt. of Uttar Pradesh for taking necessary action.
Kamini Chauhan Ratan (Joint Secretary),,,2023-01-05T00:00:00.000+0000,0.0, Pertains to Higher Education Department of State Govt. of Uttar Pradesh. PG Section is requested to forward the grievance to the CPGRAMS portal of State Govt. of Uttar Pradesh for taking necessary action.
Sh. Bherav Dutt (DS),,,2023-01-05T00:00:00.000+0000,0.0, Pertains to Higher Education Department of State Govt. of Uttar Pradesh.
,,,2023-01-06T00:00:00.000+0000,,"Sir, 

Please expedite.

Thank you."
,,,2023-01-11T00:00:00.000+0000,,"Sir,&#160;

Please expedite.&#160;

Thank you."
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-23T00:00:00.000+0000,18.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-08T00:00:00.000+0000,16.0,Department se prapt akhyanusar sambandhit vibhag ko letter preshit kiya ja chuka hai. letter no 4610 date 23.4.2022 hai. Atha shikayat nistarit.
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-23T00:00:00.000+0000,7.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-02T00:00:00.000+0000,10.0,जांच आख्या सादर सेवा में प्रेषित है श्रीमान जी जाँच आख्या सादर सेवा में प्रेषित है श्रीमान जी आख्या सादर सेवा में प्रेषित है
,,,2023-01-05T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-23T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-12T00:00:00.000+0000,20.0,"आख्या अवलोकनोपरान्त अनुमोदित महोदय
 प्रकरण की जांच राजस्व nirishek से karai गई आख्या संलग्न हैं अवलोकन करने का कष्ट करें महोदय
 प्रकरण पूरा तत्व विभाग से संबंधित है"
,,,2023-01-05T00:00:00.000+0000,,
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-05T00:00:00.000+0000,0.0,Auto Forwarded
Shri Nirmal Kumar Bhagat (Director FA),,,2023-01-06T00:00:00.000+0000,1.0, Kindly route this grievance through concerned Under Secretary’s CPGRAMS account (RDRC3) who is dealing Bihar State.
Timan Singh (Deputy Director),,,2023-01-09T00:00:00.000+0000,3.0, Please examine and upload the ATR
Shri Nirmal Kumar Bhagat (Director FA),,,2023-01-10T00:00:00.000+0000,1.0,"अनुरोध है कि कृपया निवेदन / शिकायत की जांच करें और तदनुसार आवश्यक कार्रवाई करें। मामले में की गई कार्यवाही की रिपोर्ट, आवेदक को सूचित करते हुए केंद्रीकृत लोक शिकायत निवारण और निगरानी प्रणाली पोर्टल पर अपलोड की जाए। "
Er. Bhagwat Ram (CE-4 -cum- Nodal Officer- CPGRAM),,,2023-01-10T00:00:00.000+0000,0.0,
